GlobalID_Qdt,decimalLatitude,decimalLongitude,LIT,unitName,subunitName,eventDate,recordedBy,quadratSize,managementAction,taxonID,vernacularName,stratum,plantHeight,nSeedHeads,eventRemarks,GlobalID_seed,measurementType,measurementValue
135,35.7337202,-119.615991,KRN,5A,5A-6,8/27/2020 15:10,GG,15x15cm,none,41605,Swamp Timothy,medium,3.200000048,61,Transline herbicide,135_5,sh_length_mm,26
136,35.91971527,-119.3884747,PIX,4A,,8/27/2020 15:12,MJ,30x30cm,none,41605,Swamp Timothy,high,86,55,"GG: Check food species, height and length too high for Timothy",136_1,sh_length_mm,175
136,35.91971527,-119.3884747,PIX,4A,,8/27/2020 15:12,MJ,30x30cm,none,41605,Swamp Timothy,high,86,55,"GG: Check food species, height and length too high for Timothy",136_2,sh_length_mm,155
136,35.91971527,-119.3884747,PIX,4A,,8/27/2020 15:12,MJ,30x30cm,none,41605,Swamp Timothy,high,86,55,"GG: Check food species, height and length too high for Timothy",136_3,sh_length_mm,221
136,35.91971527,-119.3884747,PIX,4A,,8/27/2020 15:12,MJ,30x30cm,none,41605,Swamp Timothy,high,86,55,"GG: Check food species, height and length too high for Timothy",136_4,sh_length_mm,190
137,35.73296605,-119.6164093,KRN,5A,5A-6,8/27/2020 15:19,GG,15x15cm,none,41605,Swamp Timothy,low,2.700000048,17,Herbicide,137_1,sh_length_mm,13
137,35.73296605,-119.6164093,KRN,5A,5A-6,8/27/2020 15:19,GG,15x15cm,none,41605,Swamp Timothy,low,2.700000048,17,Herbicide,137_2,sh_length_mm,18
137,35.73296605,-119.6164093,KRN,5A,5A-6,8/27/2020 15:19,GG,15x15cm,none,41605,Swamp Timothy,low,2.700000048,17,Herbicide,137_3,sh_length_mm,19
137,35.73296605,-119.6164093,KRN,5A,5A-6,8/27/2020 15:19,GG,15x15cm,none,41605,Swamp Timothy,low,2.700000048,17,Herbicide,137_4,sh_length_mm,24
137,35.73296605,-119.6164093,KRN,5A,5A-6,8/27/2020 15:19,GG,15x15cm,none,41605,Swamp Timothy,low,2.700000048,17,Herbicide,137_5,sh_length_mm,11
138,35.91784406,-119.3866224,PIX,4A,,8/27/2020 15:24,MJ,5x5cm,none,41605,Swamp Timothy,high,5.599999905,30,,138_1,sh_length_mm,12
138,35.91784406,-119.3866224,PIX,4A,,8/27/2020 15:24,MJ,5x5cm,none,41605,Swamp Timothy,high,5.599999905,30,,138_2,sh_length_mm,7
138,35.91784406,-119.3866224,PIX,4A,,8/27/2020 15:24,MJ,5x5cm,none,41605,Swamp Timothy,high,5.599999905,30,,138_3,sh_length_mm,15
138,35.91784406,-119.3866224,PIX,4A,,8/27/2020 15:24,MJ,5x5cm,none,41605,Swamp Timothy,high,5.599999905,30,,138_4,sh_length_mm,11
139,35.91779347,-119.3865085,PIX,4A,,8/27/2020 15:27,MJ,30x30cm,none,502210,Watergrass,low,16,11,,139_1,sh_length_mm,160
139,35.91779347,-119.3865085,PIX,4A,,8/27/2020 15:27,MJ,30x30cm,none,502210,Watergrass,low,16,11,,139_2,sh_length_mm,205
139,35.91779347,-119.3865085,PIX,4A,,8/27/2020 15:27,MJ,30x30cm,none,502210,Watergrass,low,16,11,,139_3,sh_length_mm,175
139,35.91779347,-119.3865085,PIX,4A,,8/27/2020 15:27,MJ,30x30cm,none,502210,Watergrass,low,16,11,,139_4,sh_length_mm,153
140,35.73298135,-119.6165133,KRN,5A,5A-6,8/27/2020 15:21,GG,15x15cm,none,41605,Swamp Timothy,medium,3.700000048,71,Herbicide,140_1,sh_length_mm,10
140,35.73298135,-119.6165133,KRN,5A,5A-6,8/27/2020 15:21,GG,15x15cm,none,41605,Swamp Timothy,medium,3.700000048,71,Herbicide,140_2,sh_length_mm,12
140,35.73298135,-119.6165133,KRN,5A,5A-6,8/27/2020 15:21,GG,15x15cm,none,41605,Swamp Timothy,medium,3.700000048,71,Herbicide,140_3,sh_length_mm,14
140,35.73298135,-119.6165133,KRN,5A,5A-6,8/27/2020 15:21,GG,15x15cm,none,41605,Swamp Timothy,medium,3.700000048,71,Herbicide,140_4,sh_length_mm,13
140,35.73298135,-119.6165133,KRN,5A,5A-6,8/27/2020 15:21,GG,15x15cm,none,41605,Swamp Timothy,medium,3.700000048,71,Herbicide,140_5,sh_length_mm,27
141,35.91433744,-119.3863071,PIX,4A,,8/27/2020 15:36,MJ,15x15cm,none,41605,Swamp Timothy,medium,7,83,,141_1,sh_length_mm,18
141,35.91433744,-119.3863071,PIX,4A,,8/27/2020 15:36,MJ,15x15cm,none,41605,Swamp Timothy,medium,7,83,,141_2,sh_length_mm,11
141,35.91433744,-119.3863071,PIX,4A,,8/27/2020 15:36,MJ,15x15cm,none,41605,Swamp Timothy,medium,7,83,,141_3,sh_length_mm,10
141,35.91433744,-119.3863071,PIX,4A,,8/27/2020 15:36,MJ,15x15cm,none,41605,Swamp Timothy,medium,7,83,,141_4,sh_length_mm,20
142,35.91446673,-119.3864241,PIX,4A,,8/27/2020 15:41,MJ,15x15cm,none,41605,Swamp Timothy,medium,18.60000038,26,,142_1,sh_length_mm,29
142,35.91446673,-119.3864241,PIX,4A,,8/27/2020 15:41,MJ,15x15cm,none,41605,Swamp Timothy,medium,18.60000038,26,,142_2,sh_length_mm,25
142,35.91446673,-119.3864241,PIX,4A,,8/27/2020 15:41,MJ,15x15cm,none,41605,Swamp Timothy,medium,18.60000038,26,,142_3,sh_length_mm,23
142,35.91446673,-119.3864241,PIX,4A,,8/27/2020 15:41,MJ,15x15cm,none,41605,Swamp Timothy,medium,18.60000038,26,,142_4,sh_length_mm,25
143,35.73316122,-119.6154143,KRN,5A,5A-6,8/27/2020 15:59,GG,15x15cm,none,41605,Swamp Timothy,low,2.400000095,31,Herbicide,143_1,sh_length_mm,15
143,35.73316122,-119.6154143,KRN,5A,5A-6,8/27/2020 15:59,GG,15x15cm,none,41605,Swamp Timothy,low,2.400000095,31,Herbicide,143_2,sh_length_mm,17
143,35.73316122,-119.6154143,KRN,5A,5A-6,8/27/2020 15:59,GG,15x15cm,none,41605,Swamp Timothy,low,2.400000095,31,Herbicide,143_3,sh_length_mm,9
143,35.73316122,-119.6154143,KRN,5A,5A-6,8/27/2020 15:59,GG,15x15cm,none,41605,Swamp Timothy,low,2.400000095,31,Herbicide,143_4,sh_length_mm,18
143,35.73316122,-119.6154143,KRN,5A,5A-6,8/27/2020 15:59,GG,15x15cm,none,41605,Swamp Timothy,low,2.400000095,31,Herbicide,143_5,sh_length_mm,11
144,35.73322057,-119.6153998,KRN,5A,5A-6,8/27/2020 16:04,GG,5x5cm,none,41605,Swamp Timothy,high,15,12,Herbicide,144_1,sh_length_mm,13
144,35.73322057,-119.6153998,KRN,5A,5A-6,8/27/2020 16:04,GG,5x5cm,none,41605,Swamp Timothy,high,15,12,Herbicide,144_2,sh_length_mm,24
144,35.73322057,-119.6153998,KRN,5A,5A-6,8/27/2020 16:04,GG,5x5cm,none,41605,Swamp Timothy,high,15,12,Herbicide,144_3,sh_length_mm,24
144,35.73322057,-119.6153998,KRN,5A,5A-6,8/27/2020 16:04,GG,5x5cm,none,41605,Swamp Timothy,high,15,12,Herbicide,144_4,sh_length_mm,23
144,35.73322057,-119.6153998,KRN,5A,5A-6,8/27/2020 16:04,GG,5x5cm,none,41605,Swamp Timothy,high,15,12,Herbicide,144_5,sh_length_mm,13
145,35.73533918,-119.6135763,KRN,5A,5A-7,8/27/2020 16:26,GG,15x15cm,none,41605,Swamp Timothy,low,3.400000095,84,,145_1,sh_length_mm,9
145,35.73533918,-119.6135763,KRN,5A,5A-7,8/27/2020 16:26,GG,15x15cm,none,41605,Swamp Timothy,low,3.400000095,84,,145_2,sh_length_mm,7
145,35.73533918,-119.6135763,KRN,5A,5A-7,8/27/2020 16:26,GG,15x15cm,none,41605,Swamp Timothy,low,3.400000095,84,,145_3,sh_length_mm,8
145,35.73533918,-119.6135763,KRN,5A,5A-7,8/27/2020 16:26,GG,15x15cm,none,41605,Swamp Timothy,low,3.400000095,84,,145_4,sh_length_mm,10
145,35.73533918,-119.6135763,KRN,5A,5A-7,8/27/2020 16:26,GG,15x15cm,none,41605,Swamp Timothy,low,3.400000095,84,,145_5,sh_length_mm,14
146,35.73531376,-119.6136722,KRN,5A,5A-7,8/27/2020 16:34,GG,5x5cm,none,41605,Swamp Timothy,high,4,34,,146_1,sh_length_mm,11
146,35.73531376,-119.6136722,KRN,5A,5A-7,8/27/2020 16:34,GG,5x5cm,none,41605,Swamp Timothy,high,4,34,,146_2,sh_length_mm,10
146,35.73531376,-119.6136722,KRN,5A,5A-7,8/27/2020 16:34,GG,5x5cm,none,41605,Swamp Timothy,high,4,34,,146_3,sh_length_mm,10
146,35.73531376,-119.6136722,KRN,5A,5A-7,8/27/2020 16:34,GG,5x5cm,none,41605,Swamp Timothy,high,4,34,,146_4,sh_length_mm,12
146,35.73531376,-119.6136722,KRN,5A,5A-7,8/27/2020 16:34,GG,5x5cm,none,41605,Swamp Timothy,high,4,34,,146_5,sh_length_mm,8
147,35.73559701,-119.6110314,KRN,5A,5A-7,8/27/2020 16:50,GG,5x5cm,none,41605,Swamp Timothy,medium,4.699999809,32,,147_1,sh_length_mm,8
147,35.73559701,-119.6110314,KRN,5A,5A-7,8/27/2020 16:50,GG,5x5cm,none,41605,Swamp Timothy,medium,4.699999809,32,,147_2,sh_length_mm,10
147,35.73559701,-119.6110314,KRN,5A,5A-7,8/27/2020 16:50,GG,5x5cm,none,41605,Swamp Timothy,medium,4.699999809,32,,147_3,sh_length_mm,14
147,35.73559701,-119.6110314,KRN,5A,5A-7,8/27/2020 16:50,GG,5x5cm,none,41605,Swamp Timothy,medium,4.699999809,32,,147_4,sh_length_mm,8
147,35.73559701,-119.6110314,KRN,5A,5A-7,8/27/2020 16:50,GG,5x5cm,none,41605,Swamp Timothy,medium,4.699999809,32,,147_5,sh_length_mm,9
148,35.735676,-119.6110513,KRN,5A,5A-7,8/27/2020 16:52,GG,5x5cm,none,41605,Swamp Timothy,high,5.699999809,38,,148_1,sh_length_mm,8
148,35.735676,-119.6110513,KRN,5A,5A-7,8/27/2020 16:52,GG,5x5cm,none,41605,Swamp Timothy,high,5.699999809,38,,148_2,sh_length_mm,7
148,35.735676,-119.6110513,KRN,5A,5A-7,8/27/2020 16:52,GG,5x5cm,none,41605,Swamp Timothy,high,5.699999809,38,,148_3,sh_length_mm,9
148,35.735676,-119.6110513,KRN,5A,5A-7,8/27/2020 16:52,GG,5x5cm,none,41605,Swamp Timothy,high,5.699999809,38,,148_4,sh_length_mm,10
148,35.735676,-119.6110513,KRN,5A,5A-7,8/27/2020 16:52,GG,5x5cm,none,41605,Swamp Timothy,high,5.699999809,38,,148_5,sh_length_mm,14
149,35.73255404,-119.6124464,KRN,5A,5A-7,8/27/2020 17:00,GG,5x5cm,none,41605,Swamp Timothy,high,5.400000095,26,,149_1,sh_length_mm,11
149,35.73255404,-119.6124464,KRN,5A,5A-7,8/27/2020 17:00,GG,5x5cm,none,41605,Swamp Timothy,high,5.400000095,26,,149_2,sh_length_mm,14
149,35.73255404,-119.6124464,KRN,5A,5A-7,8/27/2020 17:00,GG,5x5cm,none,41605,Swamp Timothy,high,5.400000095,26,,149_3,sh_length_mm,10
149,35.73255404,-119.6124464,KRN,5A,5A-7,8/27/2020 17:00,GG,5x5cm,none,41605,Swamp Timothy,high,5.400000095,26,,149_4,sh_length_mm,11
149,35.73255404,-119.6124464,KRN,5A,5A-7,8/27/2020 17:00,GG,5x5cm,none,41605,Swamp Timothy,high,5.400000095,26,,149_5,sh_length_mm,8
150,35.73259695,-119.612473,KRN,5A,5A-7,8/27/2020 17:02,GG,15x15cm,none,41605,Swamp Timothy,low,2.400000095,34,,150_1,sh_length_mm,10
150,35.73259695,-119.612473,KRN,5A,5A-7,8/27/2020 17:02,GG,15x15cm,none,41605,Swamp Timothy,low,2.400000095,34,,150_2,sh_length_mm,6
150,35.73259695,-119.612473,KRN,5A,5A-7,8/27/2020 17:02,GG,15x15cm,none,41605,Swamp Timothy,low,2.400000095,34,,150_3,sh_length_mm,7
150,35.73259695,-119.612473,KRN,5A,5A-7,8/27/2020 17:02,GG,15x15cm,none,41605,Swamp Timothy,low,2.400000095,34,,150_4,sh_length_mm,9
150,35.73259695,-119.612473,KRN,5A,5A-7,8/27/2020 17:02,GG,15x15cm,none,41605,Swamp Timothy,low,2.400000095,34,,150_5,sh_length_mm,10
151,35.73596749,-119.6212147,KRN,5A,5A-1,8/27/2020 17:23,GG,5x5cm,mowed,41605,Swamp Timothy,high,8.399999619,25,,151_1,sh_length_mm,10
151,35.73596749,-119.6212147,KRN,5A,5A-1,8/27/2020 17:23,GG,5x5cm,mowed,41605,Swamp Timothy,high,8.399999619,25,,151_2,sh_length_mm,9
151,35.73596749,-119.6212147,KRN,5A,5A-1,8/27/2020 17:23,GG,5x5cm,mowed,41605,Swamp Timothy,high,8.399999619,25,,151_3,sh_length_mm,7
151,35.73596749,-119.6212147,KRN,5A,5A-1,8/27/2020 17:23,GG,5x5cm,mowed,41605,Swamp Timothy,high,8.399999619,25,,151_4,sh_length_mm,12
151,35.73596749,-119.6212147,KRN,5A,5A-1,8/27/2020 17:23,GG,5x5cm,mowed,41605,Swamp Timothy,high,8.399999619,25,,151_5,sh_length_mm,14
152,35.73609623,-119.6211276,KRN,5A,5A-1,8/27/2020 17:25,GG,15x15cm,none,41605,Swamp Timothy,low,3,46,,152_1,sh_length_mm,8
152,35.73609623,-119.6211276,KRN,5A,5A-1,8/27/2020 17:25,GG,15x15cm,none,41605,Swamp Timothy,low,3,46,,152_2,sh_length_mm,13
152,35.73609623,-119.6211276,KRN,5A,5A-1,8/27/2020 17:25,GG,15x15cm,none,41605,Swamp Timothy,low,3,46,,152_3,sh_length_mm,9
152,35.73609623,-119.6211276,KRN,5A,5A-1,8/27/2020 17:25,GG,15x15cm,none,41605,Swamp Timothy,low,3,46,,152_4,sh_length_mm,8
152,35.73609623,-119.6211276,KRN,5A,5A-1,8/27/2020 17:25,GG,15x15cm,none,41605,Swamp Timothy,low,3,46,,152_5,sh_length_mm,8
153,35.73870254,-119.6214506,KRN,5A,5A-1,8/27/2020 17:37,GG,5x5cm,mowed,41605,Swamp Timothy,medium,4,16,,153_1,sh_length_mm,10
153,35.73870254,-119.6214506,KRN,5A,5A-1,8/27/2020 17:37,GG,5x5cm,mowed,41605,Swamp Timothy,medium,4,16,,153_2,sh_length_mm,9
153,35.73870254,-119.6214506,KRN,5A,5A-1,8/27/2020 17:37,GG,5x5cm,mowed,41605,Swamp Timothy,medium,4,16,,153_3,sh_length_mm,11
153,35.73870254,-119.6214506,KRN,5A,5A-1,8/27/2020 17:37,GG,5x5cm,mowed,41605,Swamp Timothy,medium,4,16,,153_4,sh_length_mm,12
153,35.73870254,-119.6214506,KRN,5A,5A-1,8/27/2020 17:37,GG,5x5cm,mowed,41605,Swamp Timothy,medium,4,16,,153_5,sh_length_mm,12
154,35.73878489,-119.6214633,KRN,5A,5A-1,8/27/2020 17:39,GG,5x5cm,mowed,41605,Swamp Timothy,high,6.800000191,33,,154_1,sh_length_mm,13
154,35.73878489,-119.6214633,KRN,5A,5A-1,8/27/2020 17:39,GG,5x5cm,mowed,41605,Swamp Timothy,high,6.800000191,33,,154_2,sh_length_mm,8
154,35.73878489,-119.6214633,KRN,5A,5A-1,8/27/2020 17:39,GG,5x5cm,mowed,41605,Swamp Timothy,high,6.800000191,33,,154_3,sh_length_mm,13
154,35.73878489,-119.6214633,KRN,5A,5A-1,8/27/2020 17:39,GG,5x5cm,mowed,41605,Swamp Timothy,high,6.800000191,33,,154_4,sh_length_mm,12
154,35.73878489,-119.6214633,KRN,5A,5A-1,8/27/2020 17:39,GG,5x5cm,mowed,41605,Swamp Timothy,high,6.800000191,33,,154_5,sh_length_mm,12
155,35.73980992,-119.6193861,KRN,5A,5A-1,8/27/2020 17:48,GG,5x5cm,mowed,41605,Swamp Timothy,high,13.80000019,20,,155_1,sh_length_mm,7
155,35.73980992,-119.6193861,KRN,5A,5A-1,8/27/2020 17:48,GG,5x5cm,mowed,41605,Swamp Timothy,high,13.80000019,20,,155_2,sh_length_mm,9
155,35.73980992,-119.6193861,KRN,5A,5A-1,8/27/2020 17:48,GG,5x5cm,mowed,41605,Swamp Timothy,high,13.80000019,20,,155_3,sh_length_mm,10
155,35.73980992,-119.6193861,KRN,5A,5A-1,8/27/2020 17:48,GG,5x5cm,mowed,41605,Swamp Timothy,high,13.80000019,20,,155_4,sh_length_mm,10
155,35.73980992,-119.6193861,KRN,5A,5A-1,8/27/2020 17:48,GG,5x5cm,mowed,41605,Swamp Timothy,high,13.80000019,20,,155_5,sh_length_mm,10
156,35.73976164,-119.6194793,KRN,5A,5A-1,8/27/2020 17:51,GG,5x5cm,mowed,41605,Swamp Timothy,medium,9.399999619,15,,156_1,sh_length_mm,7
156,35.73976164,-119.6194793,KRN,5A,5A-1,8/27/2020 17:51,GG,5x5cm,mowed,41605,Swamp Timothy,medium,9.399999619,15,,156_2,sh_length_mm,8
156,35.73976164,-119.6194793,KRN,5A,5A-1,8/27/2020 17:51,GG,5x5cm,mowed,41605,Swamp Timothy,medium,9.399999619,15,,156_3,sh_length_mm,9
156,35.73976164,-119.6194793,KRN,5A,5A-1,8/27/2020 17:51,GG,5x5cm,mowed,41605,Swamp Timothy,medium,9.399999619,15,,156_4,f2t_length_mm,12
156,35.73976164,-119.6194793,KRN,5A,5A-1,8/27/2020 17:51,GG,5x5cm,mowed,41605,Swamp Timothy,medium,9.399999619,15,,156_5,f2t_length_mm,8
157,35.73712528,-119.618764,KRN,5A,5A-3,8/27/2020 18:04,GG,5x5cm,none,41605,Swamp Timothy,medium,5.400000095,36,,157_1,sh_length_mm,9
157,35.73712528,-119.618764,KRN,5A,5A-3,8/27/2020 18:04,GG,5x5cm,none,41605,Swamp Timothy,medium,5.400000095,36,,157_2,sh_length_mm,7
157,35.73712528,-119.618764,KRN,5A,5A-3,8/27/2020 18:04,GG,5x5cm,none,41605,Swamp Timothy,medium,5.400000095,36,,157_3,sh_length_mm,10
157,35.73712528,-119.618764,KRN,5A,5A-3,8/27/2020 18:04,GG,5x5cm,none,41605,Swamp Timothy,medium,5.400000095,36,,157_4,sh_length_mm,9
157,35.73712528,-119.618764,KRN,5A,5A-3,8/27/2020 18:04,GG,5x5cm,none,41605,Swamp Timothy,medium,5.400000095,36,,157_5,sh_length_mm,12
158,35.73701983,-119.6188416,KRN,5A,5A-3,8/27/2020 18:07,GG,5x5cm,none,41605,Swamp Timothy,low,3.599999905,10,,158_1,sh_length_mm,8
158,35.73701983,-119.6188416,KRN,5A,5A-3,8/27/2020 18:07,GG,5x5cm,none,41605,Swamp Timothy,low,3.599999905,10,,158_2,sh_length_mm,8
158,35.73701983,-119.6188416,KRN,5A,5A-3,8/27/2020 18:07,GG,5x5cm,none,41605,Swamp Timothy,low,3.599999905,10,,158_3,sh_length_mm,8
158,35.73701983,-119.6188416,KRN,5A,5A-3,8/27/2020 18:07,GG,5x5cm,none,41605,Swamp Timothy,low,3.599999905,10,,158_4,sh_length_mm,8
158,35.73701983,-119.6188416,KRN,5A,5A-3,8/27/2020 18:07,GG,5x5cm,none,41605,Swamp Timothy,low,3.599999905,10,,158_5,sh_length_mm,9
159,35.73677764,-119.6162254,KRN,5A,5A-3,8/27/2020 18:18,GG,5x5cm,none,41605,Swamp Timothy,high,5.400000095,27,,159_1,sh_length_mm,18
159,35.73677764,-119.6162254,KRN,5A,5A-3,8/27/2020 18:18,GG,5x5cm,none,41605,Swamp Timothy,high,5.400000095,27,,159_2,sh_length_mm,10
159,35.73677764,-119.6162254,KRN,5A,5A-3,8/27/2020 18:18,GG,5x5cm,none,41605,Swamp Timothy,high,5.400000095,27,,159_3,sh_length_mm,13
159,35.73677764,-119.6162254,KRN,5A,5A-3,8/27/2020 18:18,GG,5x5cm,none,41605,Swamp Timothy,high,5.400000095,27,,159_4,sh_length_mm,11
159,35.73677764,-119.6162254,KRN,5A,5A-3,8/27/2020 18:18,GG,5x5cm,none,41605,Swamp Timothy,high,5.400000095,27,,159_5,sh_length_mm,14
160,35.73670463,-119.6162708,KRN,5A,5A-3,8/27/2020 18:24,GG,15x15cm,none,41605,Swamp Timothy,low,3.599999905,69,,160_1,sh_length_mm,7
160,35.73670463,-119.6162708,KRN,5A,5A-3,8/27/2020 18:24,GG,15x15cm,none,41605,Swamp Timothy,low,3.599999905,69,,160_2,sh_length_mm,7
160,35.73670463,-119.6162708,KRN,5A,5A-3,8/27/2020 18:24,GG,15x15cm,none,41605,Swamp Timothy,low,3.599999905,69,,160_3,sh_length_mm,10
160,35.73670463,-119.6162708,KRN,5A,5A-3,8/27/2020 18:24,GG,15x15cm,none,41605,Swamp Timothy,low,3.599999905,69,,160_4,sh_length_mm,7
160,35.73670463,-119.6162708,KRN,5A,5A-3,8/27/2020 18:24,GG,15x15cm,none,41605,Swamp Timothy,low,3.599999905,69,,160_5,sh_length_mm,8
161,35.7384702,-119.617155,KRN,5A,5A-3,8/31/2020 15:01,GG,5x5cm,none,41605,Swamp Timothy,high,5.300000191,32,,161_1,sh_length_mm,9
161,35.7384702,-119.617155,KRN,5A,5A-3,8/31/2020 15:01,GG,5x5cm,none,41605,Swamp Timothy,high,5.300000191,32,,161_2,sh_length_mm,11
161,35.7384702,-119.617155,KRN,5A,5A-3,8/31/2020 15:01,GG,5x5cm,none,41605,Swamp Timothy,high,5.300000191,32,,161_3,sh_length_mm,12
161,35.7384702,-119.617155,KRN,5A,5A-3,8/31/2020 15:01,GG,5x5cm,none,41605,Swamp Timothy,high,5.300000191,32,,161_4,sh_length_mm,13
161,35.7384702,-119.617155,KRN,5A,5A-3,8/31/2020 15:01,GG,5x5cm,none,41605,Swamp Timothy,high,5.300000191,32,,161_5,sh_length_mm,11
162,35.7383362,-119.617106,KRN,5A,5A-3,8/31/2020 15:06,GG,15x15cm,none,41605,Swamp Timothy,low,1.799999952,43,,162_1,sh_length_mm,9
162,35.7383362,-119.617106,KRN,5A,5A-3,8/31/2020 15:06,GG,15x15cm,none,41605,Swamp Timothy,low,1.799999952,43,,162_2,sh_length_mm,7
162,35.7383362,-119.617106,KRN,5A,5A-3,8/31/2020 15:06,GG,15x15cm,none,41605,Swamp Timothy,low,1.799999952,43,,162_3,sh_length_mm,9
162,35.7383362,-119.617106,KRN,5A,5A-3,8/31/2020 15:06,GG,15x15cm,none,41605,Swamp Timothy,low,1.799999952,43,,162_4,sh_length_mm,10
162,35.7383362,-119.617106,KRN,5A,5A-3,8/31/2020 15:06,GG,15x15cm,none,41605,Swamp Timothy,low,1.799999952,43,,162_5,sh_length_mm,9
163,35.74166194,-119.6074316,KRN,5B,5B-8,8/31/2020 15:17,GG,15x15cm,none,41605,Swamp Timothy,low,4.599999905,59,,163_1,sh_length_mm,12
163,35.74166194,-119.6074316,KRN,5B,5B-8,8/31/2020 15:17,GG,15x15cm,none,41605,Swamp Timothy,low,4.599999905,59,,163_2,sh_length_mm,11
163,35.74166194,-119.6074316,KRN,5B,5B-8,8/31/2020 15:17,GG,15x15cm,none,41605,Swamp Timothy,low,4.599999905,59,,163_3,sh_length_mm,11
163,35.74166194,-119.6074316,KRN,5B,5B-8,8/31/2020 15:17,GG,15x15cm,none,41605,Swamp Timothy,low,4.599999905,59,,163_4,sh_length_mm,12
163,35.74166194,-119.6074316,KRN,5B,5B-8,8/31/2020 15:17,GG,15x15cm,none,41605,Swamp Timothy,low,4.599999905,59,,163_5,sh_length_mm,20
164,35.7415834,-119.607459,KRN,5B,5B-8,8/31/2020 15:22,GG,5x5cm,none,41605,Swamp Timothy,medium,5.400000095,16,,164_1,sh_length_mm,23
164,35.7415834,-119.607459,KRN,5B,5B-8,8/31/2020 15:22,GG,5x5cm,none,41605,Swamp Timothy,medium,5.400000095,16,,164_2,sh_length_mm,22
164,35.7415834,-119.607459,KRN,5B,5B-8,8/31/2020 15:22,GG,5x5cm,none,41605,Swamp Timothy,medium,5.400000095,16,,164_3,sh_length_mm,17
164,35.7415834,-119.607459,KRN,5B,5B-8,8/31/2020 15:22,GG,5x5cm,none,41605,Swamp Timothy,medium,5.400000095,16,,164_4,sh_length_mm,9
164,35.7415834,-119.607459,KRN,5B,5B-8,8/31/2020 15:22,GG,5x5cm,none,41605,Swamp Timothy,medium,5.400000095,16,,164_5,sh_length_mm,8
165,35.91962735,-119.3910319,PIX,3A,,8/31/2020 15:41,MJ,5x5cm,none,41605,Swamp Timothy,high,11,39,,165_1,sh_length_mm,16
165,35.91962735,-119.3910319,PIX,3A,,8/31/2020 15:41,MJ,5x5cm,none,41605,Swamp Timothy,high,11,39,,165_2,sh_length_mm,9
165,35.91962735,-119.3910319,PIX,3A,,8/31/2020 15:41,MJ,5x5cm,none,41605,Swamp Timothy,high,11,39,,165_3,sh_length_mm,16
165,35.91962735,-119.3910319,PIX,3A,,8/31/2020 15:41,MJ,5x5cm,none,41605,Swamp Timothy,high,11,39,,165_4,sh_length_mm,17
166,35.74424985,-119.6060842,KRN,5B,5B-8,8/31/2020 15:29,GG,15x15cm,none,41605,Swamp Timothy,low,5.800000191,45,,166_1,sh_length_mm,14
166,35.74424985,-119.6060842,KRN,5B,5B-8,8/31/2020 15:29,GG,15x15cm,none,41605,Swamp Timothy,low,5.800000191,45,,166_2,sh_length_mm,12
166,35.74424985,-119.6060842,KRN,5B,5B-8,8/31/2020 15:29,GG,15x15cm,none,41605,Swamp Timothy,low,5.800000191,45,,166_3,sh_length_mm,11
166,35.74424985,-119.6060842,KRN,5B,5B-8,8/31/2020 15:29,GG,15x15cm,none,41605,Swamp Timothy,low,5.800000191,45,,166_4,sh_length_mm,13
166,35.74424985,-119.6060842,KRN,5B,5B-8,8/31/2020 15:29,GG,15x15cm,none,41605,Swamp Timothy,low,5.800000191,45,,166_5,sh_length_mm,8
167,35.91977525,-119.3910931,PIX,3A,,8/31/2020 15:45,MJ,5x5cm,none,41605,Swamp Timothy,high,7.5,30,,167_1,sh_length_mm,22
167,35.91977525,-119.3910931,PIX,3A,,8/31/2020 15:45,MJ,5x5cm,none,41605,Swamp Timothy,high,7.5,30,,167_2,sh_length_mm,13
167,35.91977525,-119.3910931,PIX,3A,,8/31/2020 15:45,MJ,5x5cm,none,41605,Swamp Timothy,high,7.5,30,,167_3,sh_length_mm,7
167,35.91977525,-119.3910931,PIX,3A,,8/31/2020 15:45,MJ,5x5cm,none,41605,Swamp Timothy,high,7.5,30,,167_4,sh_length_mm,25
168,35.74434405,-119.6060046,KRN,5B,5B-8,8/31/2020 15:48,GG,15x15cm,none,41605,Swamp Timothy,medium,5.599999905,98,,168_1,sh_length_mm,17
168,35.74434405,-119.6060046,KRN,5B,5B-8,8/31/2020 15:48,GG,15x15cm,none,41605,Swamp Timothy,medium,5.599999905,98,,168_2,sh_length_mm,5
168,35.74434405,-119.6060046,KRN,5B,5B-8,8/31/2020 15:48,GG,15x15cm,none,41605,Swamp Timothy,medium,5.599999905,98,,168_3,sh_length_mm,15
168,35.74434405,-119.6060046,KRN,5B,5B-8,8/31/2020 15:48,GG,15x15cm,none,41605,Swamp Timothy,medium,5.599999905,98,,168_4,sh_length_mm,15
168,35.74434405,-119.6060046,KRN,5B,5B-8,8/31/2020 15:48,GG,15x15cm,none,41605,Swamp Timothy,medium,5.599999905,98,,168_5,sh_length_mm,8
169,35.74402418,-119.6069165,KRN,5B,5B-8,8/31/2020 15:50,GG,5x5cm,none,41605,Swamp Timothy,high,15.30000019,28,Herbicide,169_1,sh_length_mm,9
169,35.74402418,-119.6069165,KRN,5B,5B-8,8/31/2020 15:50,GG,5x5cm,none,41605,Swamp Timothy,high,15.30000019,28,Herbicide,169_2,sh_length_mm,9
