GlobalID_CP,decimalLongitude,decimalLatitude,LIT,unitName,subunitName,recordedBy,eventDate,plotStatus,eventRemarks,taxonID,vernacularName,stratum,proportionVisibleArea
305,-119.6068593,35.74619473,KRN,5B,5B-6,GG,9/1/2020 16:39,Complete,,NA,Other cover,NA,0.9
308,-119.611462,35.74713562,KRN,6A,6A-2,GG,9/1/2020 18:30,Complete,,41605,Swamp Timothy,low,0.1
308,-119.611462,35.74713562,KRN,6A,6A-2,GG,9/1/2020 18:30,Complete,,NA,Other cover,NA,0.45
309,-119.605477,35.74750738,KRN,6A,6A-5,GG,9/1/2020 16:54,Complete,,41605,Swamp Timothy,low,0.1
309,-119.605477,35.74750738,KRN,6A,6A-5,GG,9/1/2020 16:54,Complete,,41605,Swamp Timothy,medium,0.2
309,-119.605477,35.74750738,KRN,6A,6A-5,GG,9/1/2020 16:54,Complete,,41605,Swamp Timothy,high,0.25
310,-119.6154023,35.74805769,KRN,6A,6A-1,GG,9/2/2020 15:17,Complete,,NA,Other cover,NA,0.15
310,-119.6154023,35.74805769,KRN,6A,6A-1,GG,9/2/2020 15:17,Complete,,41605,Swamp Timothy,high,0.4
310,-119.6154023,35.74805769,KRN,6A,6A-1,GG,9/2/2020 15:17,Complete,,41605,Swamp Timothy,low,0.6
313,-119.6038094,35.7477306,KRN,6A,6A-5,GG,9/1/2020 17:01,Complete,,41605,Swamp Timothy,medium,0.25
313,-119.6038094,35.7477306,KRN,6A,6A-5,GG,9/1/2020 17:01,Complete,,41605,Swamp Timothy,high,0.3
313,-119.6038094,35.7477306,KRN,6A,6A-5,GG,9/1/2020 17:01,Complete,,41605,Swamp Timothy,low,0.3
322,-119.61434,35.7496498,KRN,6A,6A-1,GG,9/2/2020 15:23,Complete,,41605,Swamp Timothy,low,0.5
322,-119.61434,35.7496498,KRN,6A,6A-1,GG,9/2/2020 15:23,Complete,,41605,Swamp Timothy,medium,0.5
323,-119.6017531,35.74929449,KRN,6A,6A-5,GG,9/1/2020 17:13,Complete,,41605,Swamp Timothy,medium,0.35
323,-119.6017531,35.74929449,KRN,6A,6A-5,GG,9/1/2020 17:13,Complete,,NA,Other cover,NA,0.5
323,-119.6017531,35.74929449,KRN,6A,6A-5,GG,9/1/2020 17:13,Complete,,41605,Swamp Timothy,low,0.65
327,-119.6010447,35.7503558,KRN,6A,6A-4,GG,9/1/2020 17:28,Complete,,41605,Swamp Timothy,low,0.2
327,-119.6010447,35.7503558,KRN,6A,6A-4,GG,9/1/2020 17:28,Complete,,41605,Swamp Timothy,high,0.3
327,-119.6010447,35.7503558,KRN,6A,6A-4,GG,9/1/2020 17:28,Complete,,NA,Other cover,NA,0.6
329,-119.6043341,35.75098948,KRN,6A,6A-4,GG,9/1/2020 17:51,Complete,,41605,Swamp Timothy,high,0.15
329,-119.6043341,35.75098948,KRN,6A,6A-4,GG,9/1/2020 17:51,Complete,,41605,Swamp Timothy,low,0.25
330,-119.6030091,35.75095203,KRN,6A,6A-4,GG,9/1/2020 17:36,Complete,,41605,Swamp Timothy,high,0.3
330,-119.6030091,35.75095203,KRN,6A,6A-4,GG,9/1/2020 17:36,Complete,,41605,Swamp Timothy,low,0.35
330,-119.6030091,35.75095203,KRN,6A,6A-4,GG,9/1/2020 17:36,Complete,,41605,Swamp Timothy,medium,0.35
330,-119.6030091,35.75095203,KRN,6A,6A-4,GG,9/1/2020 17:36,Complete,,NA,Other cover,NA,0.35
331,-119.6126036,35.75149323,KRN,6A,6A-1,GG,9/2/2020 15:32,Complete,,41605,Swamp Timothy,medium,0.2
331,-119.6126036,35.75149323,KRN,6A,6A-1,GG,9/2/2020 15:32,Complete,,41605,Swamp Timothy,low,0.45
337,-119.6092453,35.75247986,KRN,6A,6A-2,GG,9/1/2020 18:04,Complete,,NA,Other cover,NA,0.05
337,-119.6092453,35.75247986,KRN,6A,6A-2,GG,9/1/2020 18:04,Complete,,41605,Swamp Timothy,low,0.25
337,-119.6092453,35.75247986,KRN,6A,6A-2,GG,9/1/2020 18:04,Complete,,41605,Swamp Timothy,high,0.75
381,-120.5121864,41.48025269,MDC,Grandma Tract 10,,JS ,8/24/2020 22:33,NotFood,,NA,Other cover,NA,0.95
383,-120.5139112,41.4820938,MDC,Grandma Tract 10,,JS ,8/24/2020 19:16,Complete,,502210,Watergrass,low,0.95
385,-120.5115281,41.48201338,MDC,Grandma Tract 10,,JS ,8/24/2020 22:48,NotFood,,NA,Other cover,NA,0.05
389,-120.52121,41.48556531,MDC,Grandma Tract 2,,JS ,8/25/2020 18:37,Complete,,502210,Watergrass,low,0.05
393,-120.5224419,41.48365635,MDC,Grandma Tract 2,,JS ,8/25/2020 17:49,Complete,100% smartweed ,502210,Watergrass,high,1
396,-120.5192011,41.48555069,MDC,Grandma Tract 3,,JS ,9/1/2020 17:23,Complete,Planted ,NA,Other cover,NA,0.4
396,-120.5192011,41.48555069,MDC,Grandma Tract 3,,JS ,9/1/2020 17:23,Complete,Planted ,502210,Watergrass,high,1
399,-120.5188674,41.48356287,MDC,Grandma Tract 3,,JS ,9/1/2020 16:38,Complete,,NA,Other cover,NA,0.5
399,-120.5188674,41.48356287,MDC,Grandma Tract 3,,JS ,9/1/2020 16:38,Complete,,502210,Watergrass,high,0.95
401,-120.514781,41.4839587,MDC,Grandma Tract 4,,JS ,8/25/2020 14:58,NotFood,,NA,Other cover,NA,0.5
402,-120.517389,41.48386634,MDC,Grandma Tract 4,,JS ,8/25/2020 15:37,Complete,40% smartweed,502210,Watergrass,low,0.3
403,-120.5153689,41.48609811,MDC,Grandma Tract 4,,JS ,8/25/2020 16:40,Complete,100% of plot planted in water grass ,NA,Other cover,NA,0.6
403,-120.5153689,41.48609811,MDC,Grandma Tract 4,,JS ,8/25/2020 16:40,Complete,100% of plot planted in water grass ,502210,Watergrass,low,1
404,-120.5156555,41.48484248,MDC,Grandma Tract 4,,JS ,8/25/2020 17:08,Complete,90% smartweed ,NA,Other cover,NA,0.4
404,-120.5156555,41.48484248,MDC,Grandma Tract 4,,JS ,8/25/2020 17:08,Complete,90% smartweed ,502210,Watergrass,high,0.95
405,-120.516835,41.4853653,MDC,Grandma Tract 4,,JS ,8/25/2020 15:52,Complete,60% of plot planted in watergrass,41605,Swamp Timothy,low,0.6
405,-120.516835,41.4853653,MDC,Grandma Tract 4,,JS ,8/25/2020 15:52,Complete,60% of plot planted in watergrass,NA,Other cover,NA,0.8
405,-120.516835,41.4853653,MDC,Grandma Tract 4,,JS ,8/25/2020 15:52,Complete,60% of plot planted in watergrass,502210,Watergrass,low,0.85
406,-120.5168298,41.48607198,MDC,Grandma Tract 4,,JS ,8/25/2020 16:04,Complete,80% smartweed 40% of plot planted in watergrass,502210,Watergrass,low,0.85
407,-120.5156679,41.48392616,MDC,Grandma Tract 4,,JS ,8/25/2020 15:17,Complete,100% smartweed ,502210,Watergrass,low,1
408,-120.5246265,41.48175111,MDC,Grandma Tract 7,,JS,9/15/2020 7:00,NotFood,"All rye, no plant species of interest",NA,Other cover,NA,0.4
414,-120.5238054,41.48315961,MDC,Grandma Tract 7,,JS,9/15/2020 7:00,NotFood,"All rye, no plant species of interest",NA,Other cover,NA,0.75
416,-120.5204497,41.48193045,MDC,Grandma Tract 8,,JS ,8/25/2020 0:16,Complete,,502210,Watergrass,medium,0.1
416,-120.5204497,41.48193045,MDC,Grandma Tract 8,,JS ,8/25/2020 0:16,Complete,,502210,Watergrass,low,0.5
416,-120.5204497,41.48193045,MDC,Grandma Tract 8,,JS ,8/25/2020 0:16,Complete,,NA,Other cover,NA,0.6
417,-120.5202979,41.48131825,MDC,Grandma Tract 8,,JS ,8/24/2020 23:59,Complete,,502210,Watergrass,low,0.2
417,-120.5202979,41.48131825,MDC,Grandma Tract 8,,JS ,8/24/2020 23:59,Complete,,502210,Watergrass,medium,0.3
420,-120.5198173,41.48070695,MDC,Grandma Tract 8,,JS ,8/24/2020 23:49,NotFood,Cattails,NA,Other cover,NA,0.95
421,-120.5198228,41.48337833,MDC,Grandma Tract 8,,JS ,8/24/2020 23:01,NotFood,,NA,Other cover,NA,0.35
423,-120.5171592,41.48111481,MDC,Grandma Tract 9,,JS ,9/1/2020 15:46,Complete,,502210,Watergrass,low,1
427,-120.5163778,41.48075507,MDC,Grandma Tract 9,,JS ,9/1/2020 15:58,Complete,40% smartweed ,502210,Watergrass,low,0.4
427,-120.5163778,41.48075507,MDC,Grandma Tract 9,,JS ,9/1/2020 15:58,Complete,40% smartweed ,NA,Other cover,NA,0.5
433,-120.534423,41.45970334,MDC,Gadwall,,JS,8/20/2020 19:59,NotFood,Grassy uplands ,NA,Other cover,NA,0.4
435,-120.5352133,41.45839063,MDC,Gadwall,,JS,8/20/2020 19:36,NotFood,Grassy uplands,NA,Other cover,NA,0.5
436,-120.5342343,41.45782149,MDC,Gadwall,,JS,8/20/2020 18:58,Complete,Lots of smartweed some sagittaria,502210,Watergrass,low,0.01
436,-120.5342343,41.45782149,MDC,Gadwall,,JS,8/20/2020 18:58,Complete,Lots of smartweed some sagittaria,41605,Swamp Timothy,low,0.6
437,-120.5365084,41.45880358,MDC,Gadwall,,JS,8/20/2020 20:18,Complete,20% also smartweed,41605,Swamp Timothy,high,0.2
437,-120.5365084,41.45880358,MDC,Gadwall,,JS,8/20/2020 20:18,Complete,20% also smartweed,41605,Swamp Timothy,low,0.2
440,-120.5347286,41.45709145,MDC,Gadwall,,JS,8/20/2020 19:23,Complete,100% covered in smartweed,502210,Watergrass,low,1
442,-120.5325728,41.45798121,MDC,Gadwall,,JS,8/20/2020 18:52,NotFood,Grassy uplands,NA,Other cover,NA,0.5
444,-120.5365517,41.45619758,MDC,J Pond,,JS ,8/26/2020 20:07,Complete,,502210,Watergrass,medium,0.2
444,-120.5365517,41.45619758,MDC,J Pond,,JS ,8/26/2020 20:07,Complete,,NA,Other cover,NA,0.75
444,-120.5365517,41.45619758,MDC,J Pond,,JS ,8/26/2020 20:07,Complete,,41605,Swamp Timothy,high,0.85
445,-120.537205,41.45216376,MDC,J Pond,,JS ,8/26/2020 21:35,Complete,60% smartweed 100% bidens ,41605,Swamp Timothy,high,0.3
445,-120.537205,41.45216376,MDC,J Pond,,JS ,8/26/2020 21:35,Complete,60% smartweed 100% bidens ,NA,Other cover,NA,0.3
445,-120.537205,41.45216376,MDC,J Pond,,JS ,8/26/2020 21:35,Complete,60% smartweed 100% bidens ,502210,Watergrass,medium,0.6
448,-120.5357502,41.45177884,MDC,J Pond,,JS ,8/26/2020 21:44,Skipped,Tulles,NA,Other cover,NA,0.4
451,-120.5380518,41.4553367,MDC,J Pond,,JS ,8/26/2020 20:35,Complete,25% smartweed and sagittaria.  75% cattails,41605,Swamp Timothy,medium,0.25
451,-120.5380518,41.4553367,MDC,J Pond,,JS ,8/26/2020 20:35,Complete,25% smartweed and sagittaria.  75% cattails,502210,Watergrass,medium,0.25
452,-120.5368154,41.45307083,MDC,J Pond,,JS ,8/26/2020 21:13,Complete,100% smartweed ,41605,Swamp Timothy,high,1
453,-120.535559,41.45246202,MDC,J Pond,,JS ,8/26/2020 21:59,Complete,20% bidens 40% sagittaria ,41605,Swamp Timothy,medium,0.1
457,-120.5323002,41.45100498,MDC,House Field,,JS ,8/27/2020 16:44,Complete,100% sagittaria ,502210,Watergrass,low,1
458,-120.5302517,41.45250361,MDC,House Field,,JS ,8/27/2020 19:00,NotFood,Hayed ,NA,Other cover,NA,0.2
459,-120.533596,41.44976299,MDC,House Field,,JS ,8/27/2020 18:57,NotFood,Hayed,NA,Other cover,NA,0.55
460,-120.5329217,41.45422693,MDC,House Field,,JS ,8/26/2020 22:25,NotFood,Hayed,NA,Other cover,NA,0.6
461,-120.5327997,41.44994154,MDC,House Field,,JS ,8/27/2020 18:22,NotFood,,NA,Other cover,NA,0.5
462,-120.530933,41.4514049,MDC,House Field,,JS ,8/27/2020 16:52,NotFood,30% smartweed ,NA,Other cover,NA,0.2
464,-120.5300826,41.45178473,MDC,House Field,,JS ,8/27/2020 18:59,NotFood,Hayed ,NA,Other cover,NA,0.2
465,-120.5314492,41.45478675,MDC,House Field,,JS ,8/26/2020 22:25,NotFood,,NA,Other cover,NA,0.2
470,-120.5310278,41.44715562,MDC,Matney 3,,JS ,8/27/2020 17:46,Complete,,41605,Swamp Timothy,high,1
470,-120.5310278,41.44715562,MDC,Matney 3,,JS ,8/27/2020 17:46,Complete,,NA,Other cover,NA,1
471,-120.5317551,41.44856249,MDC,Matney 3,,JS ,8/27/2020 17:29,Complete,,41605,Swamp Timothy,high,1
475,-120.5267521,41.44698057,MDC,Matney 4 North,,JS ,8/27/2020 15:37,Complete,Mostly weeds foxtail & wormwood ,41605,Swamp Timothy,low,0.05
479,-120.5281743,41.44013927,MDC,Matney 8,,JS ,9/3/2020 16:15,Complete,,41605,Swamp Timothy,medium,0.1
479,-120.5281743,41.44013927,MDC,Matney 8,,JS ,9/3/2020 16:15,Complete,,NA,Other cover,NA,0.55
479,-120.5281743,41.44013927,MDC,Matney 8,,JS ,9/3/2020 16:15,Complete,,502210,Watergrass,medium,0.65
481,-120.5285215,41.44169039,MDC,Matney 8,,JS ,9/2/2020 18:33,Complete,Lots of wormwood ,502210,Watergrass,high,1
482,-120.5279809,41.44242171,MDC,Matney 8,,JS ,9/2/2020 18:11,Complete,,502210,Watergrass,high,0.9
485,-120.536828,41.42265157,MDC,South Dam Pond,,JS ,9/3/2020 17:58,NotFood,,NA,Other cover,NA,0.95
487,-120.5362472,41.42321038,MDC,South Dam Pond,,JS ,9/3/2020 18:18,Complete,,41605,Swamp Timothy,medium,0.5
490,-120.5313963,41.44542945,MDC,Matney 6,,JS ,9/1/2020 18:32,Complete,40% smartweed ,NA,Other cover,NA,0.2
490,-120.5313963,41.44542945,MDC,Matney 6,,JS ,9/1/2020 18:32,Complete,40% smartweed ,502210,Watergrass,low,0.4
490,-120.5313963,41.44542945,MDC,Matney 6,,JS ,9/1/2020 18:32,Complete,40% smartweed ,41605,Swamp Timothy,high,0.6
495,-120.5286531,41.44373206,MDC,Matney 4 South,,JS ,9/2/2020 17:16,Complete,,41605,Swamp Timothy,high,1
495,-120.5286531,41.44373206,MDC,Matney 4 South,,JS ,9/2/2020 17:16,Complete,,502210,Watergrass,high,1
496,-120.5273723,41.44419137,MDC,Matney 4 South,,JS ,9/2/2020 16:44,Complete,,502210,Watergrass,medium,0.4
496,-120.5273723,41.44419137,MDC,Matney 4 South,,JS ,9/2/2020 16:44,Complete,,41605,Swamp Timothy,high,0.6
498,-120.5272229,41.44487218,MDC,Matney 4 South,,JS ,9/2/2020 16:28,Complete,,502210,Watergrass,low,0.3
498,-120.5272229,41.44487218,MDC,Matney 4 South,,JS ,9/2/2020 16:28,Complete,,41605,Swamp Timothy,high,0.7
509,-120.5219453,41.47416685,MDC,Flournoy Pond,,JS ,8/24/2020 17:57,NotFood,Sagebrush uplands ,NA,Other cover,NA,0.3
513,-120.5207923,41.47484814,MDC,Flournoy Pond,,JS ,8/24/2020 18:21,Complete,50% smartweed ,41605,Swamp Timothy,high,0.05
513,-120.5207923,41.47484814,MDC,Flournoy Pond,,JS ,8/24/2020 18:21,Complete,50% smartweed ,41605,Swamp Timothy,low,0.4
516,-120.5280424,41.47102878,MDC,Duck Ponds,,JS ,8/24/2020 15:33,Complete,20% smartweed no other food species,NA,Other cover,NA,0.15
518,-120.5238439,41.47009104,MDC,Duck Ponds,,JS ,8/24/2020 16:23,Complete,70% smartweed ,41605,Swamp Timothy,high,0.1
518,-120.5238439,41.47009104,MDC,Duck Ponds,,JS ,8/24/2020 16:23,Complete,70% smartweed ,41605,Swamp Timothy,medium,0.2
519,-120.5269484,41.47201956,MDC,Duck Ponds,,JS ,8/24/2020 15:43,NotFood,Grassy uplands ,NA,Other cover,NA,0.05
520,-120.5281938,41.46752278,MDC,Duck Ponds,,JS,8/24/2020 14:52,NotFood,Sagebrush uplands ,NA,Other cover,NA,0.25
521,-120.5294081,41.46789731,MDC,Duck Ponds,,JS ,8/24/2020 14:52,NotFood,Sagebrush uplands ,NA,Other cover,NA,0.25
524,-120.5206695,41.47123456,MDC,Duck Ponds,,JS ,8/24/2020 16:49,Complete,90% smartweed ,41605,Swamp Timothy,high,0.25
524,-120.5206695,41.47123456,MDC,Duck Ponds,,JS ,8/24/2020 16:49,Complete,90% smartweed ,41605,Swamp Timothy,medium,0.3
528,-120.5226896,41.4534619,MDC,Upper Goose Pond,,JS,8/20/2020 18:06,Complete,,NA,Other cover,NA,0.3
528,-120.5226896,41.4534619,MDC,Upper Goose Pond,,JS,8/20/2020 18:06,Complete,,41605,Swamp Timothy,low,1
530,-120.5236626,41.45093786,MDC,Upper Goose Pond,,JS,8/20/2020 17:16,Complete,50% of field is smartweed,41605,Swamp Timothy,high,0.1
530,-120.5236626,41.45093786,MDC,Upper Goose Pond,,JS,8/20/2020 17:16,Complete,50% of field is smartweed,41605,Swamp Timothy,medium,0.4
530,-120.5236626,41.45093786,MDC,Upper Goose Pond,,JS,8/20/2020 17:16,Complete,50% of field is smartweed,NA,Other cover,NA,1
531,-120.5218328,41.45091156,MDC,Upper Goose Pond,,JS,8/20/2020 17:10,NotFood,,NA,Other cover,NA,1
532,-120.5234332,41.4537318,MDC,Upper Goose Pond,,JS,8/20/2020 18:20,Complete,Lots of smartweed also present ,41605,Swamp Timothy,low,0.1
532,-120.5234332,41.4537318,MDC,Upper Goose Pond,,JS,8/20/2020 18:20,Complete,Lots of smartweed also present ,41605,Swamp Timothy,high,0.9
532,-120.5234332,41.4537318,MDC,Upper Goose Pond,,JS,8/20/2020 18:20,Complete,Lots of smartweed also present ,NA,Other cover,NA,1
533,-120.5215537,41.4550193,MDC,Upper Goose Pond,,JS,8/20/2020 14:51,NotFood,,NA,Other cover,NA,1
534,-120.5196527,41.4550153,MDC,Upper Goose Pond,,JS,8/20/2020 15:01,Complete,,41605,Swamp Timothy,low,0.25
534,-120.5196527,41.4550153,MDC,Upper Goose Pond,,JS,8/20/2020 15:01,Complete,,NA,Other cover,NA,0.95
535,-120.5235346,41.45238511,MDC,Upper Goose Pond,,JS,8/20/2020 17:54,Complete,,41605,Swamp Timothy,high,0.35
535,-120.5235346,41.45238511,MDC,Upper Goose Pond,,JS,8/20/2020 17:54,Complete,,41605,Swamp Timothy,low,0.35
535,-120.5235346,41.45238511,MDC,Upper Goose Pond,,JS,8/20/2020 17:54,Complete,,NA,Other cover,NA,1
536,-120.5225542,41.45074042,MDC,Upper Goose Pond,,JS,8/20/2020 17:12,NotFood,,NA,Other cover,NA,1
537,-120.5214397,41.45246506,MDC,Upper Goose Pond,,JS,8/20/2020 17:04,Skipped,Plot is in a ditch filled with water along unit’s edge.,NA,Other cover,NA,1
538,-120.5247513,41.45173539,MDC,Upper Goose Pond,,JS,8/20/2020 17:35,Complete,Sagittaria and smartweed also present,41605,Swamp Timothy,high,0.4
538,-120.5247513,41.45173539,MDC,Upper Goose Pond,,JS,8/20/2020 17:35,Complete,Sagittaria and smartweed also present,41605,Swamp Timothy,low,0.6
540,-120.5223745,41.48511446,MDC,Grandma Tract 2,,JS ,8/25/2020 18:27,Complete,50% smartweed ,502210,Watergrass,low,0.6
541,-120.5210566,41.48433369,MDC,Grandma Tract 2,,JS ,8/25/2020 18:51,Complete,100% of plot planted in water grass ,41605,Swamp Timothy,high,1
541,-120.5210566,41.48433369,MDC,Grandma Tract 2,,JS ,8/25/2020 18:51,Complete,100% of plot planted in water grass ,502210,Watergrass,high,1
542,-120.5220761,41.48437103,MDC,Grandma Tract 2,,JS ,8/25/2020 18:04,Complete,,41605,Swamp Timothy,high,0.7
542,-120.5220761,41.48437103,MDC,Grandma Tract 2,,JS ,8/25/2020 18:04,Complete,,502210,Watergrass,medium,0.7
542,-120.5220761,41.48437103,MDC,Grandma Tract 2,,JS ,8/25/2020 18:04,Complete,,NA,Other cover,NA,1
548,-120.5199951,41.48486354,MDC,Grandma Tract 3,,JS ,9/1/2020 17:10,Complete,Planted ,502210,Watergrass,high,1
548,-120.5199951,41.48486354,MDC,Grandma Tract 3,,JS ,9/1/2020 17:10,Complete,Planted ,NA,Other cover,NA,1
549,-120.5189523,41.48436506,MDC,Grandma Tract 3,,JS ,9/1/2020 17:36,Complete,Planted ,502210,Watergrass,high,1
549,-120.5189523,41.48436506,MDC,Grandma Tract 3,,JS ,9/1/2020 17:36,Complete,Planted ,NA,Other cover,NA,1
550,-120.5200074,41.48400398,MDC,Grandma Tract 3,,JS ,9/1/2020 16:52,Complete,Planted ,502210,Watergrass,high,1
550,-120.5200074,41.48400398,MDC,Grandma Tract 3,,JS ,9/1/2020 16:52,Complete,Planted ,NA,Other cover,NA,1
552,-120.5167309,41.4869273,MDC,Grandma Tract 4,,JS ,8/25/2020 16:18,Complete,85% smartweed ,502210,Watergrass,low,0.85
552,-120.5167309,41.4869273,MDC,Grandma Tract 4,,JS ,8/25/2020 16:18,Complete,85% smartweed ,NA,Other cover,NA,1
554,-120.5153319,41.48666675,MDC,Grandma Tract 4,,JS ,8/25/2020 16:31,Complete,40% smartweed ,502210,Watergrass,medium,0.1
554,-120.5153319,41.48666675,MDC,Grandma Tract 4,,JS ,8/25/2020 16:31,Complete,40% smartweed ,502210,Watergrass,low,0.6
554,-120.5153319,41.48666675,MDC,Grandma Tract 4,,JS ,8/25/2020 16:31,Complete,40% smartweed ,NA,Other cover,NA,1
555,-120.5149924,41.48540038,MDC,Grandma Tract 4,,JS ,8/25/2020 16:54,Complete,,502210,Watergrass,medium,0.05
555,-120.5149924,41.48540038,MDC,Grandma Tract 4,,JS ,8/25/2020 16:54,Complete,,NA,Other cover,NA,1
556,-120.5173403,41.48273343,MDC,Grandma Tract 9,,JS ,9/1/2020 15:11,Complete,80% smartweed ,502210,Watergrass,medium,0.8
556,-120.5173403,41.48273343,MDC,Grandma Tract 9,,JS ,9/1/2020 15:11,Complete,80% smartweed ,NA,Other cover,NA,1
557,-120.5163668,41.48309625,MDC,Grandma Tract 9,,JS ,9/1/2020 14:55,NotFood,Spike rush and foxtail,NA,Other cover,NA,1
558,-120.5165238,41.48219375,MDC,Grandma Tract 9,,JS ,9/1/2020 15:28,Complete,,502210,Watergrass,low,0.45
558,-120.5165238,41.48219375,MDC,Grandma Tract 9,,JS ,9/1/2020 15:28,Complete,,NA,Other cover,NA,1
559,-120.5149347,41.48263539,MDC,Grandma Tract 9,,JS ,9/1/2020 16:11,NotFood,Spikerush ,NA,Other cover,NA,1
560,-120.5151023,41.48145674,MDC,Grandma Tract 9,,JS ,9/1/2020 16:03,NotFood,,NA,Other cover,NA,1
562,-120.5198992,41.48255835,MDC,Grandma Tract 8,,JS ,8/25/2020 0:45,Complete,40% smartweed ,502210,Watergrass,low,0.3
562,-120.5198992,41.48255835,MDC,Grandma Tract 8,,JS ,8/25/2020 0:45,Complete,40% smartweed ,NA,Other cover,NA,1
563,-120.5192283,41.48301985,MDC,Grandma Tract 8,,JS ,8/25/2020 0:53,Complete,,502210,Watergrass,low,0.5
563,-120.5192283,41.48301985,MDC,Grandma Tract 8,,JS ,8/25/2020 0:53,Complete,,NA,Other cover,NA,1
564,-120.5187645,41.48179687,MDC,Grandma Tract 8,,JS ,8/24/2020 23:21,Complete,80% smartweed ,502210,Watergrass,low,0.4
564,-120.5187645,41.48179687,MDC,Grandma Tract 8,,JS ,8/24/2020 23:21,Complete,80% smartweed ,NA,Other cover,NA,1
565,-120.5188878,41.48017199,MDC,Grandma Tract 8,,JS ,8/24/2020 23:34,NotFood,,NA,Other cover,NA,1
566,-120.5176363,41.48032922,MDC,Grandma Tract 8,,JS ,8/24/2020 23:29,NotFood,,NA,Other cover,NA,1
567,-120.5188765,41.48100087,MDC,Grandma Tract 8,,JS ,8/24/2020 23:45,Complete,60% smartweed ,502210,Watergrass,medium,0.1
567,-120.5188765,41.48100087,MDC,Grandma Tract 8,,JS ,8/24/2020 23:45,Complete,60% smartweed ,502210,Watergrass,low,0.8
567,-120.5188765,41.48100087,MDC,Grandma Tract 8,,JS ,8/24/2020 23:45,Complete,60% smartweed ,NA,Other cover,NA,1
568,-120.517997,41.4810433,MDC,Grandma Tract 8,,JS ,8/24/2020 23:27,NotFood,,NA,Other cover,NA,1
569,-120.525111,41.48081283,MDC,Grandma Tract 7,,JS,9/15/2020 7:00,NotFood,"All rye, no plant species of interest",NA,Other cover,NA,1
574,-120.5097882,41.4831996,MDC,Grandma Tract 11,,JS,9/15/2020 7:00,NotFood,"Not moist soil managed this year, no desirable plants",NA,Other cover,NA,1
578,-120.5094002,41.48266915,MDC,Grandma Tract 11,,JS,9/15/2020 7:00,NotFood,"Not moist soil managed this year, no desirable plants",NA,Other cover,NA,1
579,-120.5103235,41.48255096,MDC,Grandma Tract 11,,JS,9/15/2020 7:00,NotFood,"Not moist soil managed this year, no desirable plants",NA,Other cover,NA,0.7
580,-120.5099679,41.48063935,MDC,Grandma Tract 10,,JS ,8/24/2020 22:37,NotFood,,NA,Other cover,NA,1
581,-120.5104938,41.48023618,MDC,Grandma Tract 10,,JS ,8/24/2020 22:35,NotFood,,NA,Other cover,NA,1
582,-120.5110788,41.48095514,MDC,Grandma Tract 10,,JS ,8/24/2020 22:41,NotFood,,NA,Other cover,NA,1
583,-120.5138247,41.48122951,MDC,Grandma Tract 10,,JS ,8/24/2020 19:51,Complete,,502210,Watergrass,medium,0.8
583,-120.5138247,41.48122951,MDC,Grandma Tract 10,,JS ,8/24/2020 19:51,Complete,,NA,Other cover,NA,1
586,-120.5233523,41.47207587,MDC,Duck Ponds,,JS ,8/24/2020 15:55,Complete,60% smartweed,41605,Swamp Timothy,low,0.4
586,-120.5233523,41.47207587,MDC,Duck Ponds,,JS ,8/24/2020 15:55,Complete,60% smartweed,41605,Swamp Timothy,medium,0.4
586,-120.5233523,41.47207587,MDC,Duck Ponds,,JS ,8/24/2020 15:55,Complete,60% smartweed,NA,Other cover,NA,1
587,-120.5217573,41.46873075,MDC,Duck Ponds,,JS ,8/24/2020 17:24,Complete,100% smartweed ,41605,Swamp Timothy,medium,0.45
587,-120.5217573,41.46873075,MDC,Duck Ponds,,JS ,8/24/2020 17:24,Complete,100% smartweed ,NA,Other cover,NA,1
589,-120.5212048,41.45382582,MDC,Upper Goose Pond,,JS,8/20/2020 15:42,Complete,Fair amount of Biden’s ,41605,Swamp Timothy,high,0.45
589,-120.5212048,41.45382582,MDC,Upper Goose Pond,,JS,8/20/2020 15:42,Complete,Fair amount of Biden’s ,NA,Other cover,NA,1
590,-120.5340424,41.44826963,MDC,House Field,,JS ,8/27/2020 18:24,NotFood,,NA,Other cover,NA,1
591,-120.5306926,41.45050086,MDC,House Field,,,01/00/1900 00:00,NotFood,,NA,Other cover,NA,1
592,-120.5339577,41.45158432,MDC,House Field,,JS ,8/27/2020 18:58,NotFood,Hayed,NA,Other cover,NA,1
593,-120.537319,41.42477107,MDC,South Dam Pond,,JS ,9/3/2020 17:26,NotFood,,NA,Other cover,NA,1
594,-120.537323,41.42412627,MDC,South Dam Pond,,JS ,9/3/2020 17:36,Complete,Very low concentration of timothy.  100% smartweed ,41605,Swamp Timothy,low,1
594,-120.537323,41.42412627,MDC,South Dam Pond,,JS ,9/3/2020 17:36,Complete,Very low concentration of timothy.  100% smartweed ,NA,Other cover,NA,1
595,-120.5364465,41.4241075,MDC,South Dam Pond,,JS ,9/3/2020 18:41,NotFood,,NA,Other cover,NA,1
596,-120.5353643,41.42305557,MDC,South Dam Pond,,JS ,9/3/2020 18:03,NotFood,,NA,Other cover,NA,1
597,-120.5380415,41.42292867,MDC,South Dam Pond,,JS ,9/3/2020 17:49,Complete,100% smartweed ,NA,Other cover,NA,1
598,-120.5358076,41.42374066,MDC,South Dam Pond,,JS ,9/3/2020 18:37,Complete,,41605,Swamp Timothy,medium,0.05
