GlobalID,eventDate,recordedBy,decimalLatitude,decimalLongitude,LIT,unitName,subunitName,plotStatus,eventRemarks,taxonID,vernacularName,stratum,proportionVisibleArea
{009C2608-12D1-443B-BE17-1685E78ACE8C},7/28/2021 14:15,rebeca_becdach@fws.gov_fws,35.7337468,-119.6160087,KRN,5A,5A-6,Complete,,41605,Swamp Timothy,high,0.85
{011BE181-1EDA-4337-A0E6-6BC62E7E1FB4},7/27/2021 22:47,rebeca_becdach@fws.gov_fws,35.7370709,-119.6188521,KRN,5A,5A-3,Complete,,41605,Swamp Timothy,low,0.7
{0366410E-A95E-4AE3-ADCE-451541DD9E0A},7/29/2021 19:30,kathryn_heffernan@fws.gov_fws,35.91283956,-119.3887387,PIX,8A,,Complete,,41605,Swamp Timothy,medium,0.1
{0366410E-A95E-4AE3-ADCE-451541DD9E0A},7/29/2021 19:30,kathryn_heffernan@fws.gov_fws,35.91283956,-119.3887387,PIX,8A,,Complete,,41605,Swamp Timothy,low,0.2
{06E06219-182E-4D8D-90B8-497A83E1083B},7/29/2021 16:54,kathryn_heffernan@fws.gov_fws,35.90997012,-119.3832206,PIX,9B,,Complete,,41605,Swamp Timothy,low,0.45
{06E06219-182E-4D8D-90B8-497A83E1083B},7/29/2021 16:54,kathryn_heffernan@fws.gov_fws,35.90997012,-119.3832206,PIX,9B,,Complete,,41605,Swamp Timothy,medium,0.5
{07E59259-2018-4EDF-9497-783811B0572C},7/29/2021 18:19,kathryn_heffernan@fws.gov_fws,35.91063003,-119.3871779,PIX,8A,,Complete,,41605,Swamp Timothy,low,0.1
{0C91D960-048D-46BE-8579-53090C4758FA},8/2/2021 13:50,kathryn_heffernan@fws.gov_fws,35.91730859,-119.3845476,PIX,4,,Complete,,41605,Swamp Timothy,low,0.95
{0D0F0111-E70C-49DA-938F-5F21DE7FB2C2},7/29/2021 14:08,kathryn_heffernan@fws.gov_fws,35.74403462,-119.6069511,KRN,5B,5B-8,Complete,,41605,Swamp Timothy,low,0.1
{0D0F0111-E70C-49DA-938F-5F21DE7FB2C2},7/29/2021 14:08,kathryn_heffernan@fws.gov_fws,35.74403462,-119.6069511,KRN,5B,5B-8,Complete,,41605,Swamp Timothy,medium,0.3
{0D0F0111-E70C-49DA-938F-5F21DE7FB2C2},7/29/2021 14:08,kathryn_heffernan@fws.gov_fws,35.74403462,-119.6069511,KRN,5B,5B-8,Complete,,41605,Swamp Timothy,high,0.6
{12100DD8-A62B-4991-81B3-C4B28F850A33},7/27/2021 21:17,kathryn_heffernan@fws.gov_fws,35.72599034,-119.609375,KRN,4A,4A-7,Complete,,41605,Swamp Timothy,low,0.01
{12100DD8-A62B-4991-81B3-C4B28F850A33},7/27/2021 21:17,kathryn_heffernan@fws.gov_fws,35.72599034,-119.609375,KRN,4A,4A-7,Complete,,41605,Swamp Timothy,medium,0.2
{12100DD8-A62B-4991-81B3-C4B28F850A33},7/27/2021 21:17,kathryn_heffernan@fws.gov_fws,35.72599034,-119.609375,KRN,4A,4A-7,Complete,,41605,Swamp Timothy,high,0.75
{14627BC1-332F-49F0-B632-B5B1D772779A},7/28/2021 15:04,rebeca_becdach@fws.gov_fws,35.73876552,-119.621433,KRN,5A,5A-1,Complete,,41605,Swamp Timothy,low,0.5
{14627BC1-332F-49F0-B632-B5B1D772779A},7/28/2021 15:04,rebeca_becdach@fws.gov_fws,35.73876552,-119.621433,KRN,5A,5A-1,Complete,,41605,Swamp Timothy,medium,0.2
{1C72A462-8F28-4A3C-8CFE-43A6774CC438},7/29/2021 17:29,kathryn_heffernan@fws.gov_fws,35.90705078,-119.3850149,PIX,8B,0,Complete,Most of swamp Timothy covered in dried mud so counted it as no food ,41605,Swamp Timothy,low,0.3
{1CC50E2F-17EE-4654-BF60-52C3CCD82278},8/2/2021 18:01,rebeca_becdach@fws.gov_fws,35.91800794,-119.3988051,PIX,2,,Complete,,41605,Swamp Timothy,low,0.8
{1DCBF646-1E0B-4022-A7A0-E601DC9399D6},7/28/2021 15:33,kathryn_heffernan@fws.gov_fws,35.72726637,-119.6162831,KRN,4A,4A-4,Complete,,41605,Swamp Timothy,high,0.8
{1F234739-C011-4636-A059-D2D7428AA4EF},8/4/2021 16:57,rebeca_becdach@fws.gov_fws,35.73359792,-119.6203253,KRN,5A,5A-4,Complete,,41605,Swamp Timothy,low,0.7
{1F234739-C011-4636-A059-D2D7428AA4EF},8/4/2021 16:57,rebeca_becdach@fws.gov_fws,35.73359792,-119.6203253,KRN,5A,5A-4,Complete,,41605,Swamp Timothy,medium,0.01
{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},7/27/2021 17:55,therese_burns@fws.gov_fws,35.720162,-119.6136003,KRN,4B,4B-4,Complete,,41605,Swamp Timothy,low,0.05
{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},7/27/2021 17:55,therese_burns@fws.gov_fws,35.720162,-119.6136003,KRN,4B,4B-4,Complete,,41605,Swamp Timothy,high,0.7
{236E1BD6-2DD4-48B2-8006-4C0A83FFC4C1},7/27/2021 17:55,therese_burns@fws.gov_fws,35.720162,-119.6136003,KRN,4B,4B-4,Complete,,41605,Swamp Timothy,medium,0.2
{238D948C-A50B-49D1-8896-76D330FD2E75},7/29/2021 21:38,rebeca_becdach@fws.gov_fws,35.9148881,-119.4029343,PIX,1,,Complete,,41605,Swamp Timothy,low,0.05
{23FABEE9-0F9B-44E0-BAA3-1DD59676F2E1},7/29/2021 19:44,kathryn_heffernan@fws.gov_fws,35.9121488,-119.4017293,PIX,6,,Complete,,41605,Swamp Timothy,low,0.95
{23FC7807-DD87-4E5D-8B83-B26FDE90551A},7/27/2021 15:07,therese_burns@fws.gov_fws,35.72415625,-119.6114419,KRN,4B,4B-3,Complete,,41605,Swamp Timothy,low,0.05
{23FC7807-DD87-4E5D-8B83-B26FDE90551A},7/27/2021 15:07,therese_burns@fws.gov_fws,35.72415625,-119.6114419,KRN,4B,4B-3,Complete,,41605,Swamp Timothy,medium,0.35
{25B4277E-A13A-487C-ACCC-E7DF4C32AD13},7/29/2021 20:04,kathryn_heffernan@fws.gov_fws,35.91098933,-119.3991236,PIX,6,,Complete,,41605,Swamp Timothy,low,0.9
{2976EC13-4BA5-4D20-9FED-16AB104A5E9C},7/28/2021 16:57,rebeca_becdach@fws.gov_fws,35.74144709,-119.6206564,KRN,5B,5B-2,Complete,,41605,Swamp Timothy,low,0.25
{29BC8164-5903-4A20-9C67-6B2281BE3C25},8/4/2021 17:38,rebeca_becdach@fws.gov_fws,35.73573944,-119.6195716,KRN,5A,5A-4,Complete,,41605,Swamp Timothy,low,0.45
{29BC8164-5903-4A20-9C67-6B2281BE3C25},8/4/2021 17:38,rebeca_becdach@fws.gov_fws,35.73573944,-119.6195716,KRN,5A,5A-4,Complete,,41605,Swamp Timothy,medium,0.1
{29BC8164-5903-4A20-9C67-6B2281BE3C25},8/4/2021 17:38,rebeca_becdach@fws.gov_fws,35.73573944,-119.6195716,KRN,5A,5A-4,Complete,,41605,Swamp Timothy,low,0.55
{29BC8164-5903-4A20-9C67-6B2281BE3C25},8/4/2021 17:38,rebeca_becdach@fws.gov_fws,35.73573944,-119.6195716,KRN,5A,5A-4,Complete,,41605,Swamp Timothy,low,0.55
{2C2ADDB7-87A7-45E2-955F-849E9DEB6997},8/2/2021 16:33,rebeca_becdach@fws.gov_fws,35.91955782,-119.3964086,PIX,3A,,Complete,,41605,Swamp Timothy,medium,0.05
{2C2ADDB7-87A7-45E2-955F-849E9DEB6997},8/2/2021 16:33,rebeca_becdach@fws.gov_fws,35.91955782,-119.3964086,PIX,3A,,Complete,,41605,Swamp Timothy,low,0.95
{2C2ADDB7-87A7-45E2-955F-849E9DEB6997},8/2/2021 16:33,rebeca_becdach@fws.gov_fws,35.91955782,-119.3964086,PIX,3A,,Complete,,41605,Swamp Timothy,low,0.95
{2E4FF06F-249A-484D-AB88-8A8362A49D92},7/29/2021 20:40,kathryn_heffernan@fws.gov_fws,35.91396929,-119.3903488,PIX,3,,Complete,,41605,Swamp Timothy,low,1
{2EBFAEAE-B810-4346-B2F5-6834E54B89C0},7/28/2021 21:11,kathryn_heffernan@fws.gov_fws,35.75117651,-119.6109589,KRN,6A,6A-2,Complete,,41605,Swamp Timothy,low,0.9
{2F9B95AF-6C55-4A03-8829-B6F592CD8CAA},8/2/2021 17:20,kathryn_heffernan@fws.gov_fws,35.91807837,-119.3921557,PIX,3A,,Complete,,41605,Swamp Timothy,low,0.9
{2F9B95AF-6C55-4A03-8829-B6F592CD8CAA},8/2/2021 17:20,kathryn_heffernan@fws.gov_fws,35.91807837,-119.3921557,PIX,3A,,Complete,,41605,Swamp Timothy,medium,0.05
{30C6E9B5-E837-4E89-81E9-F2A52879C002},7/27/2021 19:33,kathryn_heffernan@fws.gov_fws,35.72031113,-119.6188981,KRN,4B,4B-2,Complete,Unit was mowed so alkali bulrush litter covering the ground making it hard to see,41605,Swamp Timothy,low,0.05
{30D32445-513D-40CF-9490-D1838EC216C9},7/27/2021 20:02,RC,35.72189398,-119.6175051,KRN,4B,4B-2,Complete,,41605,Swamp Timothy,medium,0.05
{3294F32E-CCA0-4ABD-98F2-302112180C14},7/28/2021 18:32,kathryn_heffernan@fws.gov_fws,35.7496498,-119.61434,KRN,6A,6A-1,Complete,,41605,Swamp Timothy,low,1
{34C89633-F343-4D9B-ACA8-672A7D2F590A},7/28/2021 19:40,kathryn_heffernan@fws.gov_fws,35.7477306,-119.6038094,KRN,6A,6A-5,Complete,,41605,Swamp Timothy,low,0.4
{34C89633-F343-4D9B-ACA8-672A7D2F590A},7/28/2021 19:40,kathryn_heffernan@fws.gov_fws,35.7477306,-119.6038094,KRN,6A,6A-5,Complete,,41605,Swamp Timothy,medium,0.1
{37083D91-B3AD-47DB-9DC7-897554AAA896},7/27/2021 23:00,Rne,35.73837439,-119.617139,KRN,5A,5A-3,Complete,,41605,Swamp Timothy,medium,0.1
{37083D91-B3AD-47DB-9DC7-897554AAA896},7/27/2021 23:00,Rne,35.73837439,-119.617139,KRN,5A,5A-3,Complete,,41605,Swamp Timothy,low,0.45
{3CBF0FCD-D58A-4A0B-9F29-0B957EF3E1A4},7/29/2021 13:27,kathryn_heffernan@fws.gov_fws,35.7503558,-119.6010447,KRN,6A,6A-4,Complete,,41605,Swamp Timothy,low,0.75
{41108219-84FC-41EA-9AD8-5513488A3064},8/4/2021 15:52,rebeca_becdach@fws.gov_fws,35.74904322,-119.6024271,KRN,6A,6A-5,Complete,,41605,Swamp Timothy,medium,0.1
{41108219-84FC-41EA-9AD8-5513488A3064},8/4/2021 15:52,rebeca_becdach@fws.gov_fws,35.74904322,-119.6024271,KRN,6A,6A-5,Complete,,41605,Swamp Timothy,low,0.5
{4466EFA4-E101-4BD1-83FC-D4577A14956A},7/28/2021 18:15,kathryn_heffernan@fws.gov_fws,35.75149323,-119.6126036,KRN,6A,6A-1,Complete,,41605,Swamp Timothy,low,0.3
{4466EFA4-E101-4BD1-83FC-D4577A14956A},7/28/2021 18:15,kathryn_heffernan@fws.gov_fws,35.75149323,-119.6126036,KRN,6A,6A-1,Complete,,41605,Swamp Timothy,medium,0.1
{473517B1-B202-4690-BE38-372DC156C788},7/27/2021 20:21,rebeca_becdach@fws.gov_fws,35.74046924,-119.6147291,KRN,5A,5A-5,Complete,,41605,Swamp Timothy,low,0.05
{473517B1-B202-4690-BE38-372DC156C788},7/27/2021 20:21,rebeca_becdach@fws.gov_fws,35.74046924,-119.6147291,KRN,5A,5A-5,Complete,,41605,Swamp Timothy,medium,0.5
{473517B1-B202-4690-BE38-372DC156C788},7/27/2021 20:21,rebeca_becdach@fws.gov_fws,35.74046924,-119.6147291,KRN,5A,5A-5,Complete,,41605,Swamp Timothy,high,0.1
{49BDBC49-E226-42F8-901D-5F98EAEDC6B8},7/28/2021 21:11,therese_burns@fws.gov_fws,35.75009646,-119.6110047,KRN,6A,6A-2,Complete,,41605,Swamp Timothy,low,0.6
{4A9B6772-8EC0-411A-AEF8-2DAA664731ED},8/2/2021 18:38,rebeca_becdach@fws.gov_fws,35.91832771,-119.4004522,PIX,2A,,Complete,,41605,Swamp Timothy,low,0.01
{4AD8536E-F9B6-4AD1-A172-F8823D3392DF},7/27/2021 19:33,Erika,35.7374244,-119.6122055,KRN,5A,5A-5,Complete,,41605,Swamp Timothy,medium,0.6
{4FA8C2A5-7B29-4621-8369-33120DE1BEDB},7/28/2021 18:17,rebeca_becdach@fws.gov_fws,35.74390518,-119.6215472,KRN,5B,5B-1,Complete,,41605,Swamp Timothy,low,0.4
{52B69568-C824-41FC-A7BD-D85EA62865F9},7/27/2021 19:12,Diana,35.7353016,-119.6136218,KRN,5A,5A-7,Complete,,41605,Swamp Timothy,low,0.95
{534B2C6B-DF62-4636-A3A2-949A833BAC60},7/28/2021 20:30,kathryn_heffernan@fws.gov_fws,35.74812223,-119.6081039,KRN,6A,6A-3,Complete,,41605,Swamp Timothy,low,0.1
{534B2C6B-DF62-4636-A3A2-949A833BAC60},7/28/2021 20:30,kathryn_heffernan@fws.gov_fws,35.74812223,-119.6081039,KRN,6A,6A-3,Complete,,41605,Swamp Timothy,medium,0.8
{534B2C6B-DF62-4636-A3A2-949A833BAC60},7/28/2021 20:30,kathryn_heffernan@fws.gov_fws,35.74812223,-119.6081039,KRN,6A,6A-3,Complete,,41605,Swamp Timothy,high,0.1
{5963B467-303E-4535-9042-895963CCFCFC},7/28/2021 17:24,kathryn_heffernan@fws.gov_fws,35.73162394,-119.6174248,KRN,4A,4A-3,Complete,,41605,Swamp Timothy,low,0.15
{5963B467-303E-4535-9042-895963CCFCFC},7/28/2021 17:24,kathryn_heffernan@fws.gov_fws,35.73162394,-119.6174248,KRN,4A,4A-3,Complete,,41605,Swamp Timothy,high,0.5
{5A1CB6EC-1772-409A-BDCF-CBEFF9D8CAFA},7/28/2021 19:28,rebeca_becdach@fws.gov_fws,35.7456462,-119.6161678,KRN,5B,5B-3,Complete,,41605,Swamp Timothy,low,0.05
{5A1CB6EC-1772-409A-BDCF-CBEFF9D8CAFA},7/28/2021 19:28,rebeca_becdach@fws.gov_fws,35.7456462,-119.6161678,KRN,5B,5B-3,Complete,,41605,Swamp Timothy,medium,0.8
{5F1E8B6B-3128-429F-AE6A-05FC963F5585},8/2/2021 15:52,kathryn_heffernan@fws.gov_fws,35.91985808,-119.3884193,PIX,4A,,Complete,,41605,Swamp Timothy,medium,0.05
{5F1E8B6B-3128-429F-AE6A-05FC963F5585},8/2/2021 15:52,kathryn_heffernan@fws.gov_fws,35.91985808,-119.3884193,PIX,4A,,Complete,,41605,Swamp Timothy,low,0.85
{6452A503-BC4B-4F99-A654-0B75B8D4446A},8/2/2021 15:05,kathryn_heffernan@fws.gov_fws,35.91438924,-119.3863421,PIX,4A,,Complete,,41605,Swamp Timothy,medium,0.2
{6452A503-BC4B-4F99-A654-0B75B8D4446A},8/2/2021 15:05,kathryn_heffernan@fws.gov_fws,35.91438924,-119.3863421,PIX,4A,,Complete,,41605,Swamp Timothy,low,0.75
{647F67F6-2B87-46CF-9354-62CC54CD7F4E},7/28/2021 17:13,kathryn_heffernan@fws.gov_fws,35.73105594,-119.6164542,KRN,4A,4A-3,Complete,,41605,Swamp Timothy,low,0.1
{647F67F6-2B87-46CF-9354-62CC54CD7F4E},7/28/2021 17:13,kathryn_heffernan@fws.gov_fws,35.73105594,-119.6164542,KRN,4A,4A-3,Complete,,41605,Swamp Timothy,high,0.6
{64F9128E-8B5C-4B49-8842-58DF2810B4D0},7/28/2021 14:41,Rne ,35.73605602,-119.6212161,KRN,5A,5A-1,Complete,,41605,Swamp Timothy,low,0.45
{66CD5A3F-BF06-45A1-A23C-F313DE39FB20},7/28/2021 16:15,Rne ,35.74201506,-119.6216272,KRN,5B,5B-2,Complete,,41605,Swamp Timothy,low,0.15
{66CD5A3F-BF06-45A1-A23C-F313DE39FB20},7/28/2021 16:15,Rne ,35.74201506,-119.6216272,KRN,5B,5B-2,Complete,,41605,Swamp Timothy,medium,0.1
{67E52E55-2931-4F6E-A996-623E49FF8583},8/2/2021 14:16,kathryn_heffernan@fws.gov_fws,35.91977809,-119.3857644,PIX,4,,Complete,,41605,Swamp Timothy,low,0.95
{68BAFB58-E6DE-4E59-9395-219D83651F3E},7/27/2021 22:10,kathryn_heffernan@fws.gov_fws,35.72462211,-119.6183842,KRN,4A,4A-5,Complete,,41605,Swamp Timothy,low,0.1
{68BAFB58-E6DE-4E59-9395-219D83651F3E},7/27/2021 22:10,kathryn_heffernan@fws.gov_fws,35.72462211,-119.6183842,KRN,4A,4A-5,Complete,,41605,Swamp Timothy,high,0.55
{68BAFB58-E6DE-4E59-9395-219D83651F3E},7/27/2021 22:10,kathryn_heffernan@fws.gov_fws,35.72462211,-119.6183842,KRN,4A,4A-5,Complete,,41605,Swamp Timothy,medium,0.05
{6A3328CF-753E-4085-9CE6-DD758BA5D308},7/29/2021 17:07,kathryn_heffernan@fws.gov_fws,35.90866043,-119.3846094,PIX,8B,,Complete,,41605,Swamp Timothy,low,0.95
{6C00E43A-A5A1-435B-8DC4-5DDA9EB4BCD5},7/29/2021 18:45,kathryn_heffernan@fws.gov_fws,35.91157977,-119.382815,PIX,9A,,Complete,,41605,Swamp Timothy,medium,0.1
{6C00E43A-A5A1-435B-8DC4-5DDA9EB4BCD5},7/29/2021 18:45,kathryn_heffernan@fws.gov_fws,35.91157977,-119.382815,PIX,9A,,Complete,,41605,Swamp Timothy,low,0.55
{6C525DE3-C4AA-4AC2-920F-F179DDDFA47D},8/2/2021 14:46,kathryn_heffernan@fws.gov_fws,35.91625883,-119.3855924,PIX,4,,Complete,,41605,Swamp Timothy,medium,0.25
{6C525DE3-C4AA-4AC2-920F-F179DDDFA47D},8/2/2021 14:46,kathryn_heffernan@fws.gov_fws,35.91625883,-119.3855924,PIX,4,,Complete,,41605,Swamp Timothy,low,0.75
{7010D1F1-B077-4D2D-9BEC-01FF1BDAD939},7/29/2021 18:12,kathryn_heffernan@fws.gov_fws,35.91148984,-119.3888001,PIX,8A,0,Complete,Unit got very little water last winter and was not irrigated,41605,Swamp Timothy,low,0.3
{71D29293-4357-4AB7-9AD2-5CEAA337802D},7/27/2021 22:31,kathryn_heffernan@fws.gov_fws,35.7233279,-119.6204281,KRN,4A,4A-5,Complete,,41605,Swamp Timothy,low,0.1
{71D29293-4357-4AB7-9AD2-5CEAA337802D},7/27/2021 22:31,kathryn_heffernan@fws.gov_fws,35.7233279,-119.6204281,KRN,4A,4A-5,Complete,,41605,Swamp Timothy,medium,0.05
{71D29293-4357-4AB7-9AD2-5CEAA337802D},7/27/2021 22:31,kathryn_heffernan@fws.gov_fws,35.7233279,-119.6204281,KRN,4A,4A-5,Complete,,41605,Swamp Timothy,high,0.8
{75EF7A9F-400C-4F10-98B2-437354B0C7C0},7/29/2021 14:46,kathryn_heffernan@fws.gov_fws,35.74118594,-119.6113828,KRN,5B,5B-7,Complete,,41605,Swamp Timothy,high,0.2
{75EF7A9F-400C-4F10-98B2-437354B0C7C0},7/29/2021 14:46,kathryn_heffernan@fws.gov_fws,35.74118594,-119.6113828,KRN,5B,5B-7,Complete,,41605,Swamp Timothy,medium,0.5
{75EF7A9F-400C-4F10-98B2-437354B0C7C0},7/29/2021 14:46,kathryn_heffernan@fws.gov_fws,35.74118594,-119.6113828,KRN,5B,5B-7,Complete,,41605,Swamp Timothy,low,0.3
{77D64A6A-508E-4FDF-B3DD-CEB779A3759E},7/27/2021 18:10,rebeca_becdach@fws.gov_fws,35.7325641,-119.6124116,KRN,5A,5A-7,Complete,,41605,Swamp Timothy,high,0
{77D64A6A-508E-4FDF-B3DD-CEB779A3759E},7/27/2021 18:10,rebeca_becdach@fws.gov_fws,35.7325641,-119.6124116,KRN,5A,5A-7,Complete,,41605,Swamp Timothy,low,0.45
{77D64A6A-508E-4FDF-B3DD-CEB779A3759E},7/27/2021 18:10,rebeca_becdach@fws.gov_fws,35.7325641,-119.6124116,KRN,5A,5A-7,Complete,,41605,Swamp Timothy,medium,0.45
{7828692C-94F9-48DC-822C-20C88204A527},7/28/2021 15:13,kathryn_heffernan@fws.gov_fws,35.72921242,-119.61819,KRN,4A,4A-4,Complete,,41605,Swamp Timothy,medium,0.15
{7828692C-94F9-48DC-822C-20C88204A527},7/28/2021 15:13,kathryn_heffernan@fws.gov_fws,35.72921242,-119.61819,KRN,4A,4A-4,Complete,,41605,Swamp Timothy,low,0.05
{7828692C-94F9-48DC-822C-20C88204A527},7/28/2021 15:13,kathryn_heffernan@fws.gov_fws,35.72921242,-119.61819,KRN,4A,4A-4,Complete,,41605,Swamp Timothy,high,0.75
{7FBC9D97-D139-46E3-A43C-CF882477425D},7/29/2021 14:35,kathryn_heffernan@fws.gov_fws,35.73927715,-119.6108006,KRN,5B,5B-7,Complete,,41605,Swamp Timothy,low,0.15
{7FBC9D97-D139-46E3-A43C-CF882477425D},7/29/2021 14:35,kathryn_heffernan@fws.gov_fws,35.73927715,-119.6108006,KRN,5B,5B-7,Complete,,41605,Swamp Timothy,medium,0.25
{7FBC9D97-D139-46E3-A43C-CF882477425D},7/29/2021 14:35,kathryn_heffernan@fws.gov_fws,35.73927715,-119.6108006,KRN,5B,5B-7,Complete,,41605,Swamp Timothy,high,0.6
{85393694-A1C1-4045-96F1-8C6F8978CC74},7/29/2021 18:54,kathryn_heffernan@fws.gov_fws,35.91267955,-119.3834294,PIX,9A,,Complete,,41605,Swamp Timothy,low,0.75
{85393694-A1C1-4045-96F1-8C6F8978CC74},7/29/2021 18:54,kathryn_heffernan@fws.gov_fws,35.91267955,-119.3834294,PIX,9A,,Complete,,41605,Swamp Timothy,medium,0.05
{8E848D40-B557-4718-B83C-72CFD9DED8BF},7/29/2021 13:35,kathryn_heffernan@fws.gov_fws,35.75095203,-119.6030091,KRN,6A,6A-4,Complete,,41605,Swamp Timothy,medium,0.05
{8E848D40-B557-4718-B83C-72CFD9DED8BF},7/29/2021 13:35,kathryn_heffernan@fws.gov_fws,35.75095203,-119.6030091,KRN,6A,6A-4,Complete,,41605,Swamp Timothy,low,0.75
{93CA3D59-FA95-4DCC-BD30-EB8AC6A7085A},8/2/2021 16:49,rebeca_becdach@fws.gov_fws,35.92017747,-119.399039,PIX,2,,Complete,,41605,Swamp Timothy,low,0.35
{94A07B14-AB42-49B0-AE6C-0B85317BF77B},7/28/2021 16:44,rebeca_becdach@fws.gov_fws,35.74223852,-119.6199597,KRN,5B,5B-2,Complete,,41605,Swamp Timothy,low,0.15
{94A07B14-AB42-49B0-AE6C-0B85317BF77B},7/28/2021 16:44,rebeca_becdach@fws.gov_fws,35.74223852,-119.6199597,KRN,5B,5B-2,Complete,,41605,Swamp Timothy,high,0.05
{96705F28-DF21-4500-9AE7-521F72FB817E},7/28/2021 16:48,kathryn_heffernan@fws.gov_fws,35.73169804,-119.610459,KRN,4A,4A-6,Complete,Mowed so hard to tell how much watergrass is actually here ,41605,Swamp Timothy,medium,0.05
{96705F28-DF21-4500-9AE7-521F72FB817E},7/28/2021 16:48,kathryn_heffernan@fws.gov_fws,35.73169804,-119.610459,KRN,4A,4A-6,Complete,Mowed so hard to tell how much watergrass is actually here ,41605,Swamp Timothy,low,0.4
{97EA7320-B4BD-4E19-B29D-030A03B1B1DD},7/27/2021 21:02,kathryn_heffernan@fws.gov_fws,35.72478027,-119.6143992,KRN,4A,4A-7,Complete,,41605,Swamp Timothy,high,0.9
{97EA7320-B4BD-4E19-B29D-030A03B1B1DD},7/27/2021 21:02,kathryn_heffernan@fws.gov_fws,35.72478027,-119.6143992,KRN,4A,4A-7,Complete,,41605,Swamp Timothy,medium,0.05
{9C3A03D4-48B0-4639-95E7-A5043B9A9E28},8/2/2021 17:39,kathryn_heffernan@fws.gov_fws,35.91539889,-119.3929421,PIX,3,,Complete,,41605,Swamp Timothy,low,0.8
{9E83C4C2-FA4E-4784-90CD-A50367163AD2},7/28/2021 16:06,kathryn_heffernan@fws.gov_fws,35.72976122,-119.6088834,KRN,4A,4A-6,Complete,,41605,Swamp Timothy,medium,0.05
{9E83C4C2-FA4E-4784-90CD-A50367163AD2},7/28/2021 16:06,kathryn_heffernan@fws.gov_fws,35.72976122,-119.6088834,KRN,4A,4A-6,Complete,,41605,Swamp Timothy,low,0.75
{A2610E36-1B07-462B-AA13-25B6418C4A99},8/4/2021 16:34,rebeca_becdach@fws.gov_fws,35.73008728,-119.6108589,KRN,4A,4A-6,Complete,,41605,Swamp Timothy,medium,0.03
{A2610E36-1B07-462B-AA13-25B6418C4A99},8/4/2021 16:34,rebeca_becdach@fws.gov_fws,35.73008728,-119.6108589,KRN,4A,4A-6,Complete,,41605,Swamp Timothy,low,0.3
{AB0D2A5F-E3C9-4E18-9B65-F7477D3934D5},7/28/2021 14:01,kathryn_heffernan@fws.gov_fws,35.72495732,-119.6206907,KRN,4A,4A-2,Complete,,41605,Swamp Timothy,high,0.2
{AB0D2A5F-E3C9-4E18-9B65-F7477D3934D5},7/28/2021 14:01,kathryn_heffernan@fws.gov_fws,35.72495732,-119.6206907,KRN,4A,4A-2,Complete,,41605,Swamp Timothy,medium,0.8
{AE931C0A-2F02-4446-861F-6F5331FCA1E3},7/28/2021 13:54,rebeca_becdach@fws.gov_fws,35.73318811,-119.6153692,KRN,5A,5A-6,Complete,,41605,Swamp Timothy,low,0.05
{AE931C0A-2F02-4446-861F-6F5331FCA1E3},7/28/2021 13:54,rebeca_becdach@fws.gov_fws,35.73318811,-119.6153692,KRN,5A,5A-6,Complete,,41605,Swamp Timothy,medium,0.2
{AE931C0A-2F02-4446-861F-6F5331FCA1E3},7/28/2021 13:54,rebeca_becdach@fws.gov_fws,35.73318811,-119.6153692,KRN,5A,5A-6,Complete,,41605,Swamp Timothy,high,0.7
{B3943F1E-4CDA-4122-BBCB-BBBA462392AA},7/28/2021 14:34,kathryn_heffernan@fws.gov_fws,35.72747125,-119.6235683,KRN,4A,4A-1,Complete,,41605,Swamp Timothy,low,0.1
{B3943F1E-4CDA-4122-BBCB-BBBA462392AA},7/28/2021 14:34,kathryn_heffernan@fws.gov_fws,35.72747125,-119.6235683,KRN,4A,4A-1,Complete,,41605,Swamp Timothy,medium,0.7
{B563FE73-6DBB-4835-9DB7-AD4C1572839A},7/29/2021 18:00,kathryn_heffernan@fws.gov_fws,35.90986018,-119.388542,PIX,8B,0,Complete,Unit had very little water last winter and was not irrigated.,41605,Swamp Timothy,low,0.15
{B99D74FD-2992-41CF-95F9-59CF34F89FF1},7/29/2021 14:22,kathryn_heffernan@fws.gov_fws,35.74161384,-119.6073855,KRN,5B,5B-8,Complete,,41605,Swamp Timothy,low,0.15
{B99D74FD-2992-41CF-95F9-59CF34F89FF1},7/29/2021 14:22,kathryn_heffernan@fws.gov_fws,35.74161384,-119.6073855,KRN,5B,5B-8,Complete,,41605,Swamp Timothy,medium,0.85
{B9EECE22-E6C6-4068-8124-F0BA10BC61C5},7/27/2021 20:34,Diana,35.73964986,-119.6144323,KRN,5A,5A-5,Complete,,41605,Swamp Timothy,medium,0.15
{B9EECE22-E6C6-4068-8124-F0BA10BC61C5},7/27/2021 20:34,Diana,35.73964986,-119.6144323,KRN,5A,5A-5,Complete,,41605,Swamp Timothy,high,0.7
{BB343C19-42E4-4059-9D98-5E3DD3D25D6F},8/2/2021 17:05,kathryn_heffernan@fws.gov_fws,35.91613883,-119.3905824,PIX,3,,Complete,,41605,Swamp Timothy,low,0.8
{BEA46C2B-E420-443B-9417-52B9886AE215},8/2/2021 16:15,rebeca_becdach@fws.gov_fws,35.91966808,-119.3910865,PIX,3A,,Complete,,41605,Swamp Timothy,low,0.95
