GlobalID_CP,LIT,decimalLatitude,decimalLongitude,eventDate,recordedBy,plotStatus,unitName,subunitName,eventRemarks,taxonID,vernacularName,stratum,proportionVisibleArea
C136,SAC,39.4291477,-122.1699474,7/18/2019 19:45,JM,Complete,T10,T10:3,,502210,Watergrass,high,0.1
C136,SAC,39.4291477,-122.1699474,7/18/2019 19:45,JM,Complete,T10,T10:3,,502210,Watergrass,low,0.8
C137,SAC,39.42944033,-122.173081,7/22/2019 16:21,tB,Complete,T10,T10:3,,502210,Watergrass,medium,0.1
C137,SAC,39.42944033,-122.173081,7/22/2019 16:21,tB,Complete,T10,T10:3,,NA,Other cover,NA,0.2
C137,SAC,39.42944033,-122.173081,7/22/2019 16:21,tB,Complete,T10,T10:3,,502210,Watergrass,low,0.3
C137,SAC,39.42944033,-122.173081,7/22/2019 16:21,tB,Complete,T10,T10:3,,502210,Watergrass,high,0.4
C139,SAC,39.43078932,-122.1727164,7/22/2019 16:24,DT,Complete,T10,T10:3,,502210,Watergrass,medium,0.2
C139,SAC,39.43078932,-122.1727164,7/22/2019 16:24,DT,Complete,T10,T10:3,,502210,Watergrass,high,0.8
C140,SAC,39.43151279,-122.1605078,7/22/2019 17:19,JM,Complete,P1A,P1A:1,,41605,Swamp Timothy,low,0.15
C140,SAC,39.43151279,-122.1605078,7/22/2019 17:19,JM,Complete,P1A,P1A:1,,41605,Swamp Timothy,high,0.15
C140,SAC,39.43151279,-122.1605078,7/22/2019 17:19,JM,Complete,P1A,P1A:1,,41605,Swamp Timothy,medium,0.7
C141,SAC,39.43233623,-122.1622408,7/22/2019 17:32,JM,Complete,P1A,P1A:1,,41605,Swamp Timothy,low,0.3
C141,SAC,39.43233623,-122.1622408,7/22/2019 17:32,JM,Complete,P1A,P1A:1,,41605,Swamp Timothy,high,0.3
C141,SAC,39.43233623,-122.1622408,7/22/2019 17:32,JM,Complete,P1A,P1A:1,,41605,Swamp Timothy,medium,0.4
C142,SAC,39.43313202,-122.1601398,7/22/2019 17:46,JM,Complete,P1A,P1A:1,,41605,Swamp Timothy,low,0.5
C142,SAC,39.43313202,-122.1601398,7/22/2019 17:46,JM,Complete,P1A,P1A:1,,41605,Swamp Timothy,medium,0.5
C143,CLS,39.1387465,-122.0536105,7/29/2019 16:00, TB,NotFood,T24,T24:5,Next to road. No Watergrass ,NA,Other cover,NA,1
C144,CLS,39.13872958,-122.051528,7/29/2019 16:23, DT,Complete,T24,T24:5,,NA,Other cover,NA,0.1
C144,CLS,39.13872958,-122.051528,7/29/2019 16:23, DT,Complete,T24,T24:5,,502210,Watergrass,low,0.1
C144,CLS,39.13872958,-122.051528,7/29/2019 16:23, DT,Complete,T24,T24:5,,502210,Watergrass,medium,0.25
C144,CLS,39.13872958,-122.051528,7/29/2019 16:23, DT,Complete,T24,T24:5,,502210,Watergrass,high,0.55
C145,CLS,39.13925886,-122.0501324,7/29/2019 16:44, DT,Complete,T24,T24:5,,502210,Watergrass,medium,0.15
C145,CLS,39.13925886,-122.0501324,7/29/2019 16:44, DT,Complete,T24,T24:5,,502210,Watergrass,low,0.25
C145,CLS,39.13925886,-122.0501324,7/29/2019 16:44, DT,Complete,T24,T24:5,,502210,Watergrass,high,0.3
C145,CLS,39.13925886,-122.0501324,7/29/2019 16:44, DT,Complete,T24,T24:5,,NA,Other cover,NA,0.3
C146,CLS,39.13981359,-122.0518606,7/29/2019 16:24, ,Complete,T24,T24:5,,502210,Watergrass,low,0.2
C146,CLS,39.13981359,-122.0518606,7/29/2019 16:24, ,Complete,T24,T24:5,,502210,Watergrass,medium,0.2
C146,CLS,39.13981359,-122.0518606,7/29/2019 16:24, ,Complete,T24,T24:5,,NA,Other cover,NA,0.6
C147,CLS,39.14006692,-122.0497744,7/29/2019 16:04, ,Complete,T24,T24:5,Cattail,502210,Watergrass,low,0.2
C147,CLS,39.14006692,-122.0497744,7/29/2019 16:04, ,Complete,T24,T24:5,Cattail,502210,Watergrass,medium,0.2
C147,CLS,39.14006692,-122.0497744,7/29/2019 16:04, ,Complete,T24,T24:5,Cattail,NA,Other cover,NA,0.6
C148,CLS,39.14036265,-122.0528946,7/29/2019 16:34, JM,Complete,T24,T24:5,,502210,Watergrass,low,0.3
C148,CLS,39.14036265,-122.0528946,7/29/2019 16:34, JM,Complete,T24,T24:5,,NA,Other cover,NA,0.7
C149,CLS,39.14035136,-122.0515062,7/29/2019 16:16, ,Complete,T24,T24:5,,502210,Watergrass,medium,0.15
C149,CLS,39.14035136,-122.0515062,7/29/2019 16:16, ,Complete,T24,T24:5,,502210,Watergrass,low,0.4
C149,CLS,39.14035136,-122.0515062,7/29/2019 16:16, ,Complete,T24,T24:5,,NA,Other cover,NA,0.45
C150,CLS,39.14142972,-122.0511446,7/29/2019 17:42, TB,Complete,T24,T24:4,,502210,Watergrass,medium,0.3
C150,CLS,39.14142972,-122.0511446,7/29/2019 17:42, TB,Complete,T24,T24:4,,NA,Other cover,NA,0.7
C151,CLS,39.14170567,-122.0518352,7/29/2019 17:55, TB,Complete,T24,T24:4,,502210,Watergrass,low,0.05
C151,CLS,39.14170567,-122.0518352,7/29/2019 17:55, TB,Complete,T24,T24:4,,NA,Other cover,NA,0.1
C151,CLS,39.14170567,-122.0518352,7/29/2019 17:55, TB,Complete,T24,T24:4,,502210,Watergrass,medium,0.15
C151,CLS,39.14170567,-122.0518352,7/29/2019 17:55, TB,Complete,T24,T24:4,,502210,Watergrass,high,0.7
C152,CLS,39.14251091,-122.0511301,7/29/2019 17:30, DT,Complete,T24,T24:4,,41605,Swamp Timothy,high,0.05
C152,CLS,39.14251091,-122.0511301,7/29/2019 17:30, DT,Complete,T24,T24:4,,502210,Watergrass,medium,0.2
C152,CLS,39.14251091,-122.0511301,7/29/2019 17:30, DT,Complete,T24,T24:4,,502210,Watergrass,high,0.3
C152,CLS,39.14251091,-122.0511301,7/29/2019 17:30, DT,Complete,T24,T24:4,,NA,Other cover,NA,0.45
C153,CLS,39.14305715,-122.0518171,7/29/2019 17:15, DT,Complete,T24,T24:4,,502210,Watergrass,high,0.15
C153,CLS,39.14305715,-122.0518171,7/29/2019 17:15, DT,Complete,T24,T24:4,,41605,Swamp Timothy,high,0.25
C153,CLS,39.14305715,-122.0518171,7/29/2019 17:15, DT,Complete,T24,T24:4,,502210,Watergrass,medium,0.6
C154,CLS,39.14360057,-122.0521569,7/29/2019 17:26, ,Complete,T24,T24:4,,NA,Other cover,NA,0.05
C154,CLS,39.14360057,-122.0521569,7/29/2019 17:26, ,Complete,T24,T24:4,,502210,Watergrass,high,0.2
C154,CLS,39.14360057,-122.0521569,7/29/2019 17:26, ,Complete,T24,T24:4,,502210,Watergrass,low,0.25
C154,CLS,39.14360057,-122.0521569,7/29/2019 17:26, ,Complete,T24,T24:4,,502210,Watergrass,medium,0.5
C155,CLS,39.14358644,-122.0504214,7/29/2019 17:14, JM,Complete,T24,T24:4,,502210,Watergrass,low,0.15
C155,CLS,39.14358644,-122.0504214,7/29/2019 17:14, JM,Complete,T24,T24:4,,502210,Watergrass,medium,0.35
C155,CLS,39.14358644,-122.0504214,7/29/2019 17:14, JM,Complete,T24,T24:4,,NA,Other cover,NA,0.5
C156,CLS,39.14413552,-122.0514555,7/29/2019 17:33, JM,Complete,T24,T24:4,,NA,Other cover,NA,0.2
C156,CLS,39.14413552,-122.0514555,7/29/2019 17:33, JM,Complete,T24,T24:4,,502210,Watergrass,low,0.2
C156,CLS,39.14413552,-122.0514555,7/29/2019 17:33, JM,Complete,T24,T24:4,,502210,Watergrass,high,0.2
C156,CLS,39.14413552,-122.0514555,7/29/2019 17:33, JM,Complete,T24,T24:4,,502210,Watergrass,medium,0.4
C157,CLS,39.14412421,-122.050067,7/29/2019 17:45, JM,Complete,T24,T24:4,,502210,Watergrass,low,0.25
C157,CLS,39.14412421,-122.050067,7/29/2019 17:45, JM,Complete,T24,T24:4,,502210,Watergrass,medium,0.25
C157,CLS,39.14412421,-122.050067,7/29/2019 17:45, JM,Complete,T24,T24:4,,502210,Watergrass,high,0.25
C157,CLS,39.14412421,-122.050067,7/29/2019 17:45, JM,Complete,T24,T24:4,,NA,Other cover,NA,0.25
C159,CLS,39.17116231,-122.0507452,8/20/2019 20:24,TB,NotFood,T10,T10:3,Cattails ,NA,Other cover,NA,1
C160,CLS,39.17115099,-122.0493562,8/20/2019 20:22,TB,NotFood,T10,T10:3,Timothy not developed,NA,Other cover,NA,1
C161,CLS,39.17196754,-122.0500398,8/20/2019 20:24,JM,NotFood,T10,T10:3,timothy young no seed head,NA,Other cover,NA,0.1
C161,CLS,39.17196754,-122.0500398,8/20/2019 20:24,JM,NotFood,T10,T10:3,timothy young no seed head,41605,Swamp Timothy,medium,0.9
C162,CLS,39.17222934,-122.0489944,8/20/2019 20:17,TB,NotFood,T10,T10:3,Cattails,NA,Other cover,NA,1
C163,CLS,39.17251379,-122.050727,8/20/2019 20:25,JM,NotFood,T10,T10:3,Cattail,NA,Other cover,NA,1
C164,CLS,39.17331335,-122.0493271,8/20/2019 20:13,JM,NotFood,T10,T10:3,All cattails,NA,Other cover,NA,1
C165,CLS,39.17388222,-122.0527924,8/20/2019 20:03,JM,Complete,T10,T10:3,,502210,Watergrass,low,0.05
C165,CLS,39.17388222,-122.0527924,8/20/2019 20:03,JM,Complete,T10,T10:3,,NA,Other cover,NA,0.95
C166,CLS,39.17386809,-122.0510561,8/20/2019 20:09,JM,NotFood,T10,T10:3,New Timothy not developed,NA,Other cover,NA,1
C167,CLS,39.17546437,-122.0479089,7/25/2019 17:06, JM,Complete,T6,T6:4,,502210,Watergrass,medium,0.05
C167,CLS,39.17546437,-122.0479089,7/25/2019 17:06, JM,Complete,T6,T6:4,,502210,Watergrass,high,0.95
C168,CLS,39.17627809,-122.0482452,7/25/2019 16:54, JM,Complete,T6,T6:4,,502210,Watergrass,high,1
C169,CLS,39.17682436,-122.0489325,7/25/2019 16:38, JM,Complete,T6,T6:4,,NA,Other cover,NA,0.05
C169,CLS,39.17682436,-122.0489325,7/25/2019 16:38, JM,Complete,T6,T6:4,,502210,Watergrass,low,0.3
C169,CLS,39.17682436,-122.0489325,7/25/2019 16:38, JM,Complete,T6,T6:4,,502210,Watergrass,high,0.3
C169,CLS,39.17682436,-122.0489325,7/25/2019 16:38, JM,Complete,T6,T6:4,,502210,Watergrass,medium,0.35
C170,CLS,39.17712012,-122.0520543,7/25/2019 16:15, TB,Complete,T6,T6:4,All watergrass is very young,NA,Other cover,NA,0.45
C170,CLS,39.17712012,-122.0520543,7/25/2019 16:15, TB,Complete,T6,T6:4,All watergrass is very young,502210,Watergrass,high,0.55
C171,CLS,39.17738193,-122.0510089,7/25/2019 16:29, TB,Complete,T6,T6:4,,NA,Other cover,NA,0.05
C171,CLS,39.17738193,-122.0510089,7/25/2019 16:29, TB,Complete,T6,T6:4,,502210,Watergrass,high,0.95
C172,CLS,39.17763241,-122.0485743,7/25/2019 17:00, KE,Complete,T6,T6:4,,502210,Watergrass,low,0.05
C172,CLS,39.17763241,-122.0485743,7/25/2019 17:00, KE,Complete,T6,T6:4,,NA,Other cover,NA,0.1
C172,CLS,39.17763241,-122.0485743,7/25/2019 17:00, KE,Complete,T6,T6:4,,502210,Watergrass,medium,0.1
C172,CLS,39.17763241,-122.0485743,7/25/2019 17:00, KE,Complete,T6,T6:4,,502210,Watergrass,high,0.75
C173,CLS,39.17791687,-122.050307,7/25/2019 16:45, KE,Complete,T6,T6:4,,502210,Watergrass,medium,0.3
C173,CLS,39.17791687,-122.050307,7/25/2019 16:45, KE,Complete,T6,T6:4,,502210,Watergrass,high,0.7
C174,CLS,39.17789419,-122.0475288,7/25/2019 16:21, JM,Complete,T6,T6:4,,502210,Watergrass,low,0.1
C174,CLS,39.17789419,-122.0475288,7/25/2019 16:21, JM,Complete,T6,T6:4,,502210,Watergrass,medium,0.1
C174,CLS,39.17789419,-122.0475288,7/25/2019 16:21, JM,Complete,T6,T6:4,,NA,Other cover,NA,0.1
C174,CLS,39.17789419,-122.0475288,7/25/2019 16:21, JM,Complete,T6,T6:4,,502210,Watergrass,high,0.7
C175,CLS,39.17846877,-122.0516889,7/29/2019 15:18, ,Complete,T6,T6:3,,41605,Swamp Timothy,high,0.15
C175,CLS,39.17846877,-122.0516889,7/29/2019 15:18, ,Complete,T6,T6:3,,502210,Watergrass,low,0.15
C175,CLS,39.17846877,-122.0516889,7/29/2019 15:18, ,Complete,T6,T6:3,,502210,Watergrass,high,0.15
C175,CLS,39.17846877,-122.0516889,7/29/2019 15:18, ,Complete,T6,T6:3,,NA,Other cover,NA,0.55
C176,CLS,39.17928813,-122.0527198,7/25/2019 18:04, ,Complete,T6,T6:3,,41605,Swamp Timothy,high,0.1
C176,CLS,39.17928813,-122.0527198,7/25/2019 18:04, ,Complete,T6,T6:3,,NA,Other cover,NA,0.2
C176,CLS,39.17928813,-122.0527198,7/25/2019 18:04, ,Complete,T6,T6:3,,502210,Watergrass,low,0.3
C176,CLS,39.17928813,-122.0527198,7/25/2019 18:04, ,Complete,T6,T6:3,,502210,Watergrass,medium,0.4
C177,CLS,39.17927117,-122.0506361,7/29/2019 15:05, JM,Complete,T6,T6:3,,502210,Watergrass,medium,0.2
C177,CLS,39.17927117,-122.0506361,7/29/2019 15:05, JM,Complete,T6,T6:3,,502210,Watergrass,high,0.3
C177,CLS,39.17927117,-122.0506361,7/29/2019 15:05, JM,Complete,T6,T6:3,,NA,Other cover,NA,0.5
C178,CLS,39.17925701,-122.0488997,7/29/2019 14:54, ,Complete,T6,T6:3,,502210,Watergrass,low,0.05
C178,CLS,39.17925701,-122.0488997,7/29/2019 14:54, ,Complete,T6,T6:3,,502210,Watergrass,high,0.95
C179,CLS,39.17982307,-122.052018,7/25/2019 18:17, ,Complete,T6,T6:3,,502210,Watergrass,medium,0.2
C179,CLS,39.17982307,-122.052018,7/25/2019 18:17, ,Complete,T6,T6:3,,502210,Watergrass,low,0.8
C180,CLS,39.18037496,-122.0533999,7/29/2019 14:29, TB,Complete,T6,T6:3,,502210,Watergrass,high,0.05
C180,CLS,39.18037496,-122.0533999,7/29/2019 14:29, TB,Complete,T6,T6:3,,502210,Watergrass,low,0.15
C180,CLS,39.18037496,-122.0533999,7/29/2019 14:29, TB,Complete,T6,T6:3,,41605,Swamp Timothy,medium,0.3
C180,CLS,39.18037496,-122.0533999,7/29/2019 14:29, TB,Complete,T6,T6:3,,NA,Other cover,NA,0.5
C181,CLS,39.18036084,-122.0516635,7/25/2019 18:29, JM,Complete,T6,T6:3,,502210,Watergrass,high,0.15
C181,CLS,39.18036084,-122.0516635,7/25/2019 18:29, JM,Complete,T6,T6:3,,502210,Watergrass,low,0.2
C181,CLS,39.18036084,-122.0516635,7/25/2019 18:29, JM,Complete,T6,T6:3,,502210,Watergrass,medium,0.25
C181,CLS,39.18036084,-122.0516635,7/25/2019 18:29, JM,Complete,T6,T6:3,,NA,Other cover,NA,0.4
C182,CLS,39.18034669,-122.049927,7/29/2019 14:39, JM,Complete,T6,T6:3,,NA,Other cover,NA,0.1
C182,CLS,39.18034669,-122.049927,7/29/2019 14:39, JM,Complete,T6,T6:3,,502210,Watergrass,low,0.1
C182,CLS,39.18034669,-122.049927,7/29/2019 14:39, JM,Complete,T6,T6:3,,502210,Watergrass,medium,0.4
C182,CLS,39.18034669,-122.049927,7/29/2019 14:39, JM,Complete,T6,T6:3,,502210,Watergrass,high,0.4
C183,CLS,39.18091273,-122.0530454,7/29/2019 14:46, TB,Complete,T6,T6:3,,502210,Watergrass,low,0.2
C183,CLS,39.18091273,-122.0530454,7/29/2019 14:46, TB,Complete,T6,T6:3,,NA,Other cover,NA,0.35
C183,CLS,39.18091273,-122.0530454,7/29/2019 14:46, TB,Complete,T6,T6:3,,502210,Watergrass,medium,0.45
C184,CLS,39.18143919,-122.0513016,7/29/2019 15:04, TB,Complete,T6,T6:3,,502210,Watergrass,low,0.05
C184,CLS,39.18143919,-122.0513016,7/29/2019 15:04, TB,Complete,T6,T6:3,,NA,Other cover,NA,0.05
C184,CLS,39.18143919,-122.0513016,7/29/2019 15:04, TB,Complete,T6,T6:3,,502210,Watergrass,medium,0.45
C184,CLS,39.18143919,-122.0513016,7/29/2019 15:04, TB,Complete,T6,T6:3,,502210,Watergrass,high,0.45
C185,CLS,39.18170383,-122.0506034,7/25/2019 18:17, KE,Complete,T6,T6:3,,502210,Watergrass,medium,0.05
C185,CLS,39.18170383,-122.0506034,7/25/2019 18:17, KE,Complete,T6,T6:3,,502210,Watergrass,high,0.95
C186,CLS,39.18169817,-122.0499088,7/25/2019 17:54, TB,Complete,T6,T6:3,,502210,Watergrass,low,0.2
C186,CLS,39.18169817,-122.0499088,7/25/2019 17:54, TB,Complete,T6,T6:3,,502210,Watergrass,medium,0.8
C187,CLS,39.18200519,-122.05442,7/25/2019 14:58, JM,Complete,T6,T6:2,,NA,Other cover,NA,0.15
C187,CLS,39.18200519,-122.05442,7/25/2019 14:58, JM,Complete,T6,T6:2,,502210,Watergrass,low,0.25
C187,CLS,39.18200519,-122.05442,7/25/2019 14:58, JM,Complete,T6,T6:2,,502210,Watergrass,medium,0.3
C187,CLS,39.18200519,-122.05442,7/25/2019 14:58, JM,Complete,T6,T6:2,,502210,Watergrass,high,0.3
C188,CLS,39.18226703,-122.0533745,7/25/2019 15:12, JM,Complete,T6,T6:2,,502210,Watergrass,low,0.15
C188,CLS,39.18226703,-122.0533745,7/25/2019 15:12, JM,Complete,T6,T6:2,,502210,Watergrass,high,0.15
C188,CLS,39.18226703,-122.0533745,7/25/2019 15:12, JM,Complete,T6,T6:2,,NA,Other cover,NA,0.3
C188,CLS,39.18226703,-122.0533745,7/25/2019 15:12, JM,Complete,T6,T6:2,,502210,Watergrass,medium,0.4
C189,CLS,39.18225008,-122.0512907,7/25/2019 15:37, JM,Complete,T6,T6:2,,502210,Watergrass,medium,0.05
C189,CLS,39.18225008,-122.0512907,7/25/2019 15:37, JM,Complete,T6,T6:2,,502210,Watergrass,high,0.95
C190,CLS,39.18252885,-122.052329,7/25/2019 15:27, ,Complete,T6,T6:2,,502210,Watergrass,medium,0.15
C190,CLS,39.18252885,-122.052329,7/25/2019 15:27, ,Complete,T6,T6:2,,NA,Other cover,NA,0.4
C190,CLS,39.18252885,-122.052329,7/25/2019 15:27, ,Complete,T6,T6:2,,502210,Watergrass,high,0.45
C192,CLS,39.18310326,-122.0564894,7/25/2019 14:59, TB,Complete,T6,T6:2,,502210,Watergrass,low,0.05
C192,CLS,39.18310326,-122.0564894,7/25/2019 14:59, TB,Complete,T6,T6:2,,NA,Other cover,NA,0.2
C192,CLS,39.18310326,-122.0564894,7/25/2019 14:59, TB,Complete,T6,T6:2,,502210,Watergrass,high,0.35
C192,CLS,39.18310326,-122.0564894,7/25/2019 14:59, TB,Complete,T6,T6:2,,502210,Watergrass,medium,0.4
C193,CLS,39.18335103,-122.0537073,7/25/2019 15:42, TB,Complete,T6,T6:2,,502210,Watergrass,low,0.05
C193,CLS,39.18335103,-122.0537073,7/25/2019 15:42, TB,Complete,T6,T6:2,,NA,Other cover,NA,0.1
C193,CLS,39.18335103,-122.0537073,7/25/2019 15:42, TB,Complete,T6,T6:2,,502210,Watergrass,medium,0.4
C193,CLS,39.18335103,-122.0537073,7/25/2019 15:42, TB,Complete,T6,T6:2,,502210,Watergrass,high,0.45
C194,CLS,39.18363823,-122.0557875,7/25/2019 15:12, TB,Complete,T6,T6:2,,NA,Other cover,NA,0.025
C194,CLS,39.18363823,-122.0557875,7/25/2019 15:12, TB,Complete,T6,T6:2,,502210,Watergrass,low,0.025
C194,CLS,39.18363823,-122.0557875,7/25/2019 15:12, TB,Complete,T6,T6:2,,502210,Watergrass,high,0.45
C194,CLS,39.18363823,-122.0557875,7/25/2019 15:12, TB,Complete,T6,T6:2,,502210,Watergrass,medium,0.5
C195,CLS,39.18390008,-122.054742,7/25/2019 15:26, TB,Complete,T6,T6:2,,502210,Watergrass,medium,0.25
C195,CLS,39.18390008,-122.054742,7/25/2019 15:26, TB,Complete,T6,T6:2,,502210,Watergrass,high,0.35
C195,CLS,39.18390008,-122.054742,7/25/2019 15:26, TB,Complete,T6,T6:2,,NA,Other cover,NA,0.4
C196,CLS,39.1842013,-122.0585588,7/25/2019 14:31, TB,Complete,T6,T6:1,,NA,Other cover,NA,0.4
C196,CLS,39.1842013,-122.0585588,7/25/2019 14:31, TB,Complete,T6,T6:1,,502210,Watergrass,low,0.6
C197,CLS,39.18500657,-122.0578533,7/25/2019 14:16, TB,Complete,T6,T6:1,,502210,Watergrass,low,0.05
C197,CLS,39.18500657,-122.0578533,7/25/2019 14:16, TB,Complete,T6,T6:1,,502210,Watergrass,medium,0.25
C197,CLS,39.18500657,-122.0578533,7/25/2019 14:16, TB,Complete,T6,T6:1,,502210,Watergrass,high,0.4
C197,CLS,39.18500657,-122.0578533,7/25/2019 14:16, TB,Complete,T6,T6:1,,41605,Swamp Timothy,medium,0.55
C198,CLS,39.18499814,-122.0568114,7/25/2019 13:49, Tb,Complete,T6,T6:1,,NA,Other cover,NA,0.15
C198,CLS,39.18499814,-122.0568114,7/25/2019 13:49, Tb,Complete,T6,T6:1,,502210,Watergrass,low,0.2
C198,CLS,39.18499814,-122.0568114,7/25/2019 13:49, Tb,Complete,T6,T6:1,,502210,Watergrass,medium,0.2
C198,CLS,39.18499814,-122.0568114,7/25/2019 13:49, Tb,Complete,T6,T6:1,,502210,Watergrass,high,0.45
C199,CLS,39.1855303,-122.0557622,7/25/2019 13:58,TB,Complete,T6,T6:1,,41605,Swamp Timothy,high,0.1
C199,CLS,39.1855303,-122.0557622,7/25/2019 13:58,TB,Complete,T6,T6:1,,502210,Watergrass,high,0.2
C199,CLS,39.1855303,-122.0557622,7/25/2019 13:58,TB,Complete,T6,T6:1,,502210,Watergrass,medium,0.7
C200,CLS,39.18609056,-122.0581862,7/25/2019 13:47, JM,Complete,T6,T6:1,,502210,Watergrass,low,0.05
C200,CLS,39.18609056,-122.0581862,7/25/2019 13:47, JM,Complete,T6,T6:1,,502210,Watergrass,high,0.05
C200,CLS,39.18609056,-122.0581862,7/25/2019 13:47, JM,Complete,T6,T6:1,,NA,Other cover,NA,0.3
C200,CLS,39.18609056,-122.0581862,7/25/2019 13:47, JM,Complete,T6,T6:1,,41605,Swamp Timothy,medium,0.6
C201,CLS,39.18634681,-122.056446,7/25/2019 14:30, JM,Complete,T6,T6:1,,NA,Other cover,NA,0.1
C201,CLS,39.18634681,-122.056446,7/25/2019 14:30, JM,Complete,T6,T6:1,,502210,Watergrass,medium,0.3
C201,CLS,39.18634681,-122.056446,7/25/2019 14:30, JM,Complete,T6,T6:1,,502210,Watergrass,low,0.6
C202,CLS,39.18689583,-122.0574807,7/25/2019 14:14, JM,Complete,T6,T6:1,,502210,Watergrass,low,0.05
C202,CLS,39.18689583,-122.0574807,7/25/2019 14:14, JM,Complete,T6,T6:1,,502210,Watergrass,high,0.05
C202,CLS,39.18689583,-122.0574807,7/25/2019 14:14, JM,Complete,T6,T6:1,,41605,Swamp Timothy,medium,0.2
C202,CLS,39.18689583,-122.0574807,7/25/2019 14:14, JM,Complete,T6,T6:1,,NA,Other cover,NA,0.7
C425,PIX,35.9070306,-119.3933225,8/8/2019 16:35,TB,NotFood,6,6,All tall upland species and very dry. ,NA,Other cover,NA,1
C427,PIX,35.90705078,-119.3850149,8/8/2019 14:56,LD,Complete,8B,8B,,41605,Swamp Timothy,medium,0.1
C427,PIX,35.90705078,-119.3850149,8/8/2019 14:56,LD,Complete,8B,8B,,41605,Swamp Timothy,low,0.9
C430,PIX,35.90774059,-119.3899675,8/8/2019 16:17,LD,Complete,7B,7B,,41605,Swamp Timothy,medium,0.35
C430,PIX,35.90774059,-119.3899675,8/8/2019 16:17,LD,Complete,7B,7B,,41605,Swamp Timothy,high,0.65
C432,PIX,35.90745054,-119.380345,8/8/2019 14:44,TB,Complete,9B,9B,,41605,Swamp Timothy,high,0.01
C432,PIX,35.90745054,-119.380345,8/8/2019 14:44,TB,Complete,9B,9B,,NA,Other cover,NA,0.09
C432,PIX,35.90745054,-119.380345,8/8/2019 14:44,TB,Complete,9B,9B,,41605,Swamp Timothy,medium,0.15
C432,PIX,35.90745054,-119.380345,8/8/2019 14:44,TB,Complete,9B,9B,,41605,Swamp Timothy,low,0.75
C434,PIX,35.90797058,-119.388628,8/8/2019 16:23,TB,Complete,7B,7B,,41605,Swamp Timothy,low,1
C437,PIX,35.90866043,-119.3846094,8/8/2019 15:03,TB,Complete,8B,8B,Low St-94%,41605,Swamp Timothy,high,0.01
C437,PIX,35.90866043,-119.3846094,8/8/2019 15:03,TB,Complete,8B,8B,Low St-94%,41605,Swamp Timothy,medium,0.05
C437,PIX,35.90866043,-119.3846094,8/8/2019 15:03,TB,Complete,8B,8B,Low St-94%,41605,Swamp Timothy,low,0.95
C440,PIX,35.90887034,-119.3826062,8/8/2019 14:36,LD,Complete,9B,9B,,NA,Other cover,NA,0.25
C440,PIX,35.90887034,-119.3826062,8/8/2019 14:36,LD,Complete,9B,9B,,41605,Swamp Timothy,medium,0.35
C440,PIX,35.90887034,-119.3826062,8/8/2019 14:36,LD,Complete,9B,9B,,41605,Swamp Timothy,low,0.4
C441,PIX,35.90941019,-119.391553,,TB,Complete,7B,7B,,NA,Other cover,NA,0.15
C441,PIX,35.90941019,-119.391553,,TB,Complete,7B,7B,,41605,Swamp Timothy,medium,0.25
C441,PIX,35.90941019,-119.391553,,TB,Complete,7B,7B,,41605,Swamp Timothy,low,0.6
C445,PIX,35.90986018,-119.388542,8/8/2019 15:12,LD,Complete,8B,8B,,41605,Swamp Timothy,high,0.1
C445,PIX,35.90986018,-119.388542,8/8/2019 15:12,LD,Complete,8B,8B,,41605,Swamp Timothy,low,0.3
C445,PIX,35.90986018,-119.388542,8/8/2019 15:12,LD,Complete,8B,8B,,41605,Swamp Timothy,medium,0.6
C448,PIX,35.90997012,-119.3832206,8/8/2019 14:25,TB,Complete,9B,9B,,41605,Swamp Timothy,low,0.25
C448,PIX,35.90997012,-119.3832206,8/8/2019 14:25,TB,Complete,9B,9B,,41605,Swamp Timothy,medium,0.3
C448,PIX,35.90997012,-119.3832206,8/8/2019 14:25,TB,Complete,9B,9B,,41605,Swamp Timothy,high,0.55
C449,PIX,35.91073994,-119.3908279,8/8/2019 16:00,LD,Complete,7A,7A,,NA,Other cover,NA,0.05
C449,PIX,35.91073994,-119.3908279,8/8/2019 16:00,LD,Complete,7A,7A,,41605,Swamp Timothy,medium,0.4
C449,PIX,35.91073994,-119.3908279,8/8/2019 16:00,LD,Complete,7A,7A,,41605,Swamp Timothy,low,0.55
C450,PIX,35.91063003,-119.3871779,8/8/2019 15:21,TB,Complete,8A,8A,,41605,Swamp Timothy,medium,0.25
C450,PIX,35.91063003,-119.3871779,8/8/2019 15:21,TB,Complete,8A,8A,,41605,Swamp Timothy,low,0.75
C452,PIX,35.91161966,-119.3931139,8/8/2019 15:52,TB,Complete,7A,7A,,NA,Other cover,NA,0.05
C452,PIX,35.91161966,-119.3931139,8/8/2019 15:52,TB,Complete,7A,7A,,41605,Swamp Timothy,medium,0.05
C452,PIX,35.91161966,-119.3931139,8/8/2019 15:52,TB,Complete,7A,7A,,41605,Swamp Timothy,low,0.9
C454,PIX,35.91148984,-119.3888001,8/8/2019 15:28,LD,Complete,8A,8A,,41605,Swamp Timothy,low,0.2
C454,PIX,35.91148984,-119.3888001,8/8/2019 15:28,LD,Complete,8A,8A,,41605,Swamp Timothy,high,0.2
C454,PIX,35.91148984,-119.3888001,8/8/2019 15:28,LD,Complete,8A,8A,,41605,Swamp Timothy,medium,0.6
