GlobalID_Qdt,decimalLatitude,decimalLongitude,LIT,unitName,subunitName,recordedBy,eventDate,quadratSize,managementAction,taxonID,vernacularName,stratum,eventRemarks,plantHeight,nSeedHeads,GlobalID_seed,measurementType,measurementValue
102,-122.1595791,39.39555088,SAC,P7A,P7A:4,JM,7/23/2019 15:57,30x30cm,None,502210,Watergrass,high,,80,32,102_2,sh_length_mm,11
102,-122.1595791,39.39555088,SAC,P7A,P7A:4,JM,7/23/2019 15:57,30x30cm,None,502210,Watergrass,high,,80,32,102_2,f2t_length_mm,12
102,-122.1595791,39.39555088,SAC,P7A,P7A:4,JM,7/23/2019 15:57,30x30cm,None,502210,Watergrass,high,,80,32,102_1,f2t_length_mm,13.8
102,-122.1595791,39.39555088,SAC,P7A,P7A:4,JM,7/23/2019 15:57,30x30cm,None,502210,Watergrass,high,,80,32,102_5,sh_length_mm,17
102,-122.1595791,39.39555088,SAC,P7A,P7A:4,JM,7/23/2019 15:57,30x30cm,None,502210,Watergrass,high,,80,32,102_5,f2t_length_mm,26.7
103,-122.1596526,39.39558637,SAC,P7A,P7A:4,JM,7/23/2019 16:01,30x30cm,None,502210,Watergrass,low,,64,22,103_2,f2t_length_mm,6.6
103,-122.1596526,39.39558637,SAC,P7A,P7A:4,JM,7/23/2019 16:01,30x30cm,None,502210,Watergrass,low,,64,22,103_4,sh_length_mm,8.2
103,-122.1596526,39.39558637,SAC,P7A,P7A:4,JM,7/23/2019 16:01,30x30cm,None,502210,Watergrass,low,,64,22,103_4,f2t_length_mm,9.5
103,-122.1596526,39.39558637,SAC,P7A,P7A:4,JM,7/23/2019 16:01,30x30cm,None,502210,Watergrass,low,,64,22,103_2,sh_length_mm,10.5
103,-122.1596526,39.39558637,SAC,P7A,P7A:4,JM,7/23/2019 16:01,30x30cm,None,502210,Watergrass,low,,64,22,103_5,sh_length_mm,11.4
103,-122.1596526,39.39558637,SAC,P7A,P7A:4,JM,7/23/2019 16:01,30x30cm,None,502210,Watergrass,low,,64,22,103_1,sh_length_mm,12.2
103,-122.1596526,39.39558637,SAC,P7A,P7A:4,JM,7/23/2019 16:01,30x30cm,None,502210,Watergrass,low,,64,22,103_1,f2t_length_mm,12.6
103,-122.1596526,39.39558637,SAC,P7A,P7A:4,JM,7/23/2019 16:01,30x30cm,None,502210,Watergrass,low,,64,22,103_3,sh_length_mm,12.8
103,-122.1596526,39.39558637,SAC,P7A,P7A:4,JM,7/23/2019 16:01,30x30cm,None,502210,Watergrass,low,,64,22,103_3,f2t_length_mm,16.1
103,-122.1596526,39.39558637,SAC,P7A,P7A:4,JM,7/23/2019 16:01,30x30cm,None,502210,Watergrass,low,,64,22,103_5,f2t_length_mm,16.5
104,-122.167427,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:04,30x30cm,None,502210,Watergrass,high,,76,52,104_1,f2t_length_mm,4.6
104,-122.167427,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:04,30x30cm,None,502210,Watergrass,high,,76,52,104_3,f2t_length_mm,5.2
104,-122.167427,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:04,30x30cm,None,502210,Watergrass,high,,76,52,104_3,sh_length_mm,5.8
104,-122.167427,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:04,30x30cm,None,502210,Watergrass,high,,76,52,104_1,sh_length_mm,7.2
104,-122.167427,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:04,30x30cm,None,502210,Watergrass,high,,76,52,104_4,sh_length_mm,7.6
104,-122.167427,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:04,30x30cm,None,502210,Watergrass,high,,76,52,104_5,sh_length_mm,9.2
104,-122.167427,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:04,30x30cm,None,502210,Watergrass,high,,76,52,104_5,f2t_length_mm,10
104,-122.167427,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:04,30x30cm,None,502210,Watergrass,high,,76,52,104_2,sh_length_mm,11
104,-122.167427,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:04,30x30cm,None,502210,Watergrass,high,,76,52,104_4,f2t_length_mm,13.7
104,-122.167427,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:04,30x30cm,None,502210,Watergrass,high,,76,52,104_2,f2t_length_mm,18
105,-122.1674245,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:05,30x30cm,None,502210,Watergrass,high,,56,108,105_1,f2t_length_mm,4.8
105,-122.1674245,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:05,30x30cm,None,502210,Watergrass,high,,56,108,105_5,f2t_length_mm,5.8
105,-122.1674245,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:05,30x30cm,None,502210,Watergrass,high,,56,108,105_1,sh_length_mm,7.4
105,-122.1674245,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:05,30x30cm,None,502210,Watergrass,high,,56,108,105_3,f2t_length_mm,7.5
105,-122.1674245,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:05,30x30cm,None,502210,Watergrass,high,,56,108,105_4,sh_length_mm,8
105,-122.1674245,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:05,30x30cm,None,502210,Watergrass,high,,56,108,105_5,sh_length_mm,8.9
105,-122.1674245,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:05,30x30cm,None,502210,Watergrass,high,,56,108,105_4,f2t_length_mm,9
105,-122.1674245,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:05,30x30cm,None,502210,Watergrass,high,,56,108,105_3,sh_length_mm,9.3
105,-122.1674245,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:05,30x30cm,None,502210,Watergrass,high,,56,108,105_2,sh_length_mm,9.9
105,-122.1674245,39.38993479,SAC,T36,T36:1,JM,7/23/2019 17:05,30x30cm,None,502210,Watergrass,high,,56,108,105_2,f2t_length_mm,18.5
106,-122.1689153,39.38826805,SAC,T36,T36:1,,7/23/2019 17:26,30x30cm,None,502210,Watergrass,low,,92,10,106_2,f2t_length_mm,2.9
106,-122.1689153,39.38826805,SAC,T36,T36:1,,7/23/2019 17:26,30x30cm,None,502210,Watergrass,low,,92,10,106_3,sh_length_mm,5.9
106,-122.1689153,39.38826805,SAC,T36,T36:1,,7/23/2019 17:26,30x30cm,None,502210,Watergrass,low,,92,10,106_2,sh_length_mm,7
106,-122.1689153,39.38826805,SAC,T36,T36:1,,7/23/2019 17:26,30x30cm,None,502210,Watergrass,low,,92,10,106_1,f2t_length_mm,7.1
106,-122.1689153,39.38826805,SAC,T36,T36:1,,7/23/2019 17:26,30x30cm,None,502210,Watergrass,low,,92,10,106_3,f2t_length_mm,7.3
106,-122.1689153,39.38826805,SAC,T36,T36:1,,7/23/2019 17:26,30x30cm,None,502210,Watergrass,low,,92,10,106_4,sh_length_mm,8.2
106,-122.1689153,39.38826805,SAC,T36,T36:1,,7/23/2019 17:26,30x30cm,None,502210,Watergrass,low,,92,10,106_1,sh_length_mm,8.7
106,-122.1689153,39.38826805,SAC,T36,T36:1,,7/23/2019 17:26,30x30cm,None,502210,Watergrass,low,,92,10,106_5,sh_length_mm,11.5
106,-122.1689153,39.38826805,SAC,T36,T36:1,,7/23/2019 17:26,30x30cm,None,502210,Watergrass,low,,92,10,106_4,f2t_length_mm,20.5
106,-122.1689153,39.38826805,SAC,T36,T36:1,,7/23/2019 17:26,30x30cm,None,502210,Watergrass,low,,92,10,106_5,f2t_length_mm,23.5
107,-122.1689778,39.38831926,SAC,T36,T36:1,JM,7/23/2019 17:27,30x30cm,None,502210,Watergrass,high,,83,47,107_3,f2t_length_mm,5
107,-122.1689778,39.38831926,SAC,T36,T36:1,JM,7/23/2019 17:27,30x30cm,None,502210,Watergrass,high,,83,47,107_2,f2t_length_mm,8.2
107,-122.1689778,39.38831926,SAC,T36,T36:1,JM,7/23/2019 17:27,30x30cm,None,502210,Watergrass,high,,83,47,107_2,sh_length_mm,8.5
107,-122.1689778,39.38831926,SAC,T36,T36:1,JM,7/23/2019 17:27,30x30cm,None,502210,Watergrass,high,,83,47,107_1,sh_length_mm,10.9
107,-122.1689778,39.38831926,SAC,T36,T36:1,JM,7/23/2019 17:27,30x30cm,None,502210,Watergrass,high,,83,47,107_5,sh_length_mm,11.8
107,-122.1689778,39.38831926,SAC,T36,T36:1,JM,7/23/2019 17:27,30x30cm,None,502210,Watergrass,high,,83,47,107_3,sh_length_mm,13
107,-122.1689778,39.38831926,SAC,T36,T36:1,JM,7/23/2019 17:27,30x30cm,None,502210,Watergrass,high,,83,47,107_4,sh_length_mm,13.1
107,-122.1689778,39.38831926,SAC,T36,T36:1,JM,7/23/2019 17:27,30x30cm,None,502210,Watergrass,high,,83,47,107_5,f2t_length_mm,21.2
107,-122.1689778,39.38831926,SAC,T36,T36:1,JM,7/23/2019 17:27,30x30cm,None,502210,Watergrass,high,,83,47,107_1,f2t_length_mm,24
107,-122.1689778,39.38831926,SAC,T36,T36:1,JM,7/23/2019 17:27,30x30cm,None,502210,Watergrass,high,,83,47,107_4,f2t_length_mm,26.5
108,-122.1686673,39.38959717,SAC,T36,T36:1,JM,7/23/2019 17:37,30x30cm,None,502210,Watergrass,low,,0,6,108_1,f2t_length_mm,8.6
108,-122.1686673,39.38959717,SAC,T36,T36:1,JM,7/23/2019 17:37,30x30cm,None,502210,Watergrass,low,,0,6,108_1,sh_length_mm,11.1
108,-122.1686673,39.38959717,SAC,T36,T36:1,JM,7/23/2019 17:37,30x30cm,None,502210,Watergrass,low,,0,6,108_3,f2t_length_mm,11.3
108,-122.1686673,39.38959717,SAC,T36,T36:1,JM,7/23/2019 17:37,30x30cm,None,502210,Watergrass,low,,0,6,108_5,sh_length_mm,12.5
108,-122.1686673,39.38959717,SAC,T36,T36:1,JM,7/23/2019 17:37,30x30cm,None,502210,Watergrass,low,,0,6,108_4,sh_length_mm,13.6
108,-122.1686673,39.38959717,SAC,T36,T36:1,JM,7/23/2019 17:37,30x30cm,None,502210,Watergrass,low,,0,6,108_3,sh_length_mm,14.5
108,-122.1686673,39.38959717,SAC,T36,T36:1,JM,7/23/2019 17:37,30x30cm,None,502210,Watergrass,low,,0,6,108_2,sh_length_mm,14.7
108,-122.1686673,39.38959717,SAC,T36,T36:1,JM,7/23/2019 17:37,30x30cm,None,502210,Watergrass,low,,0,6,108_5,f2t_length_mm,19.5
108,-122.1686673,39.38959717,SAC,T36,T36:1,JM,7/23/2019 17:37,30x30cm,None,502210,Watergrass,low,,0,6,108_2,f2t_length_mm,21
108,-122.1686673,39.38959717,SAC,T36,T36:1,JM,7/23/2019 17:37,30x30cm,None,502210,Watergrass,low,,0,6,108_4,f2t_length_mm,25.6
109,-122.1686426,39.3896633,SAC,T36,T36:1,JM,7/23/2019 17:40,30x30cm,None,502210,Watergrass,medium,,59,23,109_1,f2t_length_mm,7.6
109,-122.1686426,39.3896633,SAC,T36,T36:1,JM,7/23/2019 17:40,30x30cm,None,502210,Watergrass,medium,,59,23,109_5,sh_length_mm,8.1
109,-122.1686426,39.3896633,SAC,T36,T36:1,JM,7/23/2019 17:40,30x30cm,None,502210,Watergrass,medium,,59,23,109_3,sh_length_mm,8.4
109,-122.1686426,39.3896633,SAC,T36,T36:1,JM,7/23/2019 17:40,30x30cm,None,502210,Watergrass,medium,,59,23,109_4,sh_length_mm,8.7
109,-122.1686426,39.3896633,SAC,T36,T36:1,JM,7/23/2019 17:40,30x30cm,None,502210,Watergrass,medium,,59,23,109_3,f2t_length_mm,9.6
109,-122.1686426,39.3896633,SAC,T36,T36:1,JM,7/23/2019 17:40,30x30cm,None,502210,Watergrass,medium,,59,23,109_1,sh_length_mm,9.7
109,-122.1686426,39.3896633,SAC,T36,T36:1,JM,7/23/2019 17:40,30x30cm,None,502210,Watergrass,medium,,59,23,109_2,sh_length_mm,10.2
109,-122.1686426,39.3896633,SAC,T36,T36:1,JM,7/23/2019 17:40,30x30cm,None,502210,Watergrass,medium,,59,23,109_5,f2t_length_mm,11.2
109,-122.1686426,39.3896633,SAC,T36,T36:1,JM,7/23/2019 17:40,30x30cm,None,502210,Watergrass,medium,,59,23,109_2,f2t_length_mm,15.8
109,-122.1686426,39.3896633,SAC,T36,T36:1,JM,7/23/2019 17:40,30x30cm,None,502210,Watergrass,medium,,59,23,109_4,f2t_length_mm,16.7
110,-122.1686746,39.3904683,SAC,T36,T36:1,JM,7/23/2019 17:48,30x30cm,None,502210,Watergrass,high,,68,33,110_2,f2t_length_mm,4.1
110,-122.1686746,39.3904683,SAC,T36,T36:1,JM,7/23/2019 17:48,30x30cm,None,502210,Watergrass,high,,68,33,110_5,sh_length_mm,8.2
110,-122.1686746,39.3904683,SAC,T36,T36:1,JM,7/23/2019 17:48,30x30cm,None,502210,Watergrass,high,,68,33,110_3,sh_length_mm,8.9
110,-122.1686746,39.3904683,SAC,T36,T36:1,JM,7/23/2019 17:48,30x30cm,None,502210,Watergrass,high,,68,33,110_1,sh_length_mm,9.7
110,-122.1686746,39.3904683,SAC,T36,T36:1,JM,7/23/2019 17:48,30x30cm,None,502210,Watergrass,high,,68,33,110_4,sh_length_mm,10
110,-122.1686746,39.3904683,SAC,T36,T36:1,JM,7/23/2019 17:48,30x30cm,None,502210,Watergrass,high,,68,33,110_5,f2t_length_mm,11.6
110,-122.1686746,39.3904683,SAC,T36,T36:1,JM,7/23/2019 17:48,30x30cm,None,502210,Watergrass,high,,68,33,110_2,sh_length_mm,12
110,-122.1686746,39.3904683,SAC,T36,T36:1,JM,7/23/2019 17:48,30x30cm,None,502210,Watergrass,high,,68,33,110_3,f2t_length_mm,18.4
110,-122.1686746,39.3904683,SAC,T36,T36:1,JM,7/23/2019 17:48,30x30cm,None,502210,Watergrass,high,,68,33,110_4,f2t_length_mm,23.6
110,-122.1686746,39.3904683,SAC,T36,T36:1,JM,7/23/2019 17:48,30x30cm,None,502210,Watergrass,high,,68,33,110_1,f2t_length_mm,25.4
111,-122.1686696,39.39048137,SAC,T36,T36:1,JM,7/23/2019 17:53,30x30cm,None,502210,Watergrass,medium,,101,8,111_1,f2t_length_mm,6.2
111,-122.1686696,39.39048137,SAC,T36,T36:1,JM,7/23/2019 17:53,30x30cm,None,502210,Watergrass,medium,,101,8,111_2,f2t_length_mm,6.2
111,-122.1686696,39.39048137,SAC,T36,T36:1,JM,7/23/2019 17:53,30x30cm,None,502210,Watergrass,medium,,101,8,111_3,f2t_length_mm,6.6
111,-122.1686696,39.39048137,SAC,T36,T36:1,JM,7/23/2019 17:53,30x30cm,None,502210,Watergrass,medium,,101,8,111_2,sh_length_mm,8.7
111,-122.1686696,39.39048137,SAC,T36,T36:1,JM,7/23/2019 17:53,30x30cm,None,502210,Watergrass,medium,,101,8,111_5,f2t_length_mm,13.3
111,-122.1686696,39.39048137,SAC,T36,T36:1,JM,7/23/2019 17:53,30x30cm,None,502210,Watergrass,medium,,101,8,111_4,f2t_length_mm,14
111,-122.1686696,39.39048137,SAC,T36,T36:1,JM,7/23/2019 17:53,30x30cm,None,502210,Watergrass,medium,,101,8,111_1,sh_length_mm,14.2
111,-122.1686696,39.39048137,SAC,T36,T36:1,JM,7/23/2019 17:53,30x30cm,None,502210,Watergrass,medium,,101,8,111_3,sh_length_mm,15.3
111,-122.1686696,39.39048137,SAC,T36,T36:1,JM,7/23/2019 17:53,30x30cm,None,502210,Watergrass,medium,,101,8,111_5,sh_length_mm,15.7
111,-122.1686696,39.39048137,SAC,T36,T36:1,JM,7/23/2019 17:53,30x30cm,None,502210,Watergrass,medium,,101,8,111_4,sh_length_mm,17.5
112,-122.1780156,39.38655378,SAC,T35,T35:1,JM,7/23/2019 19:34,30x30cm,None,502210,Watergrass,medium,,78,10,112_4,f2t_length_mm,6.5
112,-122.1780156,39.38655378,SAC,T35,T35:1,JM,7/23/2019 19:34,30x30cm,None,502210,Watergrass,medium,,78,10,112_4,sh_length_mm,9.5
112,-122.1780156,39.38655378,SAC,T35,T35:1,JM,7/23/2019 19:34,30x30cm,None,502210,Watergrass,medium,,78,10,112_3,sh_length_mm,10
112,-122.1780156,39.38655378,SAC,T35,T35:1,JM,7/23/2019 19:34,30x30cm,None,502210,Watergrass,medium,,78,10,112_5,f2t_length_mm,11
112,-122.1780156,39.38655378,SAC,T35,T35:1,JM,7/23/2019 19:34,30x30cm,None,502210,Watergrass,medium,,78,10,112_2,sh_length_mm,11.8
112,-122.1780156,39.38655378,SAC,T35,T35:1,JM,7/23/2019 19:34,30x30cm,None,502210,Watergrass,medium,,78,10,112_5,sh_length_mm,12
112,-122.1780156,39.38655378,SAC,T35,T35:1,JM,7/23/2019 19:34,30x30cm,None,502210,Watergrass,medium,,78,10,112_1,f2t_length_mm,14.3
112,-122.1780156,39.38655378,SAC,T35,T35:1,JM,7/23/2019 19:34,30x30cm,None,502210,Watergrass,medium,,78,10,112_2,f2t_length_mm,14.5
112,-122.1780156,39.38655378,SAC,T35,T35:1,JM,7/23/2019 19:34,30x30cm,None,502210,Watergrass,medium,,78,10,112_1,sh_length_mm,14.9
112,-122.1780156,39.38655378,SAC,T35,T35:1,JM,7/23/2019 19:34,30x30cm,None,502210,Watergrass,medium,,78,10,112_3,f2t_length_mm,19.5
113,-122.1780099,39.3865317,SAC,T35,T35:1,JM,7/23/2019 18:24,30x30cm,None,502210,Watergrass,medium,,87,12,113_1,f2t_length_mm,5.1
113,-122.1780099,39.3865317,SAC,T35,T35:1,JM,7/23/2019 18:24,30x30cm,None,502210,Watergrass,medium,,87,12,113_2,f2t_length_mm,6
113,-122.1780099,39.3865317,SAC,T35,T35:1,JM,7/23/2019 18:24,30x30cm,None,502210,Watergrass,medium,,87,12,113_4,f2t_length_mm,7.2
113,-122.1780099,39.3865317,SAC,T35,T35:1,JM,7/23/2019 18:24,30x30cm,None,502210,Watergrass,medium,,87,12,113_1,sh_length_mm,7.7
113,-122.1780099,39.3865317,SAC,T35,T35:1,JM,7/23/2019 18:24,30x30cm,None,502210,Watergrass,medium,,87,12,113_4,sh_length_mm,10
113,-122.1780099,39.3865317,SAC,T35,T35:1,JM,7/23/2019 18:24,30x30cm,None,502210,Watergrass,medium,,87,12,113_5,sh_length_mm,12.7
113,-122.1780099,39.3865317,SAC,T35,T35:1,JM,7/23/2019 18:24,30x30cm,None,502210,Watergrass,medium,,87,12,113_2,sh_length_mm,13.1
113,-122.1780099,39.3865317,SAC,T35,T35:1,JM,7/23/2019 18:24,30x30cm,None,502210,Watergrass,medium,,87,12,113_3,f2t_length_mm,13.9
113,-122.1780099,39.3865317,SAC,T35,T35:1,JM,7/23/2019 18:24,30x30cm,None,502210,Watergrass,medium,,87,12,113_3,sh_length_mm,17.5
113,-122.1780099,39.3865317,SAC,T35,T35:1,JM,7/23/2019 18:24,30x30cm,None,502210,Watergrass,medium,,87,12,113_5,f2t_length_mm,17.6
114,-122.1783745,39.38530199,SAC,T35,T35:1,JM,7/23/2019 18:35,30x30cm,None,502210,Watergrass,low,,9,4,114_3,f2t_length_mm,7.5
114,-122.1783745,39.38530199,SAC,T35,T35:1,JM,7/23/2019 18:35,30x30cm,None,502210,Watergrass,low,,9,4,114_4,f2t_length_mm,10.7
114,-122.1783745,39.38530199,SAC,T35,T35:1,JM,7/23/2019 18:35,30x30cm,None,502210,Watergrass,low,,9,4,114_2,sh_length_mm,11
114,-122.1783745,39.38530199,SAC,T35,T35:1,JM,7/23/2019 18:35,30x30cm,None,502210,Watergrass,low,,9,4,114_3,sh_length_mm,18.1
114,-122.1783745,39.38530199,SAC,T35,T35:1,JM,7/23/2019 18:35,30x30cm,None,502210,Watergrass,low,,9,4,114_4,sh_length_mm,19.5
114,-122.1783745,39.38530199,SAC,T35,T35:1,JM,7/23/2019 18:35,30x30cm,None,502210,Watergrass,low,,9,4,114_2,f2t_length_mm,23.1
114,-122.1783745,39.38530199,SAC,T35,T35:1,JM,7/23/2019 18:35,30x30cm,None,502210,Watergrass,low,,9,4,114_1,sh_length_mm,25.4
114,-122.1783745,39.38530199,SAC,T35,T35:1,JM,7/23/2019 18:35,30x30cm,None,502210,Watergrass,low,,9,4,114_1,f2t_length_mm,47.4
115,-122.178339,39.38527638,SAC,T35,T35:1,JM,7/23/2019 18:37,30x30cm,None,502210,Watergrass,medium,,93,6,115_2,sh_length_mm,13.6
115,-122.178339,39.38527638,SAC,T35,T35:1,JM,7/23/2019 18:37,30x30cm,None,502210,Watergrass,medium,,93,6,115_3,f2t_length_mm,15.6
115,-122.178339,39.38527638,SAC,T35,T35:1,JM,7/23/2019 18:37,30x30cm,None,502210,Watergrass,medium,,93,6,115_1,sh_length_mm,16.8
115,-122.178339,39.38527638,SAC,T35,T35:1,JM,7/23/2019 18:37,30x30cm,None,502210,Watergrass,medium,,93,6,115_5,sh_length_mm,17.6
115,-122.178339,39.38527638,SAC,T35,T35:1,JM,7/23/2019 18:37,30x30cm,None,502210,Watergrass,medium,,93,6,115_3,sh_length_mm,18.4
115,-122.178339,39.38527638,SAC,T35,T35:1,JM,7/23/2019 18:37,30x30cm,None,502210,Watergrass,medium,,93,6,115_4,f2t_length_mm,21.5
115,-122.178339,39.38527638,SAC,T35,T35:1,JM,7/23/2019 18:37,30x30cm,None,502210,Watergrass,medium,,93,6,115_4,sh_length_mm,22.1
115,-122.178339,39.38527638,SAC,T35,T35:1,JM,7/23/2019 18:37,30x30cm,None,502210,Watergrass,medium,,93,6,115_1,f2t_length_mm,26.1
115,-122.178339,39.38527638,SAC,T35,T35:1,JM,7/23/2019 18:37,30x30cm,None,502210,Watergrass,medium,,93,6,115_2,f2t_length_mm,29
115,-122.178339,39.38527638,SAC,T35,T35:1,JM,7/23/2019 18:37,30x30cm,None,502210,Watergrass,medium,,93,6,115_5,f2t_length_mm,32.4
118,-122.1750505,39.38643983,SAC,T35,T35:1,JM,7/23/2019 19:30,30x30cm,None,502210,Watergrass,medium,,76,9,118_4,f2t_length_mm,11.3
118,-122.1750505,39.38643983,SAC,T35,T35:1,JM,7/23/2019 19:30,30x30cm,None,502210,Watergrass,medium,,76,9,118_5,f2t_length_mm,12.5
118,-122.1750505,39.38643983,SAC,T35,T35:1,JM,7/23/2019 19:30,30x30cm,None,502210,Watergrass,medium,,76,9,118_3,sh_length_mm,13.2
118,-122.1750505,39.38643983,SAC,T35,T35:1,JM,7/23/2019 19:30,30x30cm,None,502210,Watergrass,medium,,76,9,118_1,f2t_length_mm,14
118,-122.1750505,39.38643983,SAC,T35,T35:1,JM,7/23/2019 19:30,30x30cm,None,502210,Watergrass,medium,,76,9,118_2,sh_length_mm,14.2
118,-122.1750505,39.38643983,SAC,T35,T35:1,JM,7/23/2019 19:30,30x30cm,None,502210,Watergrass,medium,,76,9,118_5,sh_length_mm,14.6
118,-122.1750505,39.38643983,SAC,T35,T35:1,JM,7/23/2019 19:30,30x30cm,None,502210,Watergrass,medium,,76,9,118_3,f2t_length_mm,15.7
118,-122.1750505,39.38643983,SAC,T35,T35:1,JM,7/23/2019 19:30,30x30cm,None,502210,Watergrass,medium,,76,9,118_2,f2t_length_mm,16.1
118,-122.1750505,39.38643983,SAC,T35,T35:1,JM,7/23/2019 19:30,30x30cm,None,502210,Watergrass,medium,,76,9,118_1,sh_length_mm,16.2
118,-122.1750505,39.38643983,SAC,T35,T35:1,JM,7/23/2019 19:30,30x30cm,None,502210,Watergrass,medium,,76,9,118_4,sh_length_mm,19.3
119,-122.1750455,39.3864351,SAC,T35,T35:1,JM,7/23/2019 19:28,30x30cm,None,502210,Watergrass,low,,92,4,119_2,f2t_length_mm,4.1
119,-122.1750455,39.3864351,SAC,T35,T35:1,JM,7/23/2019 19:28,30x30cm,None,502210,Watergrass,low,,92,4,119_4,f2t_length_mm,6.9
119,-122.1750455,39.3864351,SAC,T35,T35:1,JM,7/23/2019 19:28,30x30cm,None,502210,Watergrass,low,,92,4,119_3,f2t_length_mm,8.9
119,-122.1750455,39.3864351,SAC,T35,T35:1,JM,7/23/2019 19:28,30x30cm,None,502210,Watergrass,low,,92,4,119_4,sh_length_mm,12.9
119,-122.1750455,39.3864351,SAC,T35,T35:1,JM,7/23/2019 19:28,30x30cm,None,502210,Watergrass,low,,92,4,119_2,sh_length_mm,13.4
119,-122.1750455,39.3864351,SAC,T35,T35:1,JM,7/23/2019 19:28,30x30cm,None,502210,Watergrass,low,,92,4,119_1,sh_length_mm,14
119,-122.1750455,39.3864351,SAC,T35,T35:1,JM,7/23/2019 19:28,30x30cm,None,502210,Watergrass,low,,92,4,119_3,sh_length_mm,18.2
119,-122.1750455,39.3864351,SAC,T35,T35:1,JM,7/23/2019 19:28,30x30cm,None,502210,Watergrass,low,,92,4,119_1,f2t_length_mm,26.6
120,-122.1815608,39.38617693,SAC,T35,T35:1,,7/23/2019 19:47,30x30cm,None,502210,Watergrass,medium,,91,7,120_2,f2t_length_mm,4.8
120,-122.1815608,39.38617693,SAC,T35,T35:1,,7/23/2019 19:47,30x30cm,None,502210,Watergrass,medium,,91,7,120_2,sh_length_mm,12.9
120,-122.1815608,39.38617693,SAC,T35,T35:1,,7/23/2019 19:47,30x30cm,None,502210,Watergrass,medium,,91,7,120_1,sh_length_mm,13
120,-122.1815608,39.38617693,SAC,T35,T35:1,,7/23/2019 19:47,30x30cm,None,502210,Watergrass,medium,,91,7,120_5,sh_length_mm,13.5
120,-122.1815608,39.38617693,SAC,T35,T35:1,,7/23/2019 19:47,30x30cm,None,502210,Watergrass,medium,,91,7,120_3,sh_length_mm,14
120,-122.1815608,39.38617693,SAC,T35,T35:1,,7/23/2019 19:47,30x30cm,None,502210,Watergrass,medium,,91,7,120_4,sh_length_mm,15.6
120,-122.1815608,39.38617693,SAC,T35,T35:1,,7/23/2019 19:47,30x30cm,None,502210,Watergrass,medium,,91,7,120_5,f2t_length_mm,18
120,-122.1815608,39.38617693,SAC,T35,T35:1,,7/23/2019 19:47,30x30cm,None,502210,Watergrass,medium,,91,7,120_1,f2t_length_mm,18.3
120,-122.1815608,39.38617693,SAC,T35,T35:1,,7/23/2019 19:47,30x30cm,None,502210,Watergrass,medium,,91,7,120_4,f2t_length_mm,24.6
120,-122.1815608,39.38617693,SAC,T35,T35:1,,7/23/2019 19:47,30x30cm,None,502210,Watergrass,medium,,91,7,120_3,f2t_length_mm,26
121,-122.1815619,39.38615631,SAC,T35,T35:1,,7/23/2019 19:13,30x30cm,None,502210,Watergrass,low,,92,4,121_3,f2t_length_mm,6.5
121,-122.1815619,39.38615631,SAC,T35,T35:1,,7/23/2019 19:13,30x30cm,None,502210,Watergrass,low,,92,4,121_4,f2t_length_mm,6.9
121,-122.1815619,39.38615631,SAC,T35,T35:1,,7/23/2019 19:13,30x30cm,None,502210,Watergrass,low,,92,4,121_4,sh_length_mm,7.3
121,-122.1815619,39.38615631,SAC,T35,T35:1,,7/23/2019 19:13,30x30cm,None,502210,Watergrass,low,,92,4,121_3,sh_length_mm,10.3
121,-122.1815619,39.38615631,SAC,T35,T35:1,,7/23/2019 19:13,30x30cm,None,502210,Watergrass,low,,92,4,121_2,f2t_length_mm,11.2
121,-122.1815619,39.38615631,SAC,T35,T35:1,,7/23/2019 19:13,30x30cm,None,502210,Watergrass,low,,92,4,121_1,sh_length_mm,15
121,-122.1815619,39.38615631,SAC,T35,T35:1,,7/23/2019 19:13,30x30cm,None,502210,Watergrass,low,,92,4,121_2,sh_length_mm,15.9
121,-122.1815619,39.38615631,SAC,T35,T35:1,,7/23/2019 19:13,30x30cm,None,502210,Watergrass,low,,92,4,121_1,f2t_length_mm,34.8
122,-122.0557653,39.18548995,CLS,T6,T6:1,KE,7/25/2019 13:50,30x30cm,None,502210,Watergrass,high,,78,85,122_4,sh_length_mm,8.3
