GlobalID,decimalLatitude,decimalLongitude,LIT,unitName,subunitName,recordedBy,eventDate,plotStatus,eventRemarks,taxonID,vernacularName,stratum,proportionVisibleArea
{D64FE51F-3853-40D6-BCB3-F4A6A802A876},35.73181937,-119.6147641,KRN,4A,4A-3,KH,7/28/2021 17:05,Complete,,41605,Swamp Timothy,medium,0.1
{D64FE51F-3853-40D6-BCB3-F4A6A802A876},35.73181937,-119.6147641,KRN,4A,4A-3,KH,7/28/2021 17:05,Complete,,NA,Other cover,NA,0.85
{647F67F6-2B87-46CF-9354-62CC54CD7F4E},35.73105594,-119.6164542,KRN,4A,4A-3,KH ,7/28/2021 17:13,Complete,,41605,Swamp Timothy,low,0.1
{647F67F6-2B87-46CF-9354-62CC54CD7F4E},35.73105594,-119.6164542,KRN,4A,4A-3,KH ,7/28/2021 17:13,Complete,,41605,Swamp Timothy,high,0.6
{647F67F6-2B87-46CF-9354-62CC54CD7F4E},35.73105594,-119.6164542,KRN,4A,4A-3,KH ,7/28/2021 17:13,Complete,,NA,Other cover,NA,0.3
{5963B467-303E-4535-9042-895963CCFCFC},35.73162394,-119.6174248,KRN,4A,4A-3,KH ,7/28/2021 17:24,Complete,,41605,Swamp Timothy,low,0.15
{5963B467-303E-4535-9042-895963CCFCFC},35.73162394,-119.6174248,KRN,4A,4A-3,KH ,7/28/2021 17:24,Complete,,41605,Swamp Timothy,high,0.5
{5963B467-303E-4535-9042-895963CCFCFC},35.73162394,-119.6174248,KRN,4A,4A-3,KH ,7/28/2021 17:24,Complete,,NA,Other cover,NA,0.35
{794F033C-6831-4A45-816E-55EECA27A53F},35.74274127,-119.6186121,KRN,5B,5B-3,Rebeca,7/28/2021 17:51,NoFoodVisible,,NA,Other cover,NA,1
{DE4DF129-B721-431F-B6B7-A7297A397ADC},35.74493869,-119.6198455,KRN,5B,5B-1,Rebeca,7/28/2021 18:02,Complete,,41605,Swamp Timothy,low,0.7
{DE4DF129-B721-431F-B6B7-A7297A397ADC},35.74493869,-119.6198455,KRN,5B,5B-1,Rebeca,7/28/2021 18:02,Complete,,41605,Swamp Timothy,medium,0.05
{DE4DF129-B721-431F-B6B7-A7297A397ADC},35.74493869,-119.6198455,KRN,5B,5B-1,Rebeca,7/28/2021 18:02,Complete,,NA,Other cover,NA,0.25
{4466EFA4-E101-4BD1-83FC-D4577A14956A},35.75149323,-119.6126036,KRN,6A,6A-1,KH,7/28/2021 18:15,Complete,,41605,Swamp Timothy,low,0.3
{4466EFA4-E101-4BD1-83FC-D4577A14956A},35.75149323,-119.6126036,KRN,6A,6A-1,KH,7/28/2021 18:15,Complete,,41605,Swamp Timothy,medium,0.1
{4466EFA4-E101-4BD1-83FC-D4577A14956A},35.75149323,-119.6126036,KRN,6A,6A-1,KH,7/28/2021 18:15,Complete,,NA,Other cover,NA,0.6
{4FA8C2A5-7B29-4621-8369-33120DE1BEDB},35.74390518,-119.6215472,KRN,5B,5B-1,Rebeca,7/28/2021 18:17,Complete,,41605,Swamp Timothy,low,0.4
{4FA8C2A5-7B29-4621-8369-33120DE1BEDB},35.74390518,-119.6215472,KRN,5B,5B-1,Rebeca,7/28/2021 18:17,Complete,,NA,Other cover,NA,0.6
{3294F32E-CCA0-4ABD-98F2-302112180C14},35.7496498,-119.61434,KRN,6A,6A-1,KH,7/28/2021 18:32,Complete,,41605,Swamp Timothy,low,1
{C2D9EDD9-01CD-4B7F-8B88-62E3D894519E},35.74805769,-119.6154023,KRN,6A,6A-1,KH,7/28/2021 18:43,Complete,,41605,Swamp Timothy,low,0.85
{C2D9EDD9-01CD-4B7F-8B88-62E3D894519E},35.74805769,-119.6154023,KRN,6A,6A-1,KH,7/28/2021 18:43,Complete,,NA,Other cover,NA,0.15
{C41870CB-9A2B-4A3C-B729-42F5816D0FD6},35.74579531,-119.6214673,KRN,5B,5B-1,Rebeca,7/28/2021 19:11,Complete,,41605,Swamp Timothy,low,0.15
{C41870CB-9A2B-4A3C-B729-42F5816D0FD6},35.74579531,-119.6214673,KRN,5B,5B-1,Rebeca,7/28/2021 19:11,Complete,,41605,Swamp Timothy,medium,0.025
{C41870CB-9A2B-4A3C-B729-42F5816D0FD6},35.74579531,-119.6214673,KRN,5B,5B-1,Rebeca,7/28/2021 19:11,Complete,,NA,Other cover,NA,0.85
{5A1CB6EC-1772-409A-BDCF-CBEFF9D8CAFA},35.7456462,-119.6161678,KRN,5B,5B-3,Rebeca,7/28/2021 19:28,Complete,,41605,Swamp Timothy,low,0.05
{5A1CB6EC-1772-409A-BDCF-CBEFF9D8CAFA},35.7456462,-119.6161678,KRN,5B,5B-3,Rebeca,7/28/2021 19:28,Complete,,41605,Swamp Timothy,medium,0.8
{5A1CB6EC-1772-409A-BDCF-CBEFF9D8CAFA},35.7456462,-119.6161678,KRN,5B,5B-3,Rebeca,7/28/2021 19:28,Complete,,NA,Other cover,NA,0.15
{CC5FB186-CC76-4ED8-9815-D1A84C127FB2},35.74929449,-119.6017531,KRN,6A,6A-5,KH,7/28/2021 19:30,Complete,,41605,Swamp Timothy,low,1
{34C89633-F343-4D9B-ACA8-672A7D2F590A},35.7477306,-119.6038094,KRN,6A,6A-5,KH,7/28/2021 19:40,Complete,,41605,Swamp Timothy,low,0.4
{34C89633-F343-4D9B-ACA8-672A7D2F590A},35.7477306,-119.6038094,KRN,6A,6A-5,KH,7/28/2021 19:40,Complete,,41605,Swamp Timothy,medium,0.1
{34C89633-F343-4D9B-ACA8-672A7D2F590A},35.7477306,-119.6038094,KRN,6A,6A-5,KH,7/28/2021 19:40,Complete,,NA,Other cover,NA,0.5
{CAC6F6B1-08CB-4242-9D1A-143F80A07A91},35.74541348,-119.6175041,KRN,5B,5B-3,AB,7/28/2021 19:43,Complete,,41605,Swamp Timothy,low,0.4
{CAC6F6B1-08CB-4242-9D1A-143F80A07A91},35.74541348,-119.6175041,KRN,5B,5B-3,AB,7/28/2021 19:43,Complete,,41605,Swamp Timothy,medium,0.3
{CAC6F6B1-08CB-4242-9D1A-143F80A07A91},35.74541348,-119.6175041,KRN,5B,5B-3,AB,7/28/2021 19:43,Complete,,NA,Other cover,NA,0.3
{55599ADA-81A6-402A-BC9C-28792E99B505},35.74750738,-119.605477,KRN,6A,6A-5,KH ,7/28/2021 19:53,NoFoodVisible,,NA,Other cover,NA,1
{DF9814EF-5D35-49AC-91EF-425DF988EEBE},35.74860615,-119.6060936,KRN,6A,6A-3,KH,7/28/2021 20:16,Complete,,41605,Swamp Timothy,medium,0.2
{DF9814EF-5D35-49AC-91EF-425DF988EEBE},35.74860615,-119.6060936,KRN,6A,6A-3,KH,7/28/2021 20:16,Complete,,41605,Swamp Timothy,low,0.8
{534B2C6B-DF62-4636-A3A2-949A833BAC60},35.74812223,-119.6081039,KRN,6A,6A-3,KH,7/28/2021 20:30,Complete,,41605,Swamp Timothy,low,0.1
{534B2C6B-DF62-4636-A3A2-949A833BAC60},35.74812223,-119.6081039,KRN,6A,6A-3,KH,7/28/2021 20:30,Complete,,41605,Swamp Timothy,medium,0.8
{534B2C6B-DF62-4636-A3A2-949A833BAC60},35.74812223,-119.6081039,KRN,6A,6A-3,KH,7/28/2021 20:30,Complete,,41605,Swamp Timothy,high,0.1
{B247C359-2A03-469B-9D79-D5060CC2C990},35.74713562,-119.611462,KRN,6A,6A-2,Tb,7/28/2021 20:43,NoFoodVisible,,NA,Other cover,NA,1
{2EBFAEAE-B810-4346-B2F5-6834E54B89C0},35.75117651,-119.6109589,KRN,6A,6A-2,KH,7/28/2021 21:11,Complete,,41605,Swamp Timothy,low,0.9
{2EBFAEAE-B810-4346-B2F5-6834E54B89C0},35.75117651,-119.6109589,KRN,6A,6A-2,KH,7/28/2021 21:11,Complete,,NA,Other cover,NA,0.1
{49BDBC49-E226-42F8-901D-5F98EAEDC6B8},35.75009646,-119.6110047,KRN,6A,6A-2,Tb,7/28/2021 21:11,Complete,,41605,Swamp Timothy,low,0.6
{49BDBC49-E226-42F8-901D-5F98EAEDC6B8},35.75009646,-119.6110047,KRN,6A,6A-2,Tb,7/28/2021 21:11,Complete,,NA,Other cover,NA,0.4
{DDADD43D-DE60-49BC-BC0D-1FAC3E8E2131},35.75247986,-119.6092453,KRN,6A,6A-2,Tb,7/28/2021 21:26,Complete,,41605,Swamp Timothy,medium,0.05
{DDADD43D-DE60-49BC-BC0D-1FAC3E8E2131},35.75247986,-119.6092453,KRN,6A,6A-2,Tb,7/28/2021 21:26,Complete,,41605,Swamp Timothy,low,0.9
{DDADD43D-DE60-49BC-BC0D-1FAC3E8E2131},35.75247986,-119.6092453,KRN,6A,6A-2,Tb,7/28/2021 21:26,Complete,,NA,Other cover,NA,0.05
{3CBF0FCD-D58A-4A0B-9F29-0B957EF3E1A4},35.7503558,-119.6010447,KRN,6A,6A-4,KH,7/29/2021 13:27,Complete,,41605,Swamp Timothy,low,0.75
{3CBF0FCD-D58A-4A0B-9F29-0B957EF3E1A4},35.7503558,-119.6010447,KRN,6A,6A-4,KH,7/29/2021 13:27,Complete,,NA,Other cover,NA,0.25
{8E848D40-B557-4718-B83C-72CFD9DED8BF},35.75095203,-119.6030091,KRN,6A,6A-4,KH,7/29/2021 13:35,Complete,,41605,Swamp Timothy,medium,0.05
{8E848D40-B557-4718-B83C-72CFD9DED8BF},35.75095203,-119.6030091,KRN,6A,6A-4,KH,7/29/2021 13:35,Complete,,41605,Swamp Timothy,low,0.75
{8E848D40-B557-4718-B83C-72CFD9DED8BF},35.75095203,-119.6030091,KRN,6A,6A-4,KH,7/29/2021 13:35,Complete,,NA,Other cover,NA,0.25
{F608A838-DC94-4704-BE56-1C8C569F4320},35.75098948,-119.6043341,KRN,6A,6A-4,KH ,7/29/2021 13:45,Complete,,41605,Swamp Timothy,low,0.4
{F608A838-DC94-4704-BE56-1C8C569F4320},35.75098948,-119.6043341,KRN,6A,6A-4,KH ,7/29/2021 13:45,Complete,,41605,Swamp Timothy,medium,0.25
{F608A838-DC94-4704-BE56-1C8C569F4320},35.75098948,-119.6043341,KRN,6A,6A-4,KH ,7/29/2021 13:45,Complete,,NA,Other cover,NA,0.35
{DE111F72-3F14-4484-A1FE-C47D36282539},35.74427657,-119.6059459,KRN,5B,5B-8,KH ,7/29/2021 13:58,Complete,,41605,Swamp Timothy,medium,0.6
{DE111F72-3F14-4484-A1FE-C47D36282539},35.74427657,-119.6059459,KRN,5B,5B-8,KH ,7/29/2021 13:58,Complete,,41605,Swamp Timothy,high,0.25
{DE111F72-3F14-4484-A1FE-C47D36282539},35.74427657,-119.6059459,KRN,5B,5B-8,KH ,7/29/2021 13:58,Complete,,NA,Other cover,NA,0.15
{0D0F0111-E70C-49DA-938F-5F21DE7FB2C2},35.74403462,-119.6069511,KRN,5B,5B-8,KH,7/29/2021 14:08,Complete,,41605,Swamp Timothy,low,0.1
{0D0F0111-E70C-49DA-938F-5F21DE7FB2C2},35.74403462,-119.6069511,KRN,5B,5B-8,KH,7/29/2021 14:08,Complete,,41605,Swamp Timothy,medium,0.3
{0D0F0111-E70C-49DA-938F-5F21DE7FB2C2},35.74403462,-119.6069511,KRN,5B,5B-8,KH,7/29/2021 14:08,Complete,,41605,Swamp Timothy,high,0.6
{0D0F0111-E70C-49DA-938F-5F21DE7FB2C2},35.74403462,-119.6069511,KRN,5B,5B-8,KH,7/29/2021 14:08,Complete,,NA,Other cover,NA,0.025
{B99D74FD-2992-41CF-95F9-59CF34F89FF1},35.74161384,-119.6073855,KRN,5B,5B-8,KH,7/29/2021 14:22,Complete,,41605,Swamp Timothy,low,0.15
{B99D74FD-2992-41CF-95F9-59CF34F89FF1},35.74161384,-119.6073855,KRN,5B,5B-8,KH,7/29/2021 14:22,Complete,,41605,Swamp Timothy,medium,0.85
{7FBC9D97-D139-46E3-A43C-CF882477425D},35.73927715,-119.6108006,KRN,5B,5B-7,KH,7/29/2021 14:35,Complete,,41605,Swamp Timothy,low,0.15
{7FBC9D97-D139-46E3-A43C-CF882477425D},35.73927715,-119.6108006,KRN,5B,5B-7,KH,7/29/2021 14:35,Complete,,41605,Swamp Timothy,medium,0.25
{7FBC9D97-D139-46E3-A43C-CF882477425D},35.73927715,-119.6108006,KRN,5B,5B-7,KH,7/29/2021 14:35,Complete,,41605,Swamp Timothy,high,0.6
{75EF7A9F-400C-4F10-98B2-437354B0C7C0},35.74118594,-119.6113828,KRN,5B,5B-7,KH,7/29/2021 14:46,Complete,,41605,Swamp Timothy,high,0.2
{75EF7A9F-400C-4F10-98B2-437354B0C7C0},35.74118594,-119.6113828,KRN,5B,5B-7,KH,7/29/2021 14:46,Complete,,41605,Swamp Timothy,medium,0.5
{75EF7A9F-400C-4F10-98B2-437354B0C7C0},35.74118594,-119.6113828,KRN,5B,5B-7,KH,7/29/2021 14:46,Complete,,41605,Swamp Timothy,low,0.3
{C0D7C99C-A6F4-443D-9514-1FA025DDD8C4},35.74277801,-119.6103204,KRN,5B,5B-7,KH,7/29/2021 14:58,Complete,,41605,Swamp Timothy,low,0.15
{C0D7C99C-A6F4-443D-9514-1FA025DDD8C4},35.74277801,-119.6103204,KRN,5B,5B-7,KH,7/29/2021 14:58,Complete,,41605,Swamp Timothy,medium,0.15
{C0D7C99C-A6F4-443D-9514-1FA025DDD8C4},35.74277801,-119.6103204,KRN,5B,5B-7,KH,7/29/2021 14:58,Complete,,41605,Swamp Timothy,high,0.65
{C0D7C99C-A6F4-443D-9514-1FA025DDD8C4},35.74277801,-119.6103204,KRN,5B,5B-7,KH,7/29/2021 14:58,Complete,,NA,Other cover,NA,0.05
{E4039BFF-5D1B-47B6-8B85-2CC04897187B},35.74404475,-119.6168988,KRN,5B,5B-3,KH,7/29/2021 15:23,Complete,,41605,Swamp Timothy,medium,0.3
{E4039BFF-5D1B-47B6-8B85-2CC04897187B},35.74404475,-119.6168988,KRN,5B,5B-3,KH,7/29/2021 15:23,Complete,,NA,Other cover,NA,0.7
{D0779B8B-D5AE-443E-8390-AC336EC7FA8A},35.90745054,-119.380345,PIX,9B,,KH,7/29/2021 16:41,Complete,,41605,Swamp Timothy,low,0.35
{D0779B8B-D5AE-443E-8390-AC336EC7FA8A},35.90745054,-119.380345,PIX,9B,,KH,7/29/2021 16:41,Complete,,41605,Swamp Timothy,medium,0.4
{D0779B8B-D5AE-443E-8390-AC336EC7FA8A},35.90745054,-119.380345,PIX,9B,,KH,7/29/2021 16:41,Complete,,NA,Other cover,NA,0.25
{06E06219-182E-4D8D-90B8-497A83E1083B},35.90997012,-119.3832206,PIX,9B,,KH ,7/29/2021 16:54,Complete,,41605,Swamp Timothy,low,0.45
{06E06219-182E-4D8D-90B8-497A83E1083B},35.90997012,-119.3832206,PIX,9B,,KH ,7/29/2021 16:54,Complete,,41605,Swamp Timothy,medium,0.5
{06E06219-182E-4D8D-90B8-497A83E1083B},35.90997012,-119.3832206,PIX,9B,,KH ,7/29/2021 16:54,Complete,,NA,Other cover,NA,0.05
{6A3328CF-753E-4085-9CE6-DD758BA5D308},35.90866043,-119.3846094,PIX,8B,,KH,7/29/2021 17:07,Complete,,41605,Swamp Timothy,low,0.95
{6A3328CF-753E-4085-9CE6-DD758BA5D308},35.90866043,-119.3846094,PIX,8B,,KH,7/29/2021 17:07,Complete,,NA,Other cover,NA,0.05
{F9083E08-595A-428F-8428-E3952583E41C},35.90887034,-119.3826062,PIX,9B,,KH ,7/29/2021 17:14,Complete,,41605,Swamp Timothy,low,0.95
{F9083E08-595A-428F-8428-E3952583E41C},35.90887034,-119.3826062,PIX,9B,,KH ,7/29/2021 17:14,Complete,,41605,Swamp Timothy,medium,0.025
{F9083E08-595A-428F-8428-E3952583E41C},35.90887034,-119.3826062,PIX,9B,,KH ,7/29/2021 17:14,Complete,,NA,Other cover,NA,0.01
{1C72A462-8F28-4A3C-8CFE-43A6774CC438},35.90705078,-119.3850149,PIX,8B,,KH ,7/29/2021 17:29,Complete,Most of swamp Timothy covered in dried mud so counted it as no food ,41605,Swamp Timothy,low,0.3
{1C72A462-8F28-4A3C-8CFE-43A6774CC438},35.90705078,-119.3850149,PIX,8B,,KH ,7/29/2021 17:29,Complete,Most of swamp Timothy covered in dried mud so counted it as no food ,NA,Other cover,NA,0.7
{B563FE73-6DBB-4835-9DB7-AD4C1572839A},35.90986018,-119.388542,PIX,8B,,KH,7/29/2021 18:00,Complete,Unit had very little water last winter and was not irrigated.,41605,Swamp Timothy,low,0.15
{B563FE73-6DBB-4835-9DB7-AD4C1572839A},35.90986018,-119.388542,PIX,8B,,KH,7/29/2021 18:00,Complete,Unit had very little water last winter and was not irrigated.,NA,Other cover,NA,0.85
{7010D1F1-B077-4D2D-9BEC-01FF1BDAD939},35.91148984,-119.3888001,PIX,8A,,KH,7/29/2021 18:12,Complete,Unit got very little water last winter and was not irrigated,41605,Swamp Timothy,low,0.3
{7010D1F1-B077-4D2D-9BEC-01FF1BDAD939},35.91148984,-119.3888001,PIX,8A,,KH,7/29/2021 18:12,Complete,Unit got very little water last winter and was not irrigated,NA,Other cover,NA,0.7
{07E59259-2018-4EDF-9497-783811B0572C},35.91063003,-119.3871779,PIX,8A,,KH,7/29/2021 18:19,Complete,,41605,Swamp Timothy,low,0.1
{07E59259-2018-4EDF-9497-783811B0572C},35.91063003,-119.3871779,PIX,8A,,KH,7/29/2021 18:19,Complete,,NA,Other cover,NA,0.9
{6C00E43A-A5A1-435B-8DC4-5DDA9EB4BCD5},35.91157977,-119.382815,PIX,9A,,KH,7/29/2021 18:45,Complete,,41605,Swamp Timothy,medium,0.1
{6C00E43A-A5A1-435B-8DC4-5DDA9EB4BCD5},35.91157977,-119.382815,PIX,9A,,KH,7/29/2021 18:45,Complete,,41605,Swamp Timothy,low,0.55
{6C00E43A-A5A1-435B-8DC4-5DDA9EB4BCD5},35.91157977,-119.382815,PIX,9A,,KH,7/29/2021 18:45,Complete,,NA,Other cover,NA,0.35
{85393694-A1C1-4045-96F1-8C6F8978CC74},35.91267955,-119.3834294,PIX,9A,,KH ,7/29/2021 18:54,Complete,,41605,Swamp Timothy,low,0.75
{85393694-A1C1-4045-96F1-8C6F8978CC74},35.91267955,-119.3834294,PIX,9A,,KH ,7/29/2021 18:54,Complete,,41605,Swamp Timothy,medium,0.05
{85393694-A1C1-4045-96F1-8C6F8978CC74},35.91267955,-119.3834294,PIX,9A,,KH ,7/29/2021 18:54,Complete,,NA,Other cover,NA,0.2
{CFC65AED-53D5-4A90-AC0A-51DCF6D6D509},35.91192975,-119.3854573,PIX,9A,,KH,7/29/2021 19:03,Complete,,41605,Swamp Timothy,low,0.6
{CFC65AED-53D5-4A90-AC0A-51DCF6D6D509},35.91192975,-119.3854573,PIX,9A,,KH,7/29/2021 19:03,Complete,,NA,Other cover,NA,0.4
{7ADFFF3D-AA06-4A40-AA74-CBB19CEE5F90},35.9123696,-119.3910861,PIX,8A,,KH,7/29/2021 19:24,NoFoodVisible,,NA,Other cover,NA,1
{9780BA8D-CE40-42F3-A5E9-CD3D7244CFFA},35.91196975,-119.3867846,PIX,8A,,KH ,7/29/2021 19:26,NoFoodVisible,,NA,Other cover,NA,1
{0366410E-A95E-4AE3-ADCE-451541DD9E0A},35.91283956,-119.3887387,PIX,8A,,KH,7/29/2021 19:30,Complete,,41605,Swamp Timothy,medium,0.1
{0366410E-A95E-4AE3-ADCE-451541DD9E0A},35.91283956,-119.3887387,PIX,8A,,KH,7/29/2021 19:30,Complete,,41605,Swamp Timothy,low,0.2
{0366410E-A95E-4AE3-ADCE-451541DD9E0A},35.91283956,-119.3887387,PIX,8A,,KH,7/29/2021 19:30,Complete,,NA,Other cover,NA,0.7
{23FABEE9-0F9B-44E0-BAA3-1DD59676F2E1},35.9121488,-119.4017293,PIX,6,,KH,7/29/2021 19:44,Complete,,41605,Swamp Timothy,low,0.95
{23FABEE9-0F9B-44E0-BAA3-1DD59676F2E1},35.9121488,-119.4017293,PIX,6,,KH,7/29/2021 19:44,Complete,,NA,Other cover,NA,0.05
{803C0215-46D4-4B44-93E6-1B7E7A31F3A7},35.9099195,-119.3995044,PIX,6,,KH ,7/29/2021 19:53,NoFoodVisible,,NA,Other cover,NA,1
{3865F284-2D0C-4F66-80BE-17C5C59DFDFB},35.90816026,-119.3949325,PIX,6,,Rebeca,7/29/2021 19:57,NoFoodVisible,,NA,Other cover,NA,1
{95281D07-F19E-4FE2-A281-73B4D0865296},35.90738034,-119.3959647,PIX,6,,Rebeca,7/29/2021 19:57,NoFoodVisible,,NA,Other cover,NA,1
{25B4277E-A13A-487C-ACCC-E7DF4C32AD13},35.91098933,-119.3991236,PIX,6,,KH ,7/29/2021 20:04,Complete,,41605,Swamp Timothy,low,0.9
{25B4277E-A13A-487C-ACCC-E7DF4C32AD13},35.91098933,-119.3991236,PIX,6,,KH ,7/29/2021 20:04,Complete,,NA,Other cover,NA,0.1
{F74C3EB0-B661-451E-98DA-B49E0B6B779D},35.90989957,-119.3988408,PIX,6,,KH ,7/29/2021 20:10,Complete,,41605,Swamp Timothy,low,0.4
{F74C3EB0-B661-451E-98DA-B49E0B6B779D},35.90989957,-119.3988408,PIX,6,,KH ,7/29/2021 20:10,Complete,,NA,Other cover,NA,0.6
{0DA2FF87-E7E9-43DE-8DB3-D8D44B7F11F2},35.91393881,-119.3983252,PIX,1,,Rebeca ,7/29/2021 20:21,NoFoodVisible,,NA,Other cover,NA,1
{F587B607-2861-4C6F-9FD0-71EC1A80E4A1},35.91386902,-119.3960023,PIX,2A,,KH,7/29/2021 20:26,Complete,,41605,Swamp Timothy,low,0.15
{F587B607-2861-4C6F-9FD0-71EC1A80E4A1},35.91386902,-119.3960023,PIX,2A,,KH,7/29/2021 20:26,Complete,,41605,Swamp Timothy,medium,0.5
{F587B607-2861-4C6F-9FD0-71EC1A80E4A1},35.91386902,-119.3960023,PIX,2A,,KH,7/29/2021 20:26,Complete,,502210,Watergrass,high,0.3
{F587B607-2861-4C6F-9FD0-71EC1A80E4A1},35.91386902,-119.3960023,PIX,2A,,KH,7/29/2021 20:26,Complete,,502210,Watergrass,low,0.05
{2E4FF06F-249A-484D-AB88-8A8362A49D92},35.91396929,-119.3903488,PIX,3,,KH,7/29/2021 20:40,Complete,,41605,Swamp Timothy,low,1
{DEFBAE2F-1C6A-4926-9F74-7F1C202B9EF8},35.91581733,-119.4068798,PIX,1,,Tb,7/29/2021 21:07,Complete,,41605,Swamp Timothy,low,0.25
{DEFBAE2F-1C6A-4926-9F74-7F1C202B9EF8},35.91581733,-119.4068798,PIX,1,,Tb,7/29/2021 21:07,Complete,,41605,Swamp Timothy,medium,0.1
{DEFBAE2F-1C6A-4926-9F74-7F1C202B9EF8},35.91581733,-119.4068798,PIX,1,,Tb,7/29/2021 21:07,Complete,,NA,Other cover,NA,0.65
{4A6BB341-DE5F-405B-8020-4D1D65DCF5BA},35.91688718,-119.4064991,PIX,1,,Tb,7/29/2021 21:11,NoFoodVisible,,NA,Other cover,NA,1
{C63C66EF-2D4B-4948-B80B-C4138856CCDF},35.91968608,-119.4096955,PIX,1,,Rebeca,7/29/2021 21:22,Complete,,41605,Swamp Timothy,high,0.05
{C63C66EF-2D4B-4948-B80B-C4138856CCDF},35.91968608,-119.4096955,PIX,1,,Rebeca,7/29/2021 21:22,Complete,,41605,Swamp Timothy,medium,0.3
{C63C66EF-2D4B-4948-B80B-C4138856CCDF},35.91968608,-119.4096955,PIX,1,,Rebeca,7/29/2021 21:22,Complete,,41605,Swamp Timothy,low,0.3
{C63C66EF-2D4B-4948-B80B-C4138856CCDF},35.91968608,-119.4096955,PIX,1,,Rebeca,7/29/2021 21:22,Complete,,NA,Other cover,NA,0.35
{238D948C-A50B-49D1-8896-76D330FD2E75},35.9148881,-119.4029343,PIX,1,,Rebeca,7/29/2021 21:38,Complete,,41605,Swamp Timothy,low,0.05
{238D948C-A50B-49D1-8896-76D330FD2E75},35.9148881,-119.4029343,PIX,1,,Rebeca,7/29/2021 21:38,Complete,,NA,Other cover,NA,0.95
{0C91D960-048D-46BE-8579-53090C4758FA},35.91730859,-119.3845476,PIX,4,,KH ,8/2/2021 13:50,Complete,,41605,Swamp Timothy,low,0.95
{0C91D960-048D-46BE-8579-53090C4758FA},35.91730859,-119.3845476,PIX,4,,KH ,8/2/2021 13:50,Complete,,502210,Watergrass,low,0.025
{0C91D960-048D-46BE-8579-53090C4758FA},35.91730859,-119.3845476,PIX,4,,KH ,8/2/2021 13:50,Complete,,NA,Other cover,NA,0.025
{67E52E55-2931-4F6E-A996-623E49FF8583},35.91977809,-119.3857644,PIX,4,,KH,8/2/2021 14:16,Complete,,41605,Swamp Timothy,low,0.95
{67E52E55-2931-4F6E-A996-623E49FF8583},35.91977809,-119.3857644,PIX,4,,KH,8/2/2021 14:16,Complete,,502210,Watergrass,high,0.1
{67E52E55-2931-4F6E-A996-623E49FF8583},35.91977809,-119.3857644,PIX,4,,KH,8/2/2021 14:16,Complete,,NA,Other cover,NA,0.05
{C3BA6B1B-14E2-43CC-BFEE-0C9C88F6794A},35.9179085,-119.3865142,PIX,4A,,KH ,8/2/2021 14:36,Complete,,41605,Swamp Timothy,low,0.9
{C3BA6B1B-14E2-43CC-BFEE-0C9C88F6794A},35.9179085,-119.3865142,PIX,4A,,KH ,8/2/2021 14:36,Complete,,NA,Other cover,NA,0.1
{6C525DE3-C4AA-4AC2-920F-F179DDDFA47D},35.91625883,-119.3855924,PIX,4,,KH,8/2/2021 14:46,Complete,,41605,Swamp Timothy,medium,0.25
{6C525DE3-C4AA-4AC2-920F-F179DDDFA47D},35.91625883,-119.3855924,PIX,4,,KH,8/2/2021 14:46,Complete,,41605,Swamp Timothy,low,0.75
{6452A503-BC4B-4F99-A654-0B75B8D4446A},35.91438924,-119.3863421,PIX,4A,,KH,8/2/2021 15:05,Complete,,41605,Swamp Timothy,medium,0.2
{6452A503-BC4B-4F99-A654-0B75B8D4446A},35.91438924,-119.3863421,PIX,4A,,KH,8/2/2021 15:05,Complete,,41605,Swamp Timothy,low,0.75
{6452A503-BC4B-4F99-A654-0B75B8D4446A},35.91438924,-119.3863421,PIX,4A,,KH,8/2/2021 15:05,Complete,,NA,Other cover,NA,0.05
{5F1E8B6B-3128-429F-AE6A-05FC963F5585},35.91985808,-119.3884193,PIX,4A,,KH ,8/2/2021 15:52,Complete,,41605,Swamp Timothy,medium,0.05
{5F1E8B6B-3128-429F-AE6A-05FC963F5585},35.91985808,-119.3884193,PIX,4A,,KH ,8/2/2021 15:52,Complete,,41605,Swamp Timothy,low,0.85
{5F1E8B6B-3128-429F-AE6A-05FC963F5585},35.91985808,-119.3884193,PIX,4A,,KH ,8/2/2021 15:52,Complete,,502210,Watergrass,medium,0.5
{5F1E8B6B-3128-429F-AE6A-05FC963F5585},35.91985808,-119.3884193,PIX,4A,,KH ,8/2/2021 15:52,Complete,,502210,Watergrass,low,0.05
{5F1E8B6B-3128-429F-AE6A-05FC963F5585},35.91985808,-119.3884193,PIX,4A,,KH ,8/2/2021 15:52,Complete,,502210,Watergrass,high,0.05
{BEA46C2B-E420-443B-9417-52B9886AE215},35.91966808,-119.3910865,PIX,3A,,Rebeca,8/2/2021 16:15,Complete,,41605,Swamp Timothy,low,0.95
{BEA46C2B-E420-443B-9417-52B9886AE215},35.91966808,-119.3910865,PIX,3A,,Rebeca,8/2/2021 16:15,Complete,,NA,Other cover,NA,0.05
{2C2ADDB7-87A7-45E2-955F-849E9DEB6997},35.91955782,-119.3964086,PIX,3A,,Rebeca,8/2/2021 16:33,Complete,,41605,Swamp Timothy,medium,0.05
{2C2ADDB7-87A7-45E2-955F-849E9DEB6997},35.91955782,-119.3964086,PIX,3A,,Rebeca,8/2/2021 16:33,Complete,,41605,Swamp Timothy,low,0.95
