"","OBJECTID","LIT","Date","Observer","Unit_Name","Subunit_Name","Combined","CirclePlot_Associated","ManagementAction","CommonName","ScientificName","ITIS_TSN","Stratum","PlantHeight","n_seed_heads","Quadrat_Size","seed_head1_F2TLength","seed_head1_Length","seed_head2_F2TLength","seed_head2_Length","seed_head3_F2TLength","seed_head3_Length","seed_head4_F2TLength","seed_head4_Length","seed_head5_F2TLength","seed_head5_Length","Comments","X","Y"
"107",159,"CLS","7/25/19"," JM","T6","T6:4","CLS_T6_T6:4","C169","None","Watergrass","Echinochloa crus-galli",502210,"Med",99,33,"30x30",20,15,18,15,39,18,12,32,32,14,"",-13586411.48,4747039.434
"108",167,"CLS","7/25/19"," JM","T6","T6:4","CLS_T6_T6:4","C167","None","Watergrass","Echinochloa crus-galli",502210,"Med",80,42,"30x30",11.5,15,18.5,24,12,23,17,32,16,16,"",-13586310.36,4746831.795
"109",190,"CLS","43675.6375"," ","T6","T6:3","CLS_T6_T6:3","C175","None","Watergrass","Echinochloa crus-galli",502210,"Low",85,4,"30x30",15.2,15.2,13.5,11.5,29.4,13.1,43,17,NA,NA,"",-13586727.17,4747262.871
"110",214,"CLS","7/29/19"," DT","T24","T24:4","CLS_T24_T24:4","C150","None","Watergrass","Echinochloa crus-galli",502210,"Med",125,15,"30x30",27.5,15.4,15.5,13.2,11.3,9.2,6.5,9.1,11.4,11.4,"",-13586675.9,4741958.971
"111",182,"CLS","7/29/19"," DT","T6","T6:3","CLS_T6_T6:3","C183","None","Watergrass","Echinochloa crus-galli",502210,"Med",146,23,"30x30",29,15.4,8.6,12.2,32,15.6,35.8,17.2,26.5,15,"",-13586877.46,4747626.827
"112",139,"CLS","7/25/19"," KE","T6","T6:2","CLS_T6_T6:2","C192","None","Watergrass","Echinochloa crus-galli",502210,"Med",80,28,"30x30",31.7,15.4,30,13.5,35.4,12,16.5,8.4,10,8.5,"",-13587265.56,4747942.02
"113",125,"CLS","7/25/19"," JM","T6","T6:1","CLS_T6_T6:1","C200","None","Watergrass","Echinochloa crus-galli",502210,"Med",90,19,"30x30",31,15.5,20,18,31,14,14,9.5,27,14,"",-13587458.38,4748361.508
"114",134,"CLS","7/25/19"," KE","T6","T6:1","CLS_T6_T6:1","C196","None","Watergrass","Echinochloa crus-galli",502210,"Low",89,4,"30x30",15.5,15.7,29.4,11,6.7,10.5,7,15,NA,NA,"",-13587505.4,4748095.163
"115",160,"CLS","7/25/19"," KE","T6","T6:4","CLS_T6_T6:4","C173","None","Watergrass","Echinochloa crus-galli",502210,"High",140,36,"30x30",28.4,15.7,34.3,19,32.5,16.5,36,15.6,9.2,17.7,"",-13586570.11,4747191.553
"116",176,"CLS","7/25/19"," JM","T6","T6:3","CLS_T6_T6:3","C181","None","Watergrass","Echinochloa crus-galli",502210,"Low",75,4,"30x30",37,16,24,15,21.5,10,6,4,NA,NA,"",-13586720.17,4747545.053
"117",142,"CLS","7/25/19"," Jm","T6","T6:2","CLS_T6_T6:2","C188","None","Watergrass","Echinochloa crus-galli",502210,"Low",70,7,"30x30",38,16,17.5,11.5,23,12.5,12,7.5,17,12.5,"",-13586924.84,4747810.041
"118",131,"CLS","7/25/19"," ","T6","T6:1","CLS_T6_T6:1","C197","None","Watergrass","Echinochloa crus-galli",502210,"Med",96,18,"30x30",22.4,16,31.2,15.3,21.3,10.5,28.3,14,25.7,14.8,"",-13587422.53,4748194.542
"119",138,"CLS","7/25/19"," JM","T6","T6:2","CLS_T6_T6:2","C187","None","Watergrass","Echinochloa crus-galli",502210,"High",93,35,"30x30",36,16,18,13,17,12.5,9,20,8,9.5,"",-13587037.37,4747777.426
"120",189,"CLS","7/29/19 15:12","DT","T6","T6:3","CLS_T6_T6:3","C184","None","Watergrass","Echinochloa crus-galli",502210,"Med",136,38,"30x30",31,16,34.1,13.2,6,6.7,24.5,14.5,4,10,"",-13586699.95,4747687.23
"121",137,"CLS","7/25/19"," KE","T6","T6:2","CLS_T6_T6:2","C192","None","Watergrass","Echinochloa crus-galli",502210,"High",84,11,"30x30",43.5,16.1,29.5,12.3,27.5,11,12.5,12.5,16.8,9.6,"",-13587273.88,4747933.985
"122",188,"CLS","7/29/19"," JM","T6","T6:3","CLS_T6_T6:3","C177","None","Watergrass","Echinochloa crus-galli",502210,"High",110,12,"30x30",35.5,16.3,5.6,15,33.3,17.9,38.8,18,35.5,20,"",-13586619.44,4747380.344
"123",133,"CLS","7/25/19"," KE","T6","T6:1","CLS_T6_T6:1","C196","None","Watergrass","Echinochloa crus-galli",502210,"Low",62,8,"30x30",25.4,16.5,19,14.6,15.7,15.5,12.8,12.8,13,10.8,"",-13587509.86,4748095.44
"124",126,"CLS","7/25/19"," KE","T6","T6:1","CLS_T6_T6:1","C198","None","Watergrass","Echinochloa crus-galli",502210,"Low",76,39,"30x30",22.6,17,25.8,12,38.1,15.6,33.2,11,14.8,10.9,"",-13587301.09,4748196.75
"125",177,"CLS","7/25/19"," JM ","T6","T6:3","CLS_T6_T6:3","C181","None","Watergrass","Echinochloa crus-galli",502210,"High",80,39,"30x30",39,17,24.5,15.5,29.5,15,22,11,15,11,"",-13586717.83,4747541.73
"126",161,"CLS","7/25/19"," KE","T6","T6:4","CLS_T6_T6:4","C173","None","Watergrass","Echinochloa crus-galli",502210,"Med",149,24,"30x30",34.6,17.7,26,17.4,10.1,13.9,33.7,14.4,21.2,16.3,"",-13586565.55,4747192.353
"127",174,"CLS","7/25/19"," JM","T6","T6:3","CLS_T6_T6:3","C179","None","Watergrass","Echinochloa crus-galli",502210,"Med",20,33,"30x30",42,18,18,13,20,16,14,14,25,15.5,"",-13586772.63,4747458.127
"128",128,"CLS","7/25/19"," JM","T6","T6:1","CLS_T6_T6:1","C202","None","Watergrass","Echinochloa crus-galli",502210,"High",99,42,"30x30",44,18,29.5,67,14,30,16,36,16,37,"",-13587375.1,4748458.048
"129",580,"CLS","8/20/19","JM","T10","T10:3","CLS_T10_T10:3","C165","None","Watergrass","Echinochloa crus-galli",502210,"Low",70,4,"30x30",37,19,22,17,9,11,3,8.5,NA,NA,"",-13586852.1,4746619.447
"130",183,"CLS","7/29/19 14:57"," DT","T6","T6:3","CLS_T6_T6:3","C183","None","Watergrass","Echinochloa crus-galli",502210,"Low",132,20,"30x30",35.6,19.5,9.7,8.5,3.8,7,6,8.3,11,12,"",-13586880.49,4747618.118
"131",178,"CLS","7/29/19"," DT","T6","T6:3","CLS_T6_T6:3","C180","None","Watergrass","Echinochloa crus-galli",502210,"Low",109,10,"30x30",9.8,20,7,10.2,7.6,15.5,7.4,11.5,2,8.9,"",-13586921.66,4747548.044
"132",166,"CLS","7/25/19"," ","T6","T6:4","CLS_T6_T6:4","C167","None","Watergrass","Echinochloa crus-galli",502210,"High",90,23,"30x30",37,27,43,14,37,15,23,13,9.5,9.5,"",-13586310.41,4746830.007
"133",240,"KRN","8/6/19","LD","4B","4B-2","KRN_4B_4B-2","C220","None","Watergrass","Echinochloa crus-galli",502210,"High",20,0,"30x30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-13315760.33,4262414.511
"134",279,"KRN","8/6/19 19:09","TB","4B","4B-4","KRN_4B_4B-4","C206","None","Timothy","Crypsis schoenoides",41605,"Low",2.5,0,"30x30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-13315478.83,4262083.651
"135",369,"KRN","43684.72292","JM","6A","6A-2","KRN_6A_6A-2","C413","None","Timothy","Crypsis schoenoides",41605,"Low",0,0,"15x15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-13315034.67,4266425.65
"136",226,"KRN","8/6/19 15:21","JM","6A","6A-4","KRN_6A_6A-4","C412","None","Timothy","Crypsis schoenoides",41605,"High",25,51,"30x30",NA,0.11,NA,0.1,NA,0.14,NA,0.8,NA,0.12,"",-13313930.73,4266326.763
"137",482,"KRN","8/9/19 16:31","GG","14","14D-1","KRN_14_14D-1","C292","None","Timothy","Crypsis schoenoides",41605,"Low",23,8,"15x15",NA,0.2,NA,1.1,NA,1.5,NA,1.2,NA,0.7,"",-13318390.99,4264149.788
"138",331,"KRN","8/7/19 15:30","Jm","5A","5A-5","KRN_5A_5A-5","C340","None","Timothy","Crypsis schoenoides",41605,"Low",12,27,"5x5",NA,0.2,NA,0.6,NA,0.3,NA,0.4,NA,0.7,"",-13315441.55,4264965.403
"139",363,"KRN","8/7/19","Jm","6A","6A-2","KRN_6A_6A-2","C422","None","Timothy","Crypsis schoenoides",41605,"Low",3,37,"5x5",NA,0.3,NA,0.4,NA,0.4,NA,0.6,NA,0.6,"",-13314848.73,4266624.518
"140",276,"KRN","8/6/19","JM","4A","4A-1","KRN_4A_4A-1","C249","Mowed","Timothy","Crypsis schoenoides",41605,"Low",4,58,"5x5",NA,0.3,NA,0.4,NA,0.2,NA,0.2,NA,0.4,"",-13316438.29,4263190.699
"141",272,"KRN","8/6/19","JM","4A","4A-1","KRN_4A_4A-1","C270","None","Timothy","Crypsis schoenoides",41605,"Low",3,189,"15x15",NA,0.3,NA,0.9,NA,0.6,NA,0.3,NA,0.4,"",-13316242.82,4263586.328
"142",374,"KRN","43684.76042","LD","14","14A-2","KRN_14_14A-2","C217","None","Timothy","Crypsis schoenoides",41605,"Low",1.5,63,"5x5",NA,0.4,NA,1.2,NA,1,NA,0.5,NA,0.6,"",-13318006.47,4262497.111
"143",285,"KRN","8/6/19","JM","4A","4A-6","KRN_4A_4A-6","C263","Mowed","Timothy","Crypsis schoenoides",41605,"Low",0,17,"15x15",NA,0.5,NA,0.7,NA,0.5,NA,1.2,NA,0.7,"",-13315319.56,4263440.738
"144",273,"KRN","8/6/19","JM","4A","4A-1","KRN_4A_4A-1","C270","None","Timothy","Crypsis schoenoides",41605,"Low",3,53,"5x5",NA,0.5,NA,0.7,NA,0.7,NA,0.7,NA,0.8,"",-13316244.13,4263576.782
"145",365,"KRN","8/7/19","G","6A","6A-2","KRN_6A_6A-2","C422","None","Timothy","Crypsis schoenoides",41605,"Low",5,72,"15x15",NA,0.5,NA,0.7,NA,0.6,NA,0.4,NA,0.6,"",-13314846.99,4266608.761
"146",318,"KRN","8/7/19","G","5A","5A-3","KRN_5A_5A-3","C317","None","Timothy","Crypsis schoenoides",41605,"Low",2,99,"30x30",NA,0.5,NA,1,NA,0.7,NA,1,NA,1.1,"",-13315908.73,4264493.626
"147",278,"KRN","8/6/19 19:05","LD","4B","4B-4","KRN_4B_4B-4","C206","None","Timothy","Crypsis schoenoides",41605,"Low",2.5,38,"5x5",NA,0.6,NA,0.9,NA,0.9,NA,1.1,NA,0.9,"",-13315473.99,4262077.479
"148",355,"KRN","8/7/19","LD","5B","5B-1","KRN_5B_5B-1","C375","None","Timothy","Crypsis schoenoides",41605,"Low",2,39,"5x5",NA,0.6,NA,0.4,NA,0.7,NA,0.6,NA,0.8,"",-13316023.54,4265591.876
"149",354,"KRN","8/7/19 16:32","G","5A","5A-7","KRN_5A_5A-7","C287","None","Timothy","Crypsis schoenoides",41605,"Low",4,41,"5x5",NA,0.6,NA,0.6,NA,1,NA,0.8,NA,1.2,"",-13315194.54,4263885.135
"150",326,"KRN","8/7/19 15:08","JM","5A","5A-4","KRN_5A_5A-4","C291","None","Timothy","Crypsis schoenoides",41605,"Low",4,49,"5x5",NA,0.6,NA,0.7,NA,1.2,NA,0.9,NA,1.1,"",-13316075.82,4264017.421
"151",463,"KRN","8/9/19","JM","14","14B-1","KRN_14_14B-1","C252","None","Timothy","Crypsis schoenoides",41605,"Low",9,57,"5x5",NA,0.6,NA,0.4,NA,0.7,NA,1.4,NA,0.4,"",-13319057.57,4263348.642
"152",379,"KRN","8/7/19","TB","14","14B-2","KRN_14_14B-2","C253","None","Timothy","Crypsis schoenoides",41605,"Low",15,74,"15x15",NA,0.6,NA,0.7,NA,0.5,NA,0.6,NA,0.4,"",-13318644.77,4263337.142
"153",467,"KRN","8/9/19","JM","14","14B-1","KRN_14_14B-1","C268","None","Timothy","Crypsis schoenoides",41605,"Low",4.5,99,"5x5",NA,0.6,NA,0.4,NA,0.6,NA,0.3,NA,0.4,"",-13319188.94,4263704.702
"154",237,"KRN","8/6/19 16:46","GG","4B","4B-1","KRN_4B_4B-1","C218","Mowed","Timothy","Crypsis schoenoides",41605,"Low",12,217,"15x15",NA,0.6,NA,0.8,NA,1,NA,0.4,NA,1.1,"",-13316438.37,4262444.841
"155",478,"KRN","43686.63403","TB","14","1.4","KRN_14_14E-1","C337","None","Timothy","Crypsis schoenoides",41605,"Low",2,13,"5x5",NA,0.7,NA,0.7,NA,1,NA,0.8,NA,NA,"",-13318735.96,4265045.551
"156",223,"KRN","8/6/19 15:16","LD","6A","6A-5","KRN_6A_6A-5","C398","None","Timothy","Crypsis schoenoides",41605,"Med",13,29,"5x5",NA,0.7,NA,0.8,NA,0.8,NA,1.1,NA,1,"",-13314231.83,4265963.064
"157",370,"KRN","43684.72778","G","6A","6A-2","KRN_6A_6A-2","C413","None","Timothy","Crypsis schoenoides",41605,"Med",10,29,"5x5",NA,0.7,NA,0.7,NA,0.9,NA,0.7,NA,0.7,"",-13315027.8,4266416.36
"158",481,"KRN","8/9/19 16:27","GG","14","14D-1","KRN_14_14D-1","C292","None","Timothy","Crypsis schoenoides",41605,"Low",37,41,"15x15",NA,0.7,NA,0.4,NA,1.2,NA,1.3,NA,1.5,"",-13318400.39,4264141.029
"159",356,"KRN","8/7/19 16:42","LD","5B","5B-1","KRN_5B_5B-1","C375","None","Timothy","Crypsis schoenoides",41605,"Low",2.5,43,"5x5",NA,0.7,NA,0.7,NA,0.9,NA,0.8,NA,0.7,"",-13316029.91,4265594.423
"160",328,"KRN","8/7/19","G","5A","5A-4","KRN_5A_5A-4","C291","None","Timothy","Crypsis schoenoides",41605,"Low",3,48,"5x5",NA,0.7,NA,0.7,NA,0.7,NA,0.9,NA,0.8,"",-13316075.97,4264007.098
"161",346,"KRN","8/7/19 16:08","TB","5B","5B-2","KRN_5B_5B-2","C349","None","Timothy","Crypsis schoenoides",41605,"Med",4,49,"5x5",NA,0.7,NA,0.5,NA,0.8,NA,0.8,NA,0.9,"",-13316235.68,4265179.08
"162",291,"KRN","","JM","4A","4A-6","KRN_4A_4A-6","C260","None","Timothy","Crypsis schoenoides",41605,"Low",5.5,52,"30x30",NA,0.7,NA,0.8,NA,1,NA,0.9,NA,0.5,"",-13315067.9,4263354.194
"163",323,"KRN","8/7/19 15:04","JM","5A","5A-4","KRN_5A_5A-4","C297","None","Timothy","Crypsis schoenoides",41605,"Med",3,52,"5x5",NA,0.7,NA,1.2,NA,1,NA,0.7,NA,0.8,"",-13315852.8,4264128.586
"164",243,"KRN","8/6/19 17:26","TB","4A","4A-7","KRN_4A_4A-7","C250","Mowed","Timothy","Crypsis schoenoides",41605,"High",9,55,"5x5",NA,0.7,NA,1.3,NA,1,NA,1.3,NA,1.2,"",-13315106.05,4263142.644
"165",293,"KRN","8/6/19","JM","4A","4A-6","KRN_4A_4A-6","C267","None","Timothy","Crypsis schoenoides",41605,"Low",8,62,"15x15",NA,0.7,NA,0.2,NA,0.6,NA,0.3,NA,0.8,"",-13314800.76,4263492.277
"166",339,"KRN","8/7/19","JM","5A","5A-5","KRN_5A_5A-5","C320","None","Timothy","Crypsis schoenoides",41605,"Low",3,62,"5x5",NA,0.7,NA,0.8,NA,0.7,NA,1,NA,0.8,"",-13315169.5,4264555.579
"167",336,"KRN","8/7/19 15:41","G","5A","5A-5","KRN_5A_5A-5","C333","None","Timothy","Crypsis schoenoides",41605,"Med",12,64,"15x15",NA,0.7,NA,1.2,NA,1.2,NA,1.1,NA,1.3,"",-13315407.67,4264863.862
"168",294,"KRN","43683.83889","GG","4A","4A-6","KRN_4A_4A-6","C267","None","Timothy","Crypsis schoenoides",41605,"Med",15,67,"5x5",NA,0.7,NA,0.8,NA,1,NA,0.8,NA,0.9,"",-13314801.23,4263496.266
"169",471,"KRN","8/9/19","JM","14","14C-2","KRN_14_14C-2","C290","None","Timothy","Crypsis schoenoides",41605,"Low",5.5,72,"5x5",NA,0.7,NA,0.8,NA,0.7,NA,0.8,NA,1.4,"",-13319206.4,4264128.098
"170",464,"KRN","8/9/19","G","14","14B-1","KRN_14_14B-1","C252","None","Timothy","Crypsis schoenoides",41605,"Low",9,102,"15x15",NA,0.7,NA,1,NA,0.7,NA,0.9,NA,0.8,"",-13319040.03,4263350.096
"171",313,"KRN","8/7/19","JM","5A","5A-3","KRN_5A_5A-3","C314","None","Timothy","Crypsis schoenoides",41605,"Low",3,119,"15x15",NA,0.7,NA,1,NA,0.7,NA,1,NA,0.8,"",-13315618.1,4264450.91
"172",349,"KRN","8/7/19","Jm","5A","5A-7","KRN_5A_5A-7","C306","None","Timothy","Crypsis schoenoides",41605,"Low",1.5,143,"30x30",NA,0.7,NA,0.7,NA,0.5,NA,0.9,NA,0.6,"",-13315324.89,4264254.018
"173",350,"KRN","8/7/19","G","5A","5A-7","KRN_5A_5A-7","C306","None","Timothy","Crypsis schoenoides",41605,"Med",4,143,"5x5",NA,0.7,NA,0.7,NA,0.5,NA,0.9,NA,0.6,"",-13315326.99,4264260.53
"174",380,"KRN","43684.80625","LD","14","14B-2","KRN_14_14B-2","C253","None","Timothy","Crypsis schoenoides",41605,"Low",13,151,"15x15",NA,0.7,NA,0.5,NA,0.7,NA,0.6,NA,NA,"",-13318644.9,4263334.292
"175",368,"KRN","8/7/19","JM","6A","6A-2","KRN_6A_6A-2","C413","None","Timothy","Crypsis schoenoides",41605,"Low",2,162,"15x15",NA,0.7,NA,0.7,NA,0.6,NA,0.6,NA,0.8,"",-13315034.67,4266425.65
"176",473,"KRN","8/9/19","JM","14","14C-1","KRN_14_14C-1","C304","None","Timothy","Crypsis schoenoides",41605,"Low",15,313,"15x15",NA,0.7,NA,0.6,NA,0.6,NA,1.2,NA,1.5,"",-13318909.03,4264367.599
"177",461,"KRN","8/9/19 13:42","TB","14","14G-1","KRN_14_14G-1","C388","None","Timothy","Crypsis schoenoides",41605,"Low",5,12,"5x5",NA,0.8,NA,1.1,NA,1.5,NA,1,NA,0.8,"",-13319267.62,4265906.213
"178",315,"KRN","43684.60278","LD","5B","5B-6","KRN_5B_5B-6","C390","None","Timothy","Crypsis schoenoides",41605,"Med",24,26,"5x5",NA,0.8,NA,1.2,NA,1.3,NA,1.4,NA,1.4,"",-13314577.04,4265757.103
"179",469,"KRN","8/9/19 14:11","LD","14","14G-1","KRN_14_14G-1","C385","None","Timothy","Crypsis schoenoides",41605,"Med",8,26,"5x5",NA,0.8,NA,1,NA,0.9,NA,1.2,NA,1.4,"",-13318441,4265846.747
"180",334,"KRN","8/7/19 15:34","LD","5B","5B-3","KRN_5B_5B-3","C378","None","Timothy","Crypsis schoenoides",41605,"Low",2,31,"5x5",NA,0.8,NA,0.6,NA,0.9,NA,0.8,NA,0.9,"",-13315767.96,4265641.006
"181",353,"KRN","8/7/19 16:35","JM","5A","5A-7","KRN_5A_5A-7","C287","None","Timothy","Crypsis schoenoides",41605,"High",10,98,"5x5",NA,0.8,NA,1,NA,1,NA,1.2,NA,1.1,"",-13315189.25,4263878.991
"182",268,"KRN","8/6/19 18:25","JM ","4A","4A-1","KRN_4A_4A-1","C280","None","Timothy","Crypsis schoenoides",41605,"Med",19,99,"5x5",NA,0.8,NA,1.4,NA,1.1,NA,1.7,NA,1.3,"",-13316192.73,4263810.749
"183",231,"KRN","43683.65556","JM","6A","6A-4","KRN_6A_6A-4","C414","None","Timothy","Crypsis schoenoides",41605,"Low",25,111,"15x15",NA,0.8,NA,1,NA,1.4,NA,0.8,NA,1.2,"",-13314291.11,4266410.381
"184",228,"KRN","8/6/19","JM","6A","6A-4","KRN_6A_6A-4","C415","None","Timothy","Crypsis schoenoides",41605,"High",21,113,"5x5",NA,0.8,NA,0.13,NA,0.12,NA,0.1,NA,0.1,"",-13314139.82,4266403.713
"185",222,"KRN","8/6/19 14:55","TB","6A","6A-5","KRN_6A_6A-5","C408","None","Timothy","Crypsis schoenoides",41605,"Low",5,131,"15x15",NA,0.8,NA,0.9,NA,0.9,NA,0.7,NA,0.9,"",-13314012.63,4266178.515
"186",246,"KRN","8/6/19 17:35","TB","4A","4A-7","KRN_4A_4A-7","C250","Mowed","Timothy","Crypsis schoenoides",41605,"Med",13,18,"5x5",NA,0.9,NA,1,NA,1.6,NA,1.6,NA,1.5,"",-13315109.04,4263140.425
"187",466,"KRN","8/9/19 13:52","LD","14","14G-1","KRN_14_14G-1","C410","None","Timothy","Crypsis schoenoides",41605,"Low",4.5,18,"5x5",NA,0.9,NA,0.9,NA,0.8,NA,0.9,NA,0.8,"",-13319247.81,4266437.969
"188",377,"KRN","43684.78333","TB","14","14A-1","KRN_14_14A-1","C245","None","Timothy","Crypsis schoenoides",41605,"Low",9,24,"5x5",NA,0.9,NA,1.5,NA,1.1,NA,1.2,NA,1.3,"",-13318087.65,4263133.713
"189",332,"KRN","8/7/19 15:29","G","5A","5A-5","KRN_5A_5A-5","C340","None","Timothy","Crypsis schoenoides",41605,"Med",9,37,"5x5",NA,0.9,NA,1.1,NA,1,NA,1,NA,0.9,"",-13315436.85,4264952.827
"190",312,"KRN","43684.59861","Jm","5A","5A-3","KRN_5A_5A-3","C323","None","Timothy","Crypsis schoenoides",41605,"Low",2.5,41,"5x5",NA,0.9,NA,1,NA,1.5,NA,1.3,NA,0.9,"",-13315704.82,4264690.988
"191",477,"KRN","8/9/19 15:11","TB","14","1.40E+00","KRN_14_14E-1","C337","None","Timothy","Crypsis schoenoides",41605,"Med",10,41,"5x5",NA,0.9,NA,1.1,NA,1.2,NA,0.9,NA,1.1,"",-13318741.04,4265039.826
"192",316,"KRN","43684.60208","GG","5A","5A-3","KRN_5A_5A-3","C314","None","Timothy","Crypsis schoenoides",41605,"Low",3,52,"5x5",NA,0.9,NA,0.8,NA,0.9,NA,0.9,NA,0.9,"",-13315614.69,4264470.785
"193",265,"KRN","8/6/19 18:04","GG","4A","4A-5","KRN_4A_4A-5","C225","Mowed","Timothy","Crypsis schoenoides",41605,"Med",8,57,"5x5",NA,0.9,NA,1,NA,1.2,NA,0.9,NA,1.3,"",-13316100.33,4262616.605
"194",343,"KRN","8/7/19 16:05","TB","5B","5B-2","KRN_5B_5B-2","C349","None","Timothy","Crypsis schoenoides",41605,"Low",4,62,"5x5",NA,0.9,NA,0.7,NA,0.8,NA,0.8,NA,0.7,"",-13316221.06,4265185.288
"195",361,"KRN","8/7/19 17:05","LD","6A","6A-1","KRN_6A_6A-1","C395","None","Timothy","Crypsis schoenoides",41605,"Low",3.5,72,"15x15",NA,0.9,NA,1,NA,0.9,NA,1.5,NA,1.1,"",-13315517.3,4266008.488
"196",270,"KRN","8/6/19 18:30","TB","4A","4A-2","KRN_4A_4A-2","C241","None","Timothy","Crypsis schoenoides",41605,"Med",16,78,"5x5",NA,0.9,NA,1.6,NA,0.9,NA,1.7,NA,1.8,"",-13316114.34,4263027.345
"197",303,"KRN","43684.58194","JM","5A","5A-1","KRN_5A_5A-1","C324","None","Timothy","Crypsis schoenoides",41605,"Low",3,97,"5x5",NA,0.9,NA,0.8,NA,1,NA,1.1,NA,0.7,"",-13316189.76,4264738.452
"198",378,"KRN","43684.78403","JM","14","14A-1","KRN_14_14A-1","C245","None","Timothy","Crypsis schoenoides",41605,"Low",5,109,"15x15",NA,0.9,NA,1.1,NA,1,NA,0.9,NA,0.4,"",-13318083.1,4263132.029
"199",264,"KRN","8/6/19","JM","4A","4A-5","KRN_4A_4A-5","C225","None","Timothy","Crypsis schoenoides",41605,"High",10,123,"5x5",NA,0.9,NA,1.5,NA,0.6,NA,1,NA,0.9,"",-13316102.01,4262617.071
"200",301,"KRN","","G","5A","5A-1","KRN_5A_5A-1","C324","None","Timothy","Crypsis schoenoides",41605,"Low",4,133,"15x15",NA,0.9,NA,0.8,NA,1,NA,1.1,NA,0.7,"",-13316185.14,4264730.917
"201",292,"KRN","43683.83333","JM","4A","4A-6","KRN_4A_4A-6","C260","None","Timothy","Crypsis schoenoides",41605,"Low",5,136,"30x30",NA,0.9,NA,1,NA,1.1,NA,0.9,NA,0.9,"",-13315078.26,4263364.906
"202",235,"KRN","8/6/19","GG","4B","4B-1","KRN_4B_4B-1","C218","Mowed","Timothy","Crypsis schoenoides",41605,"Low",3.5,232,"15x15",NA,0.9,NA,0.7,NA,0.6,NA,0.5,NA,0.7,"",-13316455.53,4262444.876
"203",322,"KRN","8/7/19 14:47","G","5A","5A-4","KRN_5A_5A-4","C307","None","Timothy","Crypsis schoenoides",41605,"High",27,13,"5x5",NA,1,NA,1,NA,1.2,NA,1.6,NA,1.3,"",-13315980.35,4264332.89
"204",288,"KRN","43683.82014","JM","4A","4A-6","KRN_4A_4A-6","C263","Mowed","Timothy","Crypsis schoenoides",41605,"Low",15,14,"15x15",NA,1,NA,1.2,NA,1,NA,0.8,NA,0.7,"",-13315323.01,4263453.72
"205",319,"KRN","8/7/19 14:42","TB","5B","5B-5","KRN_5B_5B-5","C389","None","Timothy","Crypsis schoenoides",41605,"Low",90,21,"15x15",NA,1,NA,1.4,NA,1.4,NA,1.6,NA,1.3,"",-13315351.87,4265781.659
"206",309,"KRN","43684.59514","TB","5B","5B-6","KRN_5B_5B-6","C380","None","Timothy","Crypsis schoenoides",41605,"Low",3,24,"5x5",NA,1,NA,1,NA,1.1,NA,1.2,NA,1,"",-13314833.56,4265610.34
"207",281,"KRN","8/6/19 19:14","TB","4B","4B-4","KRN_4B_4B-4","C203","None","Timothy","Crypsis schoenoides",41605,"Med",28,26,"5x5",NA,1,NA,1.4,NA,1.3,NA,1.6,NA,1,"",-13315558.75,4261976.994
"208",280,"KRN","8/6/19 19:09","TB","4B","4B-4","KRN_4B_4B-4","C206","None","Timothy","Crypsis schoenoides",41605,"Low",2.5,27,"5x5",NA,1,NA,0.9,NA,0.9,NA,1,NA,0.8,"",-13315478.83,4262083.651
"209",241,"KRN","8/6/19 17:01","JM ","4B","4B-1","KRN_4B_4B-1","C209","Mowed","Timothy","Crypsis schoenoides",41605,"High",15,30,"5x5",NA,1,NA,1.1,NA,1.3,NA,1.7,NA,1.4,"",-13316544.14,4262158.514
"210",311,"KRN","43684.59583","TB","5B","5B-6","KRN_5B_5B-6","C380","None","Timothy","Crypsis schoenoides",41605,"Low",17,34,"5x5",NA,1,NA,1.2,NA,1.4,NA,1.5,NA,0.9,"",-13314836.87,4265622.267
"211",306,"KRN","43684.58819","Jm","5A","5A-1","KRN_5A_5A-1","C331","None","Timothy","Crypsis schoenoides",41605,"Low",12.5,35,"5x5",NA,1,NA,0.7,NA,1.5,NA,1.3,NA,1,"",-13315968.19,4264879.295
"212",348,"KRN","8/7/19 16:16","LD","5B","5B-2","KRN_5B_5B-2","C343","None","Timothy","Crypsis schoenoides",41605,"Med",13,35,"5x5",NA,1,NA,1,NA,0.9,NA,0.8,NA,1,"",-13316120.94,4265025.813
"213",472,"KRN","8/9/19 14:16","G","14","14C-2","KRN_14_14C-2","C290","None","Timothy","Crypsis schoenoides",41605,"Low",4,35,"5x5",NA,1,NA,0.9,NA,1.1,NA,0.8,NA,1.3,"",-13319196.23,4264132.351
"214",307,"KRN","43684.58819","LD","5B","5B-6","KRN_5B_5B-6","C374","None","Timothy","Crypsis schoenoides",41605,"Med",10,36,"5x5",NA,1,NA,1,NA,1.1,NA,1.1,NA,1.1,"",-13314951.66,4265508.58
"215",351,"KRN","8/7/19 16:28","TB","5B","5B-1","KRN_5B_5B-1","C361","None","Timothy","Crypsis schoenoides",41605,"High",13,38,"5x5",NA,1,NA,1.7,NA,1.4,NA,1.4,NA,1.4,"",-13316207.42,4265442.086
